oryctolagus_cuniculus ENSOCUG00000004150
sarcophilus_harrisii ENSSHAG00000017666
monodelphis_domestica ENSMODG00000010647
ornithorhynchus_anatinus ENSOANG00000003252
hippocampus_comes ENSHCOG00000012193
chelonoidis_abingdonii ENSCABG00000014235
gopherus_agassizii ENSGAGG00000019350
chrysemys_picta_bellii ENSCPBG00000006675
pelodiscus_sinensis ENSPSIG00000006400
crocodylus_porosus ENSCPRG00005001153
pogona_vitticeps ENSPVIG00000020180
anolis_carolinensis ENSACAG00000018003
notechis_scutatus ENSNSUG00000008575
salvator_merianae ENSSMRG00000019121
sphenodon_punctatus ENSSPUG00000005439
junco_hyemalis ENSJHYG00000002759
zonotrichia_albicollis ENSZALG00000010241
gallus_gallus ENSGALG00000039786
meleagris_gallopavo ENSMGAG00000002004
coturnix_japonica ENSCJPG00005015206
cyanistes_caeruleus ENSCCEG00000002005
parus_major ENSPMJG00000017954
ficedula_albicollis ENSFALG00000006629
lonchura_striata_domestica ENSLSDG00000006393
taeniopygia_guttata ENSTGUG00000004881
serinus_canaria ENSSCAG00000017017
melopsittacus_undulatus ENSMUNG00000001324
zonotrichia_albicollis ENSZALG00000010238
numida_meleagris ENSNMEG00000019805
lepidothrix_coronata ENSLCOG00000007658
manacus_vitellinus ENSMVIG00005019098
ornithorhynchus_anatinus ENSOANG00000028708
calidris_pugnax ENSCPUG00000008156
calidris_pygmaea ENSCPGG00000008678
anas_platyrhynchos_platyrhynchos ENSAPLG00000014095
anser_brachyrhynchus ENSABRG00000003171
apteryx_rowi ENSARWG00000012004
apteryx_haastii ENSAHAG00000001217
apteryx_owenii ENSAOWG00000003071
dromaius_novaehollandiae ENSDNVG00000002914
nothoprocta_perdicaria ENSNPEG00000001499
cyanistes_caeruleus ENSCCEG00000007485
junco_hyemalis ENSJHYG00000002732
ictalurus_punctatus ENSIPUG00000011790
ictalurus_punctatus ENSIPUG00000011840
danio_rerio ENSDARG00000104015
cynoglossus_semilaevis ENSCSEG00000019196
latimeria_chalumnae ENSLACG00000013549
xenopus_tropicalis ENSXETG00000016775
anabas_testudineus ENSATEG00000004876
gasterosteus_aculeatus ENSGACG00000015518
pundamilia_nyererei ENSPNYG00000012066
haplochromis_burtoni ENSHBUG00000019579
maylandia_zebra ENSMZEG00005023143
astatotilapia_calliptera ENSACLG00000019797
neolamprologus_brichardi ENSNBRG00000007108
oreochromis_niloticus ENSONIG00000012609
amphilophus_citrinellus ENSACIG00000008398
stegastes_partitus ENSSPAG00000009253
kryptolebias_marmoratus ENSKMAG00000008646
pundamilia_nyererei ENSPNYG00000001476
haplochromis_burtoni ENSHBUG00000019510
maylandia_zebra ENSMZEG00005023149
astatotilapia_calliptera ENSACLG00000019712
oreochromis_niloticus ENSONIG00000012622
amphilophus_citrinellus ENSACIG00000008351
maylandia_zebra ENSMZEG00005023146
astatotilapia_calliptera ENSACLG00000019783
pundamilia_nyererei ENSPNYG00000011946
amphilophus_citrinellus ENSACIG00000008368
scophthalmus_maximus ENSSMAG00000009342
takifugu_rubripes ENSTRUG00000018627
tetraodon_nigroviridis ENSTNIG00000013597
mola_mola ENSMMOG00000010820
periophthalmus_magnuspinnatus ENSPMGG00000000133
poecilia_latipinna ENSPLAG00000013010
poecilia_latipinna ENSPLAG00000012981
poecilia_mexicana ENSPMEG00000023369
poecilia_formosa ENSPFOG00000005362
gambusia_affinis ENSGAFG00000007899
poecilia_reticulata ENSPREG00000013099
xiphophorus_maculatus ENSXMAG00000016402
xiphophorus_couchianus ENSXCOG00000016278
fundulus_heteroclitus ENSFHEG00000011699
oryzias_latipes ENSORLG00020018421
oryzias_latipes_asm223469v1 ENSORLG00015005324
oryzias_latipes ENSORLG00000000321
oryzias_melastigma ENSOMEG00000004559
amphiprion_percula ENSAPEG00000022049
amphiprion_ocellaris ENSAOCG00000012956
acanthochromis_polyacanthus ENSAPOG00000010367
labrus_bergylta ENSLBEG00000003910
mastacembelus_armatus ENSMAMG00000011845
seriola_dumerili ENSSDUG00000006005
seriola_lalandi_dorsalis ENSSLDG00000022856
cynoglossus_semilaevis ENSCSEG00000001694
neolamprologus_brichardi ENSNBRG00000007132
gadus_morhua ENSGMOG00000012944
esox_lucius ENSELUG00000005898
danio_rerio ENSDARG00000011190
pygocentrus_nattereri ENSPNAG00000020161
astyanax_mexicanus ENSAMXG00000015547
ictalurus_punctatus ENSIPUG00000008062
danio_rerio ENSDARG00000011027
lepisosteus_oculatus ENSLOCG00000014985
scleropages_formosus ENSSFOG00015012261
scleropages_formosus ENSSFOG00015004798
paramormyrops_kingsleyae ENSPKIG00000015297
esox_lucius ENSELUG00000018128
xiphophorus_couchianus ENSXCOG00000015322
cynoglossus_semilaevis ENSCSEG00000016296
xiphophorus_maculatus ENSXMAG00000028744
xiphophorus_couchianus ENSXCOG00000015292
gambusia_affinis ENSGAFG00000004797
poecilia_formosa ENSPFOG00000017757
poecilia_latipinna ENSPLAG00000013089
poecilia_mexicana ENSPMEG00000019058
poecilia_reticulata ENSPREG00000000729
fundulus_heteroclitus ENSFHEG00000001221
cyprinodon_variegatus ENSCVAG00000014827
kryptolebias_marmoratus ENSKMAG00000019703
oryzias_latipes ENSORLG00020001704
oryzias_latipes ENSORLG00000014206
oryzias_latipes_asm223469v1 ENSORLG00015015014
oryzias_melastigma ENSOMEG00000016511
amphilophus_citrinellus ENSACIG00000020256
neolamprologus_brichardi ENSNBRG00000009641
hippocampus_comes ENSHCOG00000000677
mola_mola ENSMMOG00000010992
tetraodon_nigroviridis ENSTNIG00000018850
periophthalmus_magnuspinnatus ENSPMGG00000024018
seriola_dumerili ENSSDUG00000022853
scophthalmus_maximus ENSSMAG00000002217
gasterosteus_aculeatus ENSGACG00000012410
amphiprion_ocellaris ENSAOCG00000016923
amphiprion_percula ENSAPEG00000008176
stegastes_partitus ENSSPAG00000015365
maylandia_zebra ENSMZEG00005007656
pundamilia_nyererei ENSPNYG00000000732
astatotilapia_calliptera ENSACLG00000016179
haplochromis_burtoni ENSHBUG00000013450
oreochromis_niloticus ENSONIG00000011012
mastacembelus_armatus ENSMAMG00000004588
seriola_lalandi_dorsalis ENSSLDG00000015118
monopterus_albus ENSMALG00000018799
anabas_testudineus ENSATEG00000018809
labrus_bergylta ENSLBEG00000007287
takifugu_rubripes ENSTRUG00000016527
acanthochromis_polyacanthus ENSAPOG00000002758
gadus_morhua ENSGMOG00000009533
paramormyrops_kingsleyae ENSPKIG00000024774
xenopus_tropicalis ENSXETG00000007231
ciona_savignyi ENSCSAVG00000007558
ciona_intestinalis ENSCING00000000875
