urocitellus_parryii ENSUPAG00010002102
canis_lupus ENSCAFG00020001234
vulpes_vulpes ENSVVUG00000027773
ursus_americanus ENSUAMG00000013904
ursus_americanus ENSUAMG00000004167
ursus_maritimus ENSUMAG00000008828
ailuropoda_melanoleuca ENSAMEG00000001755
mustela_putorius ENSMPUG00000007702
neovison_vison ENSNVIG00000004383
panthera_pardus ENSPPRG00000019723
panthera_tigris ENSPTIG00000021890
felis_catus ENSFCAG00000000268
capra_hircus ENSCHIG00000009664
ovis_aries ENSOARG00000017214
bos_indicus ENSBIXG00000022472
bos_indicus ENSBIXG00005016594
bos_taurus ENSBTAG00000000507
bos_mutus ENSBMUG00000008495
bison_bison ENSBBBG00000020827
tursiops_truncatus ENSTTRG00000002817
sus_scrofa ENSSSCG00000031321
equus_caballus ENSECAG00000016661
equus_asinus ENSEASG00005008782
loxodonta_africana ENSLAFG00000013317
echinops_telfairi ENSETEG00000018553
dasypus_novemcinctus ENSDNOG00000003671
ornithorhynchus_anatinus ENSOANG00000000716
procavia_capensis ENSPCAG00000003213
myotis_lucifugus ENSMLUG00000006887
pteropus_vampyrus ENSPVAG00000004955
ursus_maritimus ENSUMAG00000008825
vombatus_ursinus ENSVURG00010007769
phascolarctos_cinereus ENSPCIG00000025527
notamacropus_eugenii ENSMEUG00000001112
sarcophilus_harrisii ENSSHAG00000012643
numida_meleagris ENSNMEG00000002006
gopherus_agassizii ENSGAGG00000022144
chelonoidis_abingdonii ENSCABG00000008996
chrysemys_picta ENSCPBG00000019477
pelodiscus_sinensis ENSPSIG00000018018
anolis_carolinensis ENSACAG00000016775
pogona_vitticeps ENSPVIG00000014945
notechis_scutatus ENSNSUG00000001534
salvator_merianae ENSSMRG00000012216
sphenodon_punctatus ENSSPUG00000016379
anser_brachyrhynchus ENSABRG00000016943
anas_platyrhynchos ENSAPLG00000029349
gallus_gallus ENSGALG00000043727
coturnix_japonica ENSCJPG00005017860
taeniopygia_guttata ENSTGUG00000016805
lonchura_striata ENSLSDG00000000790
junco_hyemalis ENSJHYG00000002425
serinus_canaria ENSSCAG00000013740
cyanistes_caeruleus ENSCCEG00000022504
parus_major ENSPMJG00000006494
ficedula_albicollis ENSFALG00000000099
lepidothrix_coronata ENSLCOG00000011587
calidris_pugnax ENSCPUG00000005561
calidris_pygmaea ENSCPGG00000019030
apteryx_owenii ENSAOWG00000003884
apteryx_haastii ENSAHAG00000004276
apteryx_rowi ENSARWG00000013230
nothoprocta_perdicaria ENSNPEG00000012290
crocodylus_porosus ENSCPRG00005001958
xenopus_tropicalis ENSXETG00000016386
latimeria_chalumnae ENSLACG00000019120
paramormyrops_kingsleyae ENSPKIG00000017017
scleropages_formosus ENSSFOG00015021617
paramormyrops_kingsleyae ENSPKIG00000003793
scleropages_formosus ENSSFOG00015017872
astyanax_mexicanus ENSAMXG00005001926
astyanax_mexicanus ENSAMXG00005007820
astyanax_mexicanus ENSAMXG00000011156
pygocentrus_nattereri ENSPNAG00000027571
ictalurus_punctatus ENSIPUG00000011564
electrophorus_electricus ENSEEEG00000004936
danio_rerio ENSDARG00000000796
denticeps_clupeoides ENSDCDG00000029767
hucho_hucho ENSHHUG00000034529
hucho_hucho ENSHHUG00000029590
esox_lucius ENSELUG00000003265
hippocampus_comes ENSHCOG00000009917
periophthalmus_magnuspinnatus ENSPMGG00000023246
labrus_bergylta ENSLBEG00000016018
gasterosteus_aculeatus ENSGACG00000010788
monopterus_albus ENSMALG00000013266
mastacembelus_armatus ENSMAMG00000001869
seriola_dumerili ENSSDUG00000002059
seriola_lalandi ENSSLDG00000014139
lates_calcarifer ENSLCAG00010022294
takifugu_rubripes ENSTRUG00000015503
tetraodon_nigroviridis ENSTNIG00000012516
mola_mola ENSMMOG00000017329
larimichthys_crocea ENSLCRG00005003738
anabas_testudineus ENSATEG00000024062
betta_splendens ENSBSLG00000016678
scophthalmus_maximus ENSSMAG00000020885
cynoglossus_semilaevis ENSCSEG00000021518
xiphophorus_maculatus ENSXMAG00000011694
xiphophorus_couchianus ENSXCOG00000014403
gambusia_affinis ENSGAFG00000020741
poecilia_formosa ENSPFOG00000009208
poecilia_latipinna ENSPLAG00000009053
poecilia_mexicana ENSPMEG00000001439
poecilia_reticulata ENSPREG00000000694
fundulus_heteroclitus ENSFHEG00000006045
cyprinodon_variegatus ENSCVAG00000009953
kryptolebias_marmoratus ENSKMAG00000006019
oryzias_latipes ENSORLG00000015279
oryzias_latipes ENSORLG00020010958
oryzias_latipes ENSORLG00015004935
oryzias_melastigma ENSOMEG00000021720
astatotilapia_calliptera ENSACLG00000023528
maylandia_zebra ENSMZEG00005026480
pundamilia_nyererei ENSPNYG00000002835
haplochromis_burtoni ENSHBUG00000005341
neolamprologus_brichardi ENSNBRG00000006325
oreochromis_niloticus ENSONIG00000016717
amphilophus_citrinellus ENSACIG00000013428
amphiprion_percula ENSAPEG00000022933
amphiprion_ocellaris ENSAOCG00000022187
acanthochromis_polyacanthus ENSAPOG00000022705
stegastes_partitus ENSSPAG00000019834
parambassis_ranga ENSPRNG00000017409
gouania_willdenowi ENSGWIG00000013078
gadus_morhua ENSGMOG00000007300
denticeps_clupeoides ENSDCDG00000033124
clupea_harengus ENSCHAG00000026446
astyanax_mexicanus ENSAMXG00005021812
astyanax_mexicanus ENSAMXG00000014433
pygocentrus_nattereri ENSPNAG00000000537
electrophorus_electricus ENSEEEG00000023540
ictalurus_punctatus ENSIPUG00000002771
hucho_hucho ENSHHUG00000030993
hucho_hucho ENSHHUG00000032133
esox_lucius ENSELUG00000022293
gasterosteus_aculeatus ENSGACG00000000451
labrus_bergylta ENSLBEG00000022486
cynoglossus_semilaevis ENSCSEG00000003919
gouania_willdenowi ENSGWIG00000014243
cottoperca_gobio ENSCGOG00000024426
larimichthys_crocea ENSLCRG00005023451
amphiprion_percula ENSAPEG00000008298
amphiprion_ocellaris ENSAOCG00000018263
acanthochromis_polyacanthus ENSAPOG00000000175
stegastes_partitus ENSSPAG00000001682
parambassis_ranga ENSPRNG00000017370
seriola_lalandi ENSSLDG00000005302
seriola_dumerili ENSSDUG00000003381
scophthalmus_maximus ENSSMAG00000005193
lates_calcarifer ENSLCAG00010025681
monopterus_albus ENSMALG00000018564
fundulus_heteroclitus ENSFHEG00000006822
cyprinodon_variegatus ENSCVAG00000004951
xiphophorus_maculatus ENSXMAG00000003578
xiphophorus_couchianus ENSXCOG00000018479
gambusia_affinis ENSGAFG00000003891
poecilia_formosa ENSPFOG00000016157
poecilia_mexicana ENSPMEG00000000037
poecilia_latipinna ENSPLAG00000009639
poecilia_reticulata ENSPREG00000013420
kryptolebias_marmoratus ENSKMAG00000015614
oryzias_latipes ENSORLG00020016232
oryzias_latipes ENSORLG00015011486
oryzias_latipes ENSORLG00000015557
oryzias_melastigma ENSOMEG00000020728
pundamilia_nyererei ENSPNYG00000019362
astatotilapia_calliptera ENSACLG00000004689
maylandia_zebra ENSMZEG00005022921
haplochromis_burtoni ENSHBUG00000005385
neolamprologus_brichardi ENSNBRG00000011624
oreochromis_niloticus ENSONIG00000019260
amphilophus_citrinellus ENSACIG00000022655
takifugu_rubripes ENSTRUG00000012317
tetraodon_nigroviridis ENSTNIG00000007083
mola_mola ENSMMOG00000003881
anabas_testudineus ENSATEG00000024452
betta_splendens ENSBSLG00000018194
mastacembelus_armatus ENSMAMG00000006066
hippocampus_comes ENSHCOG00000018027
periophthalmus_magnuspinnatus ENSPMGG00000019958
gadus_morhua ENSGMOG00000015223
lepisosteus_oculatus ENSLOCG00000004504
erpetoichthys_calabaricus ENSECRG00000011155
callorhinchus_milii ENSCMIG00000002685
mola_mola ENSMMOG00000000386
gouania_willdenowi ENSGWIG00000003961
hippocampus_comes ENSHCOG00000017757
cynoglossus_semilaevis ENSCSEG00000006209
amphiprion_percula ENSAPEG00000018813
amphiprion_ocellaris ENSAOCG00000008623
acanthochromis_polyacanthus ENSAPOG00000003608
stegastes_partitus ENSSPAG00000005393
parambassis_ranga ENSPRNG00000000369
oryzias_latipes ENSORLG00000000050
oryzias_latipes ENSORLG00020012798
oryzias_latipes ENSORLG00015015061
oryzias_melastigma ENSOMEG00000020865
kryptolebias_marmoratus ENSKMAG00000008431
fundulus_heteroclitus ENSFHEG00000016790
cyprinodon_variegatus ENSCVAG00000014515
poecilia_formosa ENSPFOG00000024542
poecilia_mexicana ENSPMEG00000020497
poecilia_latipinna ENSPLAG00000015941
poecilia_reticulata ENSPREG00000015677
xiphophorus_maculatus ENSXMAG00000008198
xiphophorus_couchianus ENSXCOG00000020484
gambusia_affinis ENSGAFG00000011464
astatotilapia_calliptera ENSACLG00000011957
maylandia_zebra ENSMZEG00005015529
haplochromis_burtoni ENSHBUG00000010540
pundamilia_nyererei ENSPNYG00000012470
neolamprologus_brichardi ENSNBRG00000016182
oreochromis_niloticus ENSONIG00000012131
amphilophus_citrinellus ENSACIG00000010705
seriola_dumerili ENSSDUG00000011809
seriola_lalandi ENSSLDG00000008882
lates_calcarifer ENSLCAG00010011496
scophthalmus_maximus ENSSMAG00000012080
monopterus_albus ENSMALG00000019430
mastacembelus_armatus ENSMAMG00000022343
anabas_testudineus ENSATEG00000014678
betta_splendens ENSBSLG00000001870
cottoperca_gobio ENSCGOG00000017337
larimichthys_crocea ENSLCRG00005021475
labrus_bergylta ENSLBEG00000005973
periophthalmus_magnuspinnatus ENSPMGG00000009729
gadus_morhua ENSGMOG00000003742
denticeps_clupeoides ENSDCDG00000002486
scleropages_formosus ENSSFOG00015016157
oryzias_latipes ENSORLG00015000008
oryzias_latipes ENSORLG00000016692
oryzias_latipes ENSORLG00020001207
oryzias_melastigma ENSOMEG00000002165
labrus_bergylta ENSLBEG00000021057
xiphophorus_maculatus ENSXMAG00000011280
xiphophorus_couchianus ENSXCOG00000000697
gambusia_affinis ENSGAFG00000008817
poecilia_formosa ENSPFOG00000004317
poecilia_latipinna ENSPLAG00000015815
poecilia_mexicana ENSPMEG00000022329
poecilia_reticulata ENSPREG00000008698
fundulus_heteroclitus ENSFHEG00000021648
cyprinodon_variegatus ENSCVAG00000004188
kryptolebias_marmoratus ENSKMAG00000013152
parambassis_ranga ENSPRNG00000022524
maylandia_zebra ENSMZEG00005008220
astatotilapia_calliptera ENSACLG00000014280
haplochromis_burtoni ENSHBUG00000003713
pundamilia_nyererei ENSPNYG00000001957
neolamprologus_brichardi ENSNBRG00000015630
oreochromis_niloticus ENSONIG00000008976
amphilophus_citrinellus ENSACIG00000000618
tetraodon_nigroviridis ENSTNIG00000016484
takifugu_rubripes ENSTRUG00000007433
mola_mola ENSMMOG00000003797
scophthalmus_maximus ENSSMAG00000011394
cynoglossus_semilaevis ENSCSEG00000011241
cottoperca_gobio ENSCGOG00000024582
gasterosteus_aculeatus ENSGACG00000005831
gouania_willdenowi ENSGWIG00000025136
amphiprion_percula ENSAPEG00000016964
amphiprion_ocellaris ENSAOCG00000017758
acanthochromis_polyacanthus ENSAPOG00000023274
stegastes_partitus ENSSPAG00000005693
larimichthys_crocea ENSLCRG00005017945
seriola_dumerili ENSSDUG00000018206
seriola_lalandi ENSSLDG00000006303
lates_calcarifer ENSLCAG00010024428
mastacembelus_armatus ENSMAMG00000002132
monopterus_albus ENSMALG00000016396
anabas_testudineus ENSATEG00000019598
betta_splendens ENSBSLG00000025713
periophthalmus_magnuspinnatus ENSPMGG00000006431
hippocampus_comes ENSHCOG00000013762
gadus_morhua ENSGMOG00000019215
denticeps_clupeoides ENSDCDG00000031626
scleropages_formosus ENSSFOG00015023308
paramormyrops_kingsleyae ENSPKIG00000003335
paramormyrops_kingsleyae ENSPKIG00000012038
clupea_harengus ENSCHAG00000026743
electrophorus_electricus ENSEEEG00000020534
hucho_hucho ENSHHUG00000037078
hucho_hucho ENSHHUG00000044532
esox_lucius ENSELUG00000016329
erpetoichthys_calabaricus ENSECRG00000007851
lepisosteus_oculatus ENSLOCG00000005738
calidris_pugnax ENSCPUG00000000392
calidris_pygmaea ENSCPGG00000012548
gallus_gallus ENSGALG00000012538
coturnix_japonica ENSCJPG00005020500
parus_major ENSPMJG00000004579
parus_major ENSPMJG00000004578
taeniopygia_guttata ENSTGUG00000012173
taeniopygia_guttata ENSTGUG00000012179
lonchura_striata ENSLSDG00000005825
ficedula_albicollis ENSFALG00000013954
lepidothrix_coronata ENSLCOG00000012157
manacus_vitellinus ENSMVIG00005004780
manacus_vitellinus ENSMVIG00005004782
junco_hyemalis ENSJHYG00000008770
zonotrichia_albicollis ENSZALG00000009695
serinus_canaria ENSSCAG00000004814
cyanistes_caeruleus ENSCCEG00000018484
meleagris_gallopavo ENSMGAG00000012864
numida_meleagris ENSNMEG00000003975
anas_platyrhynchos ENSAPLG00000019403
anser_brachyrhynchus ENSABRG00000018157
melopsittacus_undulatus ENSMUNG00000011864
apteryx_rowi ENSARWG00000010673
apteryx_rowi ENSARWG00000010672
apteryx_owenii ENSAOWG00000009895
apteryx_owenii ENSAOWG00000009896
apteryx_haastii ENSAHAG00000019600
dromaius_novaehollandiae ENSDNVG00000016622
dromaius_novaehollandiae ENSDNVG00000016624
nothoprocta_perdicaria ENSNPEG00000007867
crocodylus_porosus ENSCPRG00005008903
notechis_scutatus ENSNSUG00000020536
notechis_scutatus ENSNSUG00000020586
anolis_carolinensis ENSACAG00000007997
pogona_vitticeps ENSPVIG00000000231
salvator_merianae ENSSMRG00000023298
sphenodon_punctatus ENSSPUG00000006482
chelonoidis_abingdonii ENSCABG00000001114
gopherus_agassizii ENSGAGG00000000477
chrysemys_picta ENSCPBG00000026617
pelodiscus_sinensis ENSPSIG00000008054
vombatus_ursinus ENSVURG00010015880
vombatus_ursinus ENSVURG00010021905
phascolarctos_cinereus ENSPCIG00000015078
notamacropus_eugenii ENSMEUG00000007497
sarcophilus_harrisii ENSSHAG00000012981
monodelphis_domestica ENSMODG00000004298
piliocolobus_tephrosceles ENSPTEG00000029159
colobus_angolensis ENSCANG00000038520
rhinopithecus_bieti ENSRBIG00000027636
rhinopithecus_roxellana ENSRROG00000034749
macaca_fascicularis ENSMFAG00000036654
macaca_mulatta ENSMMUG00000011607
macaca_nemestrina ENSMNEG00000030690
mandrillus_leucophaeus ENSMLEG00000042988
cercocebus_atys ENSCATG00000031198
theropithecus_gelada ENSTGEG00000020077
theropithecus_gelada ENSTGEG00000020760
papio_anubis ENSPANG00000017851
chlorocebus_sabaeus ENSCSAG00000015964
pan_paniscus ENSPPAG00000031796
pan_troglodytes ENSPTRG00000012548
gorilla_gorilla ENSGGOG00000011182
homo_sapiens ENSG00000153234
pongo_abelii ENSPPYG00000012859
nomascus_leucogenys ENSNLEG00000000629
saimiri_boliviensis ENSSBOG00000021402
cebus_capucinus ENSCCAG00000028864
callithrix_jacchus ENSCJAG00000015464
aotus_nancymaae ENSANAG00000033869
carlito_syrichta ENSTSYG00000001482
prolemur_simus ENSPSMG00000024042
microcebus_murinus ENSMICG00000012076
propithecus_coquereli ENSPCOG00000023481
otolemur_garnettii ENSOGAG00000009989
tupaia_belangeri ENSTBEG00000017058
mus_spicilegus ENSMSIG00000032191
mus_spretus MGP_SPRETEiJ_G0024487
mus_caroli MGP_CAROLIEiJ_G0023566
mus_musculus ENSMUSG00000026826
mus_pahari MGP_PahariEiJ_G0025017
rattus_norvegicus ENSRNOG00000005600
meriones_unguiculatus ENSMUGG00000015515
cricetulus_griseus ENSCGRG00001001426
cricetulus_griseus ENSCGRG00000005419
cricetulus_griseus ENSCGRG00015010293
mesocricetus_auratus ENSMAUG00000009371
microtus_ochrogaster ENSMOCG00000004312
peromyscus_maniculatus ENSPEMG00000000011
nannospalax_galili ENSNGAG00000001664
jaculus_jaculus ENSJJAG00000018362
dipodomys_ordii ENSDORG00000007987
castor_canadensis ENSCCNG00000030262
heterocephalus_glaber ENSHGLG00000004699
heterocephalus_glaber ENSHGLG00100010488
fukomys_damarensis ENSFDAG00000010008
cavia_porcellus ENSCPOG00000008225
cavia_aperea ENSCAPG00000016103
octodon_degus ENSODEG00000014223
chinchilla_lanigera ENSCLAG00000003290
marmota_marmota ENSMMMG00000022388
spermophilus_dauricus ENSSDAG00000015675
urocitellus_parryii ENSUPAG00010002498
ictidomys_tridecemlineatus ENSSTOG00000002966
oryctolagus_cuniculus ENSOCUG00000000784
ochotona_princeps ENSOPRG00000002948
pteropus_vampyrus ENSPVAG00000005251
myotis_lucifugus ENSMLUG00000008683
capra_hircus ENSCHIG00000012843
ovis_aries ENSOARG00000007984
bos_indicus ENSBIXG00005019759
bos_indicus ENSBIXG00000001670
bos_taurus ENSBTAG00000003650
bos_mutus ENSBMUG00000023402
bison_bison ENSBBBG00000002625
tursiops_truncatus ENSTTRG00000005740
sus_scrofa ENSSSCG00000015871
vicugna_pacos ENSVPAG00000000105
equus_caballus ENSECAG00000014232
equus_asinus ENSEASG00005023310
ursus_americanus ENSUAMG00000012322
ursus_maritimus ENSUMAG00000005545
ailuropoda_melanoleuca ENSAMEG00000009809
mustela_putorius ENSMPUG00000000438
neovison_vison ENSNVIG00000008016
canis_lupus ENSCAFG00020010007
canis_lupus ENSCAFG00000009209
vulpes_vulpes ENSVVUG00000020464
panthera_tigris ENSPTIG00000011197
panthera_pardus ENSPPRG00000024776
felis_catus ENSFCAG00000011696
sorex_araneus ENSSARG00000006667
erinaceus_europaeus ENSEEUG00000012542
loxodonta_africana ENSLAFG00000018512
procavia_capensis ENSPCAG00000003761
echinops_telfairi ENSETEG00000000379
choloepus_hoffmanni ENSCHOG00000012702
dasypus_novemcinctus ENSDNOG00000031336
ornithorhynchus_anatinus ENSOANG00000006120
anas_platyrhynchos ENSAPLG00000012071
xenopus_tropicalis ENSXETG00000011020
latimeria_chalumnae ENSLACG00000010606
callorhinchus_milii ENSCMIG00000009485
petromyzon_marinus ENSPMAG00000004681
eptatretus_burgeri ENSEBUG00000002387
astyanax_mexicanus ENSAMXG00000004517
astyanax_mexicanus ENSAMXG00005012350
pygocentrus_nattereri ENSPNAG00000016541
ictalurus_punctatus ENSIPUG00000021533
electrophorus_electricus ENSEEEG00000022775
danio_rerio ENSDARG00000044532
clupea_harengus ENSCHAG00000011794
hucho_hucho ENSHHUG00000042348
hucho_hucho ENSHHUG00000013393
esox_lucius ENSELUG00000001873
danio_rerio ENSDARG00000017007
astyanax_mexicanus ENSAMXG00005013422
astyanax_mexicanus ENSAMXG00000010880
pygocentrus_nattereri ENSPNAG00000015547
ictalurus_punctatus ENSIPUG00000005726
eptatretus_burgeri ENSEBUG00000006084
eptatretus_burgeri ENSEBUG00000006344
eptatretus_burgeri ENSEBUG00000013497
vombatus_ursinus ENSVURG00010016728
vombatus_ursinus ENSVURG00010001827
phascolarctos_cinereus ENSPCIG00000025397
notamacropus_eugenii ENSMEUG00000000651
sarcophilus_harrisii ENSSHAG00000013487
monodelphis_domestica ENSMODG00000012660
sus_scrofa ENSSSCG00000005385
tursiops_truncatus ENSTTRG00000007458
myotis_lucifugus ENSMLUG00000011728
capra_hircus ENSCHIG00000020292
ovis_aries ENSOARG00000010939
bos_indicus ENSBIXG00005028694
bos_indicus ENSBIXG00000025468
bos_taurus ENSBTAG00000001864
bos_mutus ENSBMUG00000006377
bison_bison ENSBBBG00000019268
pteropus_vampyrus ENSPVAG00000013267
equus_caballus ENSECAG00000011929
equus_asinus ENSEASG00005022865
ursus_americanus ENSUAMG00000013397
ursus_maritimus ENSUMAG00000012638
ailuropoda_melanoleuca ENSAMEG00000004358
mustela_putorius ENSMPUG00000006690
neovison_vison ENSNVIG00000014962
canis_lupus ENSCAFG00020019010
canis_lupus ENSCAFG00000045952
vulpes_vulpes ENSVVUG00000019341
panthera_tigris ENSPTIG00000010096
panthera_pardus ENSPPRG00000014397
felis_catus ENSFCAG00000030862
erinaceus_europaeus ENSEEUG00000003557
choloepus_hoffmanni ENSCHOG00000000203
dasypus_novemcinctus ENSDNOG00000016428
echinops_telfairi ENSETEG00000016241
prolemur_simus ENSPSMG00000016285
microcebus_murinus ENSMICG00000026506
propithecus_coquereli ENSPCOG00000012688
otolemur_garnettii ENSOGAG00000029884
carlito_syrichta ENSTSYG00000005374
urocitellus_parryii ENSUPAG00010015475
ictidomys_tridecemlineatus ENSSTOG00000004723
marmota_marmota ENSMMMG00000004460
castor_canadensis ENSCCNG00000009557
mus_spicilegus ENSMSIG00000010892
mus_spretus MGP_SPRETEiJ_G0026962
mus_musculus ENSMUSG00000028341
mus_caroli MGP_CAROLIEiJ_G0025999
mus_pahari MGP_PahariEiJ_G0028335
rattus_norvegicus ENSRNOG00000005964
meriones_unguiculatus ENSMUGG00000011492
cricetulus_griseus ENSCGRG00015027860
cricetulus_griseus ENSCGRG00001006443
cricetulus_griseus ENSCGRG00000013687
mesocricetus_auratus ENSMAUG00000010084
peromyscus_maniculatus ENSPEMG00000017387
microtus_ochrogaster ENSMOCG00000013856
nannospalax_galili ENSNGAG00000023907
jaculus_jaculus ENSJJAG00000004481
dipodomys_ordii ENSDORG00000011146
chinchilla_lanigera ENSCLAG00000011240
octodon_degus ENSODEG00000003374
cavia_porcellus ENSCPOG00000008346
cavia_aperea ENSCAPG00000015848
heterocephalus_glaber ENSHGLG00100013698
heterocephalus_glaber ENSHGLG00000002383
fukomys_damarensis ENSFDAG00000014814
oryctolagus_cuniculus ENSOCUG00000000737
ochotona_princeps ENSOPRG00000008197
pan_troglodytes ENSPTRG00000021186
pan_paniscus ENSPPAG00000041940
homo_sapiens ENSG00000119508
gorilla_gorilla ENSGGOG00000028179
pongo_abelii ENSPPYG00000019442
nomascus_leucogenys ENSNLEG00000017060
rhinopithecus_roxellana ENSRROG00000043914
rhinopithecus_bieti ENSRBIG00000036218
piliocolobus_tephrosceles ENSPTEG00000026451
colobus_angolensis ENSCANG00000037544
mandrillus_leucophaeus ENSMLEG00000003085
cercocebus_atys ENSCATG00000028898
macaca_nemestrina ENSMNEG00000038912
macaca_mulatta ENSMMUG00000011410
macaca_fascicularis ENSMFAG00000001918
theropithecus_gelada ENSTGEG00000002393
papio_anubis ENSPANG00000025686
chlorocebus_sabaeus ENSCSAG00000011090
saimiri_boliviensis ENSSBOG00000024644
callithrix_jacchus ENSCJAG00000011288
cebus_capucinus ENSCCAG00000024827
aotus_nancymaae ENSANAG00000032991
tupaia_belangeri ENSTBEG00000012476
loxodonta_africana ENSLAFG00000016922
procavia_capensis ENSPCAG00000007977
ornithorhynchus_anatinus ENSOANG00000002125
apteryx_owenii ENSAOWG00000017860
apteryx_haastii ENSAHAG00000002161
apteryx_rowi ENSARWG00000009325
dromaius_novaehollandiae ENSDNVG00000015365
nothoprocta_perdicaria ENSNPEG00000014527
cyanistes_caeruleus ENSCCEG00000012960
parus_major ENSPMJG00000014126
ficedula_albicollis ENSFALG00000004779
lonchura_striata ENSLSDG00000016993
taeniopygia_guttata ENSTGUG00000008853
junco_hyemalis ENSJHYG00000014414
zonotrichia_albicollis ENSZALG00000001630
serinus_canaria ENSSCAG00000007272
manacus_vitellinus ENSMVIG00005002045
lepidothrix_coronata ENSLCOG00000010876
melopsittacus_undulatus ENSMUNG00000003180
calidris_pygmaea ENSCPGG00000002645
calidris_pugnax ENSCPUG00000006282
anser_brachyrhynchus ENSABRG00000019222
anas_platyrhynchos ENSAPLG00000011263
gallus_gallus ENSGALG00000013568
coturnix_japonica ENSCJPG00005007065
meleagris_gallopavo ENSMGAG00000007739
numida_meleagris ENSNMEG00000000374
crocodylus_porosus ENSCPRG00005013476
chelonoidis_abingdonii ENSCABG00000015574
gopherus_agassizii ENSGAGG00000005765
chrysemys_picta ENSCPBG00000000766
pelodiscus_sinensis ENSPSIG00000012281
anolis_carolinensis ENSACAG00000008988
pogona_vitticeps ENSPVIG00000016131
notechis_scutatus ENSNSUG00000005605
salvator_merianae ENSSMRG00000009945
xenopus_tropicalis ENSXETG00000004155
latimeria_chalumnae ENSLACG00000004496
paramormyrops_kingsleyae ENSPKIG00000014642
scleropages_formosus ENSSFOG00015009756
electrophorus_electricus ENSEEEG00000019029
ictalurus_punctatus ENSIPUG00000019572
astyanax_mexicanus ENSAMXG00005015264
astyanax_mexicanus ENSAMXG00000032123
pygocentrus_nattereri ENSPNAG00000025957
danio_rerio ENSDARG00000055854
clupea_harengus ENSCHAG00000000909
denticeps_clupeoides ENSDCDG00000002500
xiphophorus_maculatus ENSXMAG00000013188
xiphophorus_couchianus ENSXCOG00000019669
gambusia_affinis ENSGAFG00000007771
poecilia_formosa ENSPFOG00000017538
poecilia_latipinna ENSPLAG00000010127
poecilia_mexicana ENSPMEG00000000495
poecilia_reticulata ENSPREG00000018748
cyprinodon_variegatus ENSCVAG00000009361
fundulus_heteroclitus ENSFHEG00000014636
kryptolebias_marmoratus ENSKMAG00000005136
amphiprion_ocellaris ENSAOCG00000019091
amphiprion_percula ENSAPEG00000001103
acanthochromis_polyacanthus ENSAPOG00000008991
stegastes_partitus ENSSPAG00000023572
takifugu_rubripes ENSTRUG00000011235
tetraodon_nigroviridis ENSTNIG00000018379
cynoglossus_semilaevis ENSCSEG00000001472
astatotilapia_calliptera ENSACLG00000007459
maylandia_zebra ENSMZEG00005005531
pundamilia_nyererei ENSPNYG00000017926
haplochromis_burtoni ENSHBUG00000016315
neolamprologus_brichardi ENSNBRG00000013798
oreochromis_niloticus ENSONIG00000006026
