pygocentrus_nattereri ENSPNAG00000001037
macaca_fascicularis ENSMFAG00000040198
macaca_nemestrina ENSMNEG00000037944
theropithecus_gelada ENSTGEG00000005017
papio_anubis ENSPANG00000023982
chlorocebus_sabaeus ENSCSAG00000010653
rhinopithecus_roxellana ENSRROG00000038737
rhinopithecus_bieti ENSRBIG00000031694
piliocolobus_tephrosceles ENSPTEG00000008587
colobus_angolensis_palliatus ENSCANG00000034386
cebus_capucinus ENSCCAG00000024355
saimiri_boliviensis_boliviensis ENSSBOG00000026307
callithrix_jacchus ENSCJAG00000006351
aotus_nancymaae ENSANAG00000021059
carlito_syrichta ENSTSYG00000031154
prolemur_simus ENSPSMG00000024020
propithecus_coquereli ENSPCOG00000026356
microcebus_murinus ENSMICG00000007787
otolemur_garnettii ENSOGAG00000010734
tupaia_belangeri ENSTBEG00000010394
castor_canadensis ENSCCNG00000020703
dipodomys_ordii ENSDORG00000005513
mus_spicilegus ENSMSIG00000012182
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018931
mus_musculus ENSMUSG00000054150
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018081
mus_pahari MGP_PahariEiJ_G0029840
rattus_norvegicus ENSRNOG00000005287
meriones_unguiculatus ENSMUGG00000014728
cricetulus_griseus_crigri ENSCGRG00000013163
cricetulus_griseus_chok1gshd ENSCGRG00001023094
cricetulus_griseus_crigri-picr ENSCGRG00015015816
mesocricetus_auratus ENSMAUG00000018569
peromyscus_maniculatus_bairdii ENSPEMG00000017706
microtus_ochrogaster ENSMOCG00000012092
nannospalax_galili ENSNGAG00000009554
jaculus_jaculus ENSJJAG00000017935
chinchilla_lanigera ENSCLAG00000015196
octodon_degus ENSODEG00000008940
cavia_aperea ENSCAPG00000009058
cavia_porcellus ENSCPOG00000010944
heterocephalus_glaber_male ENSHGLG00100016168
heterocephalus_glaber_female ENSHGLG00000006581
fukomys_damarensis ENSFDAG00000021460
urocitellus_parryii ENSUPAG00010003544
marmota_marmota_marmota ENSMMMG00000001482
ictidomys_tridecemlineatus ENSSTOG00000004624
oryctolagus_cuniculus ENSOCUG00000014953
ochotona_princeps ENSOPRG00000005482
equus_caballus ENSECAG00000015206
equus_asinus_asinus ENSEASG00005021497
pteropus_vampyrus ENSPVAG00000004815
vicugna_pacos ENSVPAG00000008986
sus_scrofa ENSSSCG00000002495
tursiops_truncatus ENSTTRG00000011268
capra_hircus ENSCHIG00000013084
ovis_aries ENSOARG00000015897
bos_mutus ENSBMUG00000020669
bos_taurus ENSBTAG00000003526
bison_bison_bison ENSBBBG00000005997
ailuropoda_melanoleuca ENSAMEG00000006538
ursus_maritimus ENSUMAG00000002836
neovison_vison ENSNVIG00000005274
mustela_putorius_furo ENSMPUG00000003116
canis_lupus_dingo ENSCAFG00020014240
canis_lupus_familiaris ENSCAFG00000017714
vulpes_vulpes ENSVVUG00000018935
panthera_pardus ENSPPRG00000014582
panthera_tigris_altaica ENSPTIG00000006820
felis_catus ENSFCAG00000012093
dasypus_novemcinctus ENSDNOG00000001377
erinaceus_europaeus ENSEEUG00000014020
loxodonta_africana ENSLAFG00000005321
echinops_telfairi ENSETEG00000017006
procavia_capensis ENSPCAG00000000163
ornithorhynchus_anatinus ENSOANG00000009154
xenopus_tropicalis ENSXETG00000023311
latimeria_chalumnae ENSLACG00000011110
