pelodiscus_sinensis ENSPSIG00000004330
propithecus_coquereli ENSPCOG00000027447
otolemur_garnettii ENSOGAG00000001199
nannospalax_galili ENSNGAG00000004952
cricetulus_griseus ENSCGRG00015015106
cricetulus_griseus ENSCGRG00001010289
peromyscus_maniculatus ENSPEMG00000001836
mus_spicilegus ENSMSIG00000028305
mus_spretus MGP_SPRETEiJ_G0031536
mus_musculus ENSMUSG00000052889
mus_caroli MGP_CAROLIEiJ_G0030422
mus_pahari MGP_PahariEiJ_G0013632
rattus_norvegicus ENSRNOG00000012061
chinchilla_lanigera ENSCLAG00000011920
heterocephalus_glaber ENSHGLG00100009652
heterocephalus_glaber ENSHGLG00000016035
jaculus_jaculus ENSJJAG00000005803
pan_troglodytes ENSPTRG00000007895
pan_paniscus ENSPPAG00000034428
homo_sapiens ENSG00000166501
gorilla_gorilla ENSGGOG00000010971
pongo_abelii ENSPPYG00000007198
nomascus_leucogenys ENSNLEG00000011923
callithrix_jacchus ENSCJAG00000020643
saimiri_boliviensis ENSSBOG00000028460
cebus_capucinus ENSCCAG00000036258
aotus_nancymaae ENSANAG00000027723
colobus_angolensis ENSCANG00000034608
rhinopithecus_bieti ENSRBIG00000034885
piliocolobus_tephrosceles ENSPTEG00000017895
macaca_nemestrina ENSMNEG00000025935
macaca_mulatta ENSMMUG00000014271
macaca_fascicularis ENSMFAG00000031022
cercocebus_atys ENSCATG00000025809
mandrillus_leucophaeus ENSMLEG00000036377
papio_anubis ENSPANG00000019233
theropithecus_gelada ENSTGEG00000019196
spermophilus_dauricus ENSSDAG00000005845
marmota_marmota ENSMMMG00000023295
urocitellus_parryii ENSUPAG00010011021
ictidomys_tridecemlineatus ENSSTOG00000012429
cavia_porcellus ENSCPOG00000003455
cavia_aperea ENSCAPG00000013741
tupaia_belangeri ENSTBEG00000002154
tursiops_truncatus ENSTTRG00000002694
microtus_ochrogaster ENSMOCG00000019203
procavia_capensis ENSPCAG00000006022
equus_asinus ENSEASG00005017669
canis_lupus ENSCAFG00020021309
ovis_aries ENSOARG00000017631
oryctolagus_cuniculus ENSOCUG00000013916
fukomys_damarensis ENSFDAG00000014768
chlorocebus_sabaeus ENSCSAG00000006641
taeniopygia_guttata ENSTGUG00000006215
lonchura_striata ENSLSDG00000000576
ficedula_albicollis ENSFALG00000003691
melopsittacus_undulatus ENSMUNG00000008571
nothoprocta_perdicaria ENSNPEG00000012984
chelonoidis_abingdonii ENSCABG00000006700
gopherus_agassizii ENSGAGG00000018735
rhinopithecus_roxellana ENSRROG00000034380
mesocricetus_auratus ENSMAUG00000013071
bos_mutus ENSBMUG00000020427
carlito_syrichta ENSTSYG00000011878
anolis_carolinensis ENSACAG00000012370
gopherus_agassizii ENSGAGG00000021128
ornithorhynchus_anatinus ENSOANG00000001477
taeniopygia_guttata ENSTGUG00000015445
xenopus_tropicalis ENSXETG00000015959
latimeria_chalumnae ENSLACG00000002827
clupea_harengus ENSCHAG00000024849
clupea_harengus ENSCHAG00000005747
denticeps_clupeoides ENSDCDG00000003478
astyanax_mexicanus ENSAMXG00005008662
astyanax_mexicanus ENSAMXG00005008649
astyanax_mexicanus ENSAMXG00000011950
pygocentrus_nattereri ENSPNAG00000023614
ictalurus_punctatus ENSIPUG00000001672
danio_rerio ENSDARG00000022254
electrophorus_electricus ENSEEEG00000002364
amphiprion_ocellaris ENSAOCG00000019972
betta_splendens ENSBSLG00000019004
cynoglossus_semilaevis ENSCSEG00000004071
monopterus_albus ENSMALG00000002143
mastacembelus_armatus ENSMAMG00000008935
anabas_testudineus ENSATEG00000008926
seriola_dumerili ENSSDUG00000017301
seriola_lalandi ENSSLDG00000023114
lates_calcarifer ENSLCAG00010026208
cottoperca_gobio ENSCGOG00000003116
gasterosteus_aculeatus ENSGACG00000016775
labrus_bergylta ENSLBEG00000004738
larimichthys_crocea ENSLCRG00005012152
mola_mola ENSMMOG00000003879
amphiprion_ocellaris ENSAOCG00000018847
amphiprion_percula ENSAPEG00000001370
acanthochromis_polyacanthus ENSAPOG00000024374
parambassis_ranga ENSPRNG00000006247
maylandia_zebra ENSMZEG00005011547
pundamilia_nyererei ENSPNYG00000014447
haplochromis_burtoni ENSHBUG00000019649
neolamprologus_brichardi ENSNBRG00000007763
astatotilapia_calliptera ENSACLG00000000388
oreochromis_niloticus ENSONIG00000003316
amphilophus_citrinellus ENSACIG00000015116
cyprinodon_variegatus ENSCVAG00000015967
fundulus_heteroclitus ENSFHEG00000002468
poecilia_formosa ENSPFOG00000000695
xiphophorus_maculatus ENSXMAG00000005339
poecilia_latipinna ENSPLAG00000012299
poecilia_mexicana ENSPMEG00000013597
xiphophorus_couchianus ENSXCOG00000005620
xiphophorus_couchianus ENSXCOG00000005633
poecilia_reticulata ENSPREG00000000386
gambusia_affinis ENSGAFG00000002827
kryptolebias_marmoratus ENSKMAG00000007154
oryzias_latipes ENSORLG00020013091
oryzias_latipes ENSORLG00015000369
oryzias_latipes ENSORLG00000008705
oryzias_melastigma ENSOMEG00000001893
gouania_willdenowi ENSGWIG00000003601
takifugu_rubripes ENSTRUG00000009582
tetraodon_nigroviridis ENSTNIG00000005453
stegastes_partitus ENSSPAG00000013099
scophthalmus_maximus ENSSMAG00000002587
hippocampus_comes ENSHCOG00000020760
periophthalmus_magnuspinnatus ENSPMGG00000002118
gadus_morhua ENSGMOG00000006368
esox_lucius ENSELUG00000018024
esox_lucius ENSELUG00000013970
hucho_hucho ENSHHUG00000019144
hucho_hucho ENSHHUG00000010818
hucho_hucho ENSHHUG00000036892
tetraodon_nigroviridis ENSTNIG00000011612
takifugu_rubripes ENSTRUG00000020691
parambassis_ranga ENSPRNG00000006643
cottoperca_gobio ENSCGOG00000017771
labrus_bergylta ENSLBEG00000021726
larimichthys_crocea ENSLCRG00005011439
mola_mola ENSMMOG00000012382
seriola_dumerili ENSSDUG00000015271
seriola_lalandi ENSSLDG00000017027
lates_calcarifer ENSLCAG00010002871
monopterus_albus ENSMALG00000018317
mastacembelus_armatus ENSMAMG00000004035
anabas_testudineus ENSATEG00000003595
cyprinodon_variegatus ENSCVAG00000022222
fundulus_heteroclitus ENSFHEG00000004348
xiphophorus_couchianus ENSXCOG00000017953
xiphophorus_maculatus ENSXMAG00000000201
gambusia_affinis ENSGAFG00000009070
poecilia_mexicana ENSPMEG00000002592
poecilia_latipinna ENSPLAG00000013612
poecilia_reticulata ENSPREG00000019286
poecilia_formosa ENSPFOG00000009188
kryptolebias_marmoratus ENSKMAG00000017858
oryzias_latipes ENSORLG00000020889
oryzias_latipes ENSORLG00015022087
oryzias_melastigma ENSOMEG00000020661
gouania_willdenowi ENSGWIG00000016393
amphiprion_percula ENSAPEG00000013448
amphiprion_ocellaris ENSAOCG00000016890
acanthochromis_polyacanthus ENSAPOG00000015647
stegastes_partitus ENSSPAG00000015532
maylandia_zebra ENSMZEG00005007831
astatotilapia_calliptera ENSACLG00000010207
haplochromis_burtoni ENSHBUG00000016360
oreochromis_niloticus ENSONIG00000015710
pundamilia_nyererei ENSPNYG00000018921
neolamprologus_brichardi ENSNBRG00000006882
amphilophus_citrinellus ENSACIG00000017260
hippocampus_comes ENSHCOG00000015575
cynoglossus_semilaevis ENSCSEG00000018731
gasterosteus_aculeatus ENSGACG00000014351
betta_splendens ENSBSLG00000005343
periophthalmus_magnuspinnatus ENSPMGG00000012290
gadus_morhua ENSGMOG00000003531
electrophorus_electricus ENSEEEG00000018132
carlito_syrichta ENSTSYG00000029317
rhinopithecus_roxellana ENSRROG00000041775
mesocricetus_auratus ENSMAUG00000002459
monodelphis_domestica ENSMODG00000028910
anolis_carolinensis ENSACAG00000002203
seriola_lalandi ENSSLDG00000001824
poecilia_mexicana ENSPMEG00000013560
acanthochromis_polyacanthus ENSAPOG00000004012
oryzias_latipes ENSORLG00020010969
scophthalmus_maximus ENSSMAG00000008355
poecilia_latipinna ENSPLAG00000014244
poecilia_mexicana ENSPMEG00000013160
xiphophorus_couchianus ENSXCOG00000005606
seriola_lalandi ENSSLDG00000011785
pygocentrus_nattereri ENSPNAG00000009465
astyanax_mexicanus ENSAMXG00000031320
astyanax_mexicanus ENSAMXG00005009723
pygocentrus_nattereri ENSPNAG00000014653
electrophorus_electricus ENSEEEG00000016653
ictalurus_punctatus ENSIPUG00000001386
danio_rerio ENSDARG00000008723
denticeps_clupeoides ENSDCDG00000002783
paramormyrops_kingsleyae ENSPKIG00000012703
scleropages_formosus ENSSFOG00015009053
lepisosteus_oculatus ENSLOCG00000005443
paramormyrops_kingsleyae ENSPKIG00000018611
scleropages_formosus ENSSFOG00015014245
callorhinchus_milii ENSCMIG00000012131
stegastes_partitus ENSSPAG00000022965
cyprinodon_variegatus ENSCVAG00000010761
tetraodon_nigroviridis ENSTNIG00000014128
periophthalmus_magnuspinnatus ENSPMGG00000014890
hucho_hucho ENSHHUG00000044245
hucho_hucho ENSHHUG00000018791
ornithorhynchus_anatinus ENSOANG00000028462
hucho_hucho ENSHHUG00000045402
oryzias_melastigma ENSOMEG00000008831
callorhinchus_milii ENSCMIG00000019990
ornithorhynchus_anatinus ENSOANG00000011122
ornithorhynchus_anatinus ENSOANG00000022403
eptatretus_burgeri ENSEBUG00000003939
eptatretus_burgeri ENSEBUG00000016628
eptatretus_burgeri ENSEBUG00000011929
