seriola_dumerili ENSSDUG00000014336
mesocricetus_auratus ENSMAUG00000015644
mus_musculus ENSMUSG00000034683
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024623
mus_spicilegus ENSMSIG00000031454
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023702
mus_pahari MGP_PahariEiJ_G0025153
rattus_norvegicus ENSRNOG00000024990
nannospalax_galili ENSNGAG00000022613
jaculus_jaculus ENSJJAG00000004026
chinchilla_lanigera ENSCLAG00000013643
octodon_degus ENSODEG00000012042
cavia_aperea ENSCAPG00000005980
cavia_porcellus ENSCPOG00000001191
heterocephalus_glaber_male ENSHGLG00100015921
heterocephalus_glaber_female ENSHGLG00000019051
fukomys_damarensis ENSFDAG00000011491
oryctolagus_cuniculus ENSOCUG00000010147
ochotona_princeps ENSOPRG00000012354
tupaia_belangeri ENSTBEG00000005868
spermophilus_dauricus ENSSDAG00000015315
ictidomys_tridecemlineatus ENSSTOG00000033938
urocitellus_parryii ENSUPAG00010004979
marmota_marmota_marmota ENSMMMG00000008307
dipodomys_ordii ENSDORG00000014390
macaca_fascicularis ENSMFAG00000037755
macaca_nemestrina ENSMNEG00000028750
macaca_mulatta ENSMMUG00000001171
theropithecus_gelada ENSTGEG00000026602
cercocebus_atys ENSCATG00000032898
chlorocebus_sabaeus ENSCSAG00000012786
mandrillus_leucophaeus ENSMLEG00000022372
papio_anubis ENSPANG00000026406
rhinopithecus_roxellana ENSRROG00000044834
rhinopithecus_bieti ENSRBIG00000032777
piliocolobus_tephrosceles ENSPTEG00000018755
colobus_angolensis_palliatus ENSCANG00000032467
gorilla_gorilla ENSGGOG00000025936
homo_sapiens ENSG00000150722
pan_paniscus ENSPPAG00000043723
pan_troglodytes ENSPTRG00000012705
pongo_abelii ENSPPYG00000012992
nomascus_leucogenys ENSNLEG00000032277
cebus_capucinus ENSCCAG00000030400
callithrix_jacchus ENSCJAG00000042566
saimiri_boliviensis_boliviensis ENSSBOG00000032708
aotus_nancymaae ENSANAG00000023351
prolemur_simus ENSPSMG00000010823
propithecus_coquereli ENSPCOG00000027920
microcebus_murinus ENSMICG00000034129
otolemur_garnettii ENSOGAG00000012382
procavia_capensis ENSPCAG00000000102
loxodonta_africana ENSLAFG00000006229
choloepus_hoffmanni ENSCHOG00000008586
mustela_putorius_furo ENSMPUG00000002291
neovison_vison ENSNVIG00000007472
ailuropoda_melanoleuca ENSAMEG00000003139
canis_lupus_dingo ENSCAFG00020008182
canis_lupus_familiaris ENSCAFG00000014240
panthera_tigris_altaica ENSPTIG00000009288
panthera_pardus ENSPPRG00000023675
felis_catus ENSFCAG00000034867
pteropus_vampyrus ENSPVAG00000001573
bos_taurus ENSBTAG00000044009
bos_mutus ENSBMUG00000000393
bison_bison_bison ENSBBBG00000022645
ovis_aries ENSOARG00000016813
sus_scrofa ENSSSCG00000036674
tursiops_truncatus ENSTTRG00000015183
vicugna_pacos ENSVPAG00000003966
equus_caballus ENSECAG00000022338
equus_asinus_asinus ENSEASG00005022142
sorex_araneus ENSSARG00000004875
echinops_telfairi ENSETEG00000000214
capra_hircus ENSCHIG00000022279
myotis_lucifugus ENSMLUG00000009929
ursus_americanus ENSUAMG00000022187
ursus_maritimus ENSUMAG00000017053
dasypus_novemcinctus ENSDNOG00000049117
notamacropus_eugenii ENSMEUG00000014283
ornithorhynchus_anatinus ENSOANG00000003628
xenopus_tropicalis ENSXETG00000032596
