meleagris_gallopavo ENSMGAG00000017017
stegastes_partitus ENSSPAG00000011996
monopterus_albus ENSMALG00000007567
betta_splendens ENSBSLG00000023124
labrus_bergylta ENSLBEG00000010015
hippocampus_comes ENSHCOG00000001493
esox_lucius ENSELUG00000022604
hucho_hucho ENSHHUG00000003567
denticeps_clupeoides ENSDCDG00000021935
astyanax_mexicanus ENSAMXG00005012703
astyanax_mexicanus ENSAMXG00000019435
pygocentrus_nattereri ENSPNAG00000024948
ictalurus_punctatus ENSIPUG00000008074
electrophorus_electricus ENSEEEG00000022821
danio_rerio ENSDARG00000067729
hucho_hucho ENSHHUG00000008341
scleropages_formosus ENSSFOG00015017258
paramormyrops_kingsleyae ENSPKIG00000016979
lepisosteus_oculatus ENSLOCG00000006663
erpetoichthys_calabaricus ENSECRG00000007058
capra_hircus ENSCHIG00000016886
ovis_aries ENSOARG00000009192
bos_indicus ENSBIXG00000024549
bos_indicus ENSBIXG00005020990
bos_taurus ENSBTAG00000025792
bos_mutus ENSBMUG00000018059
bison_bison ENSBBBG00000012183
tursiops_truncatus ENSTTRG00000005673
sus_scrofa ENSSSCG00000010971
vicugna_pacos ENSVPAG00000002407
mustela_putorius ENSMPUG00000004275
neovison_vison ENSNVIG00000024054
canis_lupus ENSCAFG00020016021
canis_lupus ENSCAFG00000024873
vulpes_vulpes ENSVVUG00000020967
ursus_americanus ENSUAMG00000017575
ursus_maritimus ENSUMAG00000006178
ailuropoda_melanoleuca ENSAMEG00000014585
panthera_pardus ENSPPRG00000015652
panthera_tigris ENSPTIG00000020288
felis_catus ENSFCAG00000003156
pteropus_vampyrus ENSPVAG00000014819
myotis_lucifugus ENSMLUG00000022582
equus_caballus ENSECAG00000019080
equus_asinus ENSEASG00005003935
sorex_araneus ENSSARG00000013651
erinaceus_europaeus ENSEEUG00000000215
castor_canadensis ENSCCNG00000019472
dipodomys_ordii ENSDORG00000001723
peromyscus_maniculatus ENSPEMG00000009842
microtus_ochrogaster ENSMOCG00000006350
cricetulus_griseus ENSCGRG00001024423
cricetulus_griseus ENSCGRG00015004247
cricetulus_griseus ENSCGRG00000016671
mesocricetus_auratus ENSMAUG00000016073
mus_musculus ENSMUSG00000066224
mus_spretus MGP_SPRETEiJ_G0026870
mus_spicilegus ENSMSIG00000005538
mus_caroli MGP_CAROLIEiJ_G0025921
mus_pahari MGP_PahariEiJ_G0024045
rattus_norvegicus ENSRNOG00000013416
meriones_unguiculatus ENSMUGG00000019322
nannospalax_galili ENSNGAG00000019774
jaculus_jaculus ENSJJAG00000022167
ictidomys_tridecemlineatus ENSSTOG00000002820
marmota_marmota ENSMMMG00000008261
urocitellus_parryii ENSUPAG00010006965
cavia_porcellus ENSCPOG00000001541
chinchilla_lanigera ENSCLAG00000001330
octodon_degus ENSODEG00000015133
heterocephalus_glaber ENSHGLG00100015234
heterocephalus_glaber ENSHGLG00000011758
fukomys_damarensis ENSFDAG00000021484
oryctolagus_cuniculus ENSOCUG00000000361
ochotona_princeps ENSOPRG00000009210
tupaia_belangeri ENSTBEG00000004554
pan_paniscus ENSPPAG00000039303
pan_troglodytes ENSPTRG00000029286
homo_sapiens ENSG00000205143
gorilla_gorilla ENSGGOG00000002920
pongo_abelii ENSPPYG00000020014
nomascus_leucogenys ENSNLEG00000004860
colobus_angolensis ENSCANG00000036401
piliocolobus_tephrosceles ENSPTEG00000017236
rhinopithecus_roxellana ENSRROG00000028224
rhinopithecus_bieti ENSRBIG00000036348
cercocebus_atys ENSCATG00000034231
theropithecus_gelada ENSTGEG00000009629
macaca_fascicularis ENSMFAG00000044891
macaca_mulatta ENSMMUG00000020786
macaca_nemestrina ENSMNEG00000040454
papio_anubis ENSPANG00000025316
chlorocebus_sabaeus ENSCSAG00000010149
mandrillus_leucophaeus ENSMLEG00000037554
saimiri_boliviensis ENSSBOG00000033868
cebus_capucinus ENSCCAG00000026022
callithrix_jacchus ENSCJAG00000008754
aotus_nancymaae ENSANAG00000036899
carlito_syrichta ENSTSYG00000035783
propithecus_coquereli ENSPCOG00000015269
prolemur_simus ENSPSMG00000016793
microcebus_murinus ENSMICG00000033008
otolemur_garnettii ENSOGAG00000008253
loxodonta_africana ENSLAFG00000017911
procavia_capensis ENSPCAG00000013800
echinops_telfairi ENSETEG00000008500
dasypus_novemcinctus ENSDNOG00000030859
choloepus_hoffmanni ENSCHOG00000011584
phascolarctos_cinereus ENSPCIG00000021763
notamacropus_eugenii ENSMEUG00000002417
sarcophilus_harrisii ENSSHAG00000017446
monodelphis_domestica ENSMODG00000049889
ornithorhynchus_anatinus ENSOANG00000010382
apteryx_haastii ENSAHAG00000005167
chrysemys_picta ENSCPBG00000003186
pelodiscus_sinensis ENSPSIG00000012378
xiphophorus_maculatus ENSXMAG00000023890
poecilia_formosa ENSPFOG00000022094
gadus_morhua ENSGMOG00000004013
callorhinchus_milii ENSCMIG00000010535
