microcebus_murinus ENSMICG00000009073
spermophilus_dauricus ENSSDAG00000004543
marmota_marmota_marmota ENSMMMG00000024456
ochotona_princeps ENSOPRG00000012916
oryctolagus_cuniculus ENSOCUG00000006667
prolemur_simus ENSPSMG00000006738
carlito_syrichta ENSTSYG00000000839
bos_mutus ENSBMUG00000024034
bos_taurus ENSBTAG00000010449
bison_bison_bison ENSBBBG00000017103
ovis_aries ENSOARG00000000480
capra_hircus ENSCHIG00000009653
tursiops_truncatus ENSTTRG00000009122
sus_scrofa ENSSSCG00000001596
erinaceus_europaeus ENSEEUG00000001815
equus_caballus ENSECAG00000016924
equus_asinus_asinus ENSEASG00005002889
ursus_americanus ENSUAMG00000021757
ursus_maritimus ENSUMAG00000005398
ailuropoda_melanoleuca ENSAMEG00000002976
neovison_vison ENSNVIG00000013612
canis_lupus_familiaris ENSCAFG00000001568
canis_lupus_dingo ENSCAFG00020008248
vulpes_vulpes ENSVVUG00000026587
panthera_pardus ENSPPRG00000010271
panthera_tigris_altaica ENSPTIG00000019884
felis_catus ENSFCAG00000006417
pteropus_vampyrus ENSPVAG00000004458
carlito_syrichta ENSTSYG00000034115
mustela_putorius_furo ENSMPUG00000013706
procavia_capensis ENSPCAG00000012179
echinops_telfairi ENSETEG00000011576
phascolarctos_cinereus ENSPCIG00000004907
notamacropus_eugenii ENSMEUG00000013113
sarcophilus_harrisii ENSSHAG00000011833
monodelphis_domestica ENSMODG00000013107
ornithorhynchus_anatinus ENSOANG00000013153
calidris_pygmaea ENSCPGG00000004093
calidris_pugnax ENSCPUG00000001623
melopsittacus_undulatus ENSMUNG00000006623
manacus_vitellinus ENSMVIG00005006019
lepidothrix_coronata ENSLCOG00000001810
taeniopygia_guttata ENSTGUG00000002508
lonchura_striata_domestica ENSLSDG00000008576
ficedula_albicollis ENSFALG00000010858
serinus_canaria ENSSCAG00000010805
junco_hyemalis ENSJHYG00000011627
zonotrichia_albicollis ENSZALG00000002931
cyanistes_caeruleus ENSCCEG00000011726
parus_major ENSPMJG00000014614
anser_brachyrhynchus ENSABRG00000020383
anas_platyrhynchos_platyrhynchos ENSAPLG00000012806
gallus_gallus ENSGALG00000010051
coturnix_japonica ENSCJPG00005010199
meleagris_gallopavo ENSMGAG00000010541
numida_meleagris ENSNMEG00000016443
apteryx_owenii ENSAOWG00000002490
apteryx_rowi ENSARWG00000000275
apteryx_haastii ENSAHAG00000017494
dromaius_novaehollandiae ENSDNVG00000002058
nothoprocta_perdicaria ENSNPEG00000000138
taeniopygia_guttata ENSTGUG00000002507
crocodylus_porosus ENSCPRG00005009863
chrysemys_picta_bellii ENSCPBG00000025385
chelonoidis_abingdonii ENSCABG00000011007
pelodiscus_sinensis ENSPSIG00000016814
anolis_carolinensis ENSACAG00000026830
pogona_vitticeps ENSPVIG00000019715
notechis_scutatus ENSNSUG00000009412
salvator_merianae ENSSMRG00000005060
sphenodon_punctatus ENSSPUG00000018794
xenopus_tropicalis ENSXETG00000007824
latimeria_chalumnae ENSLACG00000006369
scleropages_formosus ENSSFOG00015004365
paramormyrops_kingsleyae ENSPKIG00000022566
pygocentrus_nattereri ENSPNAG00000001778
astyanax_mexicanus ENSAMXG00000018092
ictalurus_punctatus ENSIPUG00000010033
danio_rerio ENSDARG00000078479
lepisosteus_oculatus ENSLOCG00000017171
esox_lucius ENSELUG00000000864
esox_lucius ENSELUG00000019712
labrus_bergylta ENSLBEG00000005572
labrus_bergylta ENSLBEG00000024056
scophthalmus_maximus ENSSMAG00000014682
tetraodon_nigroviridis ENSTNIG00000008900
takifugu_rubripes ENSTRUG00000008003
mola_mola ENSMMOG00000004863
cynoglossus_semilaevis ENSCSEG00000017179
monopterus_albus ENSMALG00000012234
mastacembelus_armatus ENSMAMG00000015085
anabas_testudineus ENSATEG00000011559
seriola_lalandi_dorsalis ENSSLDG00000014740
seriola_dumerili ENSSDUG00000019321
amphiprion_percula ENSAPEG00000022905
amphiprion_ocellaris ENSAOCG00000014705
acanthochromis_polyacanthus ENSAPOG00000003133
stegastes_partitus ENSSPAG00000019999
pundamilia_nyererei ENSPNYG00000020802
haplochromis_burtoni ENSHBUG00000014396
astatotilapia_calliptera ENSACLG00000026679
maylandia_zebra ENSMZEG00005009910
oreochromis_niloticus ENSONIG00000019558
neolamprologus_brichardi ENSNBRG00000012004
amphilophus_citrinellus ENSACIG00000011470
xiphophorus_maculatus ENSXMAG00000018544
xiphophorus_couchianus ENSXCOG00000011266
gambusia_affinis ENSGAFG00000019504
poecilia_formosa ENSPFOG00000009235
poecilia_latipinna ENSPLAG00000023408
poecilia_mexicana ENSPMEG00000022351
poecilia_reticulata ENSPREG00000004377
fundulus_heteroclitus ENSFHEG00000008675
cyprinodon_variegatus ENSCVAG00000010917
kryptolebias_marmoratus ENSKMAG00000003318
oryzias_latipes ENSORLG00020015354
oryzias_latipes ENSORLG00000017772
oryzias_latipes_asm223469v1 ENSORLG00015011893
oryzias_melastigma ENSOMEG00000008750
gasterosteus_aculeatus ENSGACG00000013022
hippocampus_comes ENSHCOG00000011273
periophthalmus_magnuspinnatus ENSPMGG00000006115
gadus_morhua ENSGMOG00000004366
eptatretus_burgeri ENSEBUG00000007058
eptatretus_burgeri ENSEBUG00000007999
petromyzon_marinus ENSPMAG00000000810
ciona_savignyi ENSCSAVG00000006740
ciona_savignyi ENSCSAVG00000005987
ciona_intestinalis ENSCING00000024130
caenorhabditis_elegans_strain_n2 WBGene00009908
caenorhabditis_elegans_strain_n2 WBGene00009885
drosophila_melanogaster FBgn0263241
