xenopus_tropicalis ENSXETG00000005708
vicugna_pacos ENSVPAG00000010265
equus_asinus ENSEASG00005006401
equus_caballus ENSECAG00000023325
mustela_putorius ENSMPUG00000001549
neovison_vison ENSNVIG00000003713
ailuropoda_melanoleuca ENSAMEG00000008160
canis_lupus ENSCAFG00020020577
canis_lupus ENSCAFG00000009976
vulpes_vulpes ENSVVUG00000010760
panthera_pardus ENSPPRG00000020309
panthera_tigris ENSPTIG00000020538
felis_catus ENSFCAG00000043861
myotis_lucifugus ENSMLUG00000002958
erinaceus_europaeus ENSEEUG00000003919
tupaia_belangeri ENSTBEG00000014589
carlito_syrichta ENSTSYG00000031216
ursus_maritimus ENSUMAG00000000567
ursus_americanus ENSUAMG00000021416
sus_scrofa ENSSSCG00000006725
pteropus_vampyrus ENSPVAG00000015733
otolemur_garnettii ENSOGAG00000007282
dipodomys_ordii ENSDORG00000005620
echinops_telfairi ENSETEG00000017969
loxodonta_africana ENSLAFG00000018452
procavia_capensis ENSPCAG00000016333
choloepus_hoffmanni ENSCHOG00000008568
dasypus_novemcinctus ENSDNOG00000003930
sorex_araneus ENSSARG00000007424
phascolarctos_cinereus ENSPCIG00000032331
vombatus_ursinus ENSVURG00010008181
notamacropus_eugenii ENSMEUG00000005689
sarcophilus_harrisii ENSSHAG00000012785
monodelphis_domestica ENSMODG00000005319
latimeria_chalumnae ENSLACG00000007688
paramormyrops_kingsleyae ENSPKIG00000005083
paramormyrops_kingsleyae ENSPKIG00000011827
paramormyrops_kingsleyae ENSPKIG00000024875
clupea_harengus ENSCHAG00000004429
denticeps_clupeoides ENSDCDG00000025165
astyanax_mexicanus ENSAMXG00000035011
astyanax_mexicanus ENSAMXG00005004587
pygocentrus_nattereri ENSPNAG00000011117
ictalurus_punctatus ENSIPUG00000003465
danio_rerio ENSDARG00000002582
periophthalmus_magnuspinnatus ENSPMGG00000022672
hippocampus_comes ENSHCOG00000003578
tetraodon_nigroviridis ENSTNIG00000015660
takifugu_rubripes ENSTRUG00000003945
labrus_bergylta ENSLBEG00000013878
gasterosteus_aculeatus ENSGACG00000000841
cyprinodon_variegatus ENSCVAG00000008701
xiphophorus_couchianus ENSXCOG00000008998
betta_splendens ENSBSLG00000022600
scophthalmus_maximus ENSSMAG00000008277
fundulus_heteroclitus ENSFHEG00000015616
cyprinodon_variegatus ENSCVAG00000009806
poecilia_formosa ENSPFOG00000018033
poecilia_latipinna ENSPLAG00000018159
poecilia_mexicana ENSPMEG00000007597
xiphophorus_maculatus ENSXMAG00000021908
gambusia_affinis ENSGAFG00000013217
xiphophorus_couchianus ENSXCOG00000018185
poecilia_reticulata ENSPREG00000019543
mola_mola ENSMMOG00000019426
amphiprion_percula ENSAPEG00000018092
amphiprion_ocellaris ENSAOCG00000019675
acanthochromis_polyacanthus ENSAPOG00000015198
stegastes_partitus ENSSPAG00000013956
cynoglossus_semilaevis ENSCSEG00000009307
oryzias_latipes ENSORLG00000008470
oryzias_latipes ENSORLG00020022460
oryzias_latipes ENSORLG00015022417
oryzias_melastigma ENSOMEG00000017057
gouania_willdenowi ENSGWIG00000026055
cottoperca_gobio ENSCGOG00000012522
larimichthys_crocea ENSLCRG00005003530
mastacembelus_armatus ENSMAMG00000020709
monopterus_albus ENSMALG00000016469
anabas_testudineus ENSATEG00000000841
seriola_dumerili ENSSDUG00000014238
seriola_lalandi ENSSLDG00000012911
lates_calcarifer ENSLCAG00010006704
parambassis_ranga ENSPRNG00000017978
kryptolebias_marmoratus ENSKMAG00000014400
maylandia_zebra ENSMZEG00005019267
astatotilapia_calliptera ENSACLG00000017156
pundamilia_nyererei ENSPNYG00000006278
haplochromis_burtoni ENSHBUG00000004173
neolamprologus_brichardi ENSNBRG00000010928
oreochromis_niloticus ENSONIG00000015685
amphilophus_citrinellus ENSACIG00000006942
gadus_morhua ENSGMOG00000002691
hucho_hucho ENSHHUG00000047645
hucho_hucho ENSHHUG00000026632
esox_lucius ENSELUG00000006026
electrophorus_electricus ENSEEEG00000009312
lepisosteus_oculatus ENSLOCG00000011023
erpetoichthys_calabaricus ENSECRG00000005592
callorhinchus_milii ENSCMIG00000002223
