erinaceus_europaeus ENSEEUG00000003462
oryzias_melastigma ENSOMEG00000008936
astatotilapia_calliptera ENSACLG00000015946
maylandia_zebra ENSMZEG00005012392
haplochromis_burtoni ENSHBUG00000012063
pundamilia_nyererei ENSPNYG00000007807
neolamprologus_brichardi ENSNBRG00000021875
oreochromis_niloticus ENSONIG00000013265
amphilophus_citrinellus ENSACIG00000016556
amphiprion_ocellaris ENSAOCG00000014380
amphiprion_percula ENSAPEG00000000578
acanthochromis_polyacanthus ENSAPOG00000007913
stegastes_partitus ENSSPAG00000019430
cynoglossus_semilaevis ENSCSEG00000012573
periophthalmus_magnuspinnatus ENSPMGG00000020427
takifugu_rubripes ENSTRUG00000016851
tetraodon_nigroviridis ENSTNIG00000009547
hippocampus_comes ENSHCOG00000009231
gadus_morhua ENSGMOG00000001328
esox_lucius ENSELUG00000021260
pygocentrus_nattereri ENSPNAG00000014566
astyanax_mexicanus ENSAMXG00000006170
ictalurus_punctatus ENSIPUG00000019485
danio_rerio ENSDARG00000011851
scleropages_formosus ENSSFOG00015008680
paramormyrops_kingsleyae ENSPKIG00000015970
lepisosteus_oculatus ENSLOCG00000013923
petromyzon_marinus ENSPMAG00000000849
eptatretus_burgeri ENSEBUG00000010214
ciona_savignyi ENSCSAVG00000008332
ciona_intestinalis ENSCING00000019736
