chrysemys_picta ENSCPBG00000025499
propithecus_coquereli ENSPCOG00000023818
otolemur_garnettii ENSOGAG00000015604
carlito_syrichta ENSTSYG00000000510
castor_canadensis ENSCCNG00000026131
dipodomys_ordii ENSDORG00000001460
rhinopithecus_roxellana ENSRROG00000036880
rhinopithecus_bieti ENSRBIG00000014909
colobus_angolensis ENSCANG00000029637
piliocolobus_tephrosceles ENSPTEG00000029187
chlorocebus_sabaeus ENSCSAG00000009662
macaca_nemestrina ENSMNEG00000044279
mandrillus_leucophaeus ENSMLEG00000042370
rhinopithecus_bieti ENSRBIG00000035328
papio_anubis ENSPANG00000010760
cercocebus_atys ENSCATG00000043597
mandrillus_leucophaeus ENSMLEG00000012668
macaca_nemestrina ENSMNEG00000029597
macaca_fascicularis ENSMFAG00000039620
macaca_mulatta ENSMMUG00000020703
theropithecus_gelada ENSTGEG00000029486
pan_paniscus ENSPPAG00000039893
pan_troglodytes ENSPTRG00000018055
homo_sapiens ENSG00000137288
gorilla_gorilla ENSGGOG00000043321
pongo_abelii ENSPPYG00000016508
nomascus_leucogenys ENSNLEG00000035324
cebus_capucinus ENSCCAG00000028094
callithrix_jacchus ENSCJAG00000012180
saimiri_boliviensis ENSSBOG00000030900
aotus_nancymaae ENSANAG00000036236
tupaia_belangeri ENSTBEG00000001380
dasypus_novemcinctus ENSDNOG00000046069
loxodonta_africana ENSLAFG00000008206
procavia_capensis ENSPCAG00000001452
pteropus_vampyrus ENSPVAG00000000786
myotis_lucifugus ENSMLUG00000012002
mustela_putorius ENSMPUG00000003032
neovison_vison ENSNVIG00000012538
canis_lupus ENSCAFG00020006083
canis_lupus ENSCAFG00000031270
vulpes_vulpes ENSVVUG00000026098
vulpes_vulpes ENSVVUG00000003656
ursus_americanus ENSUAMG00000005036
ursus_maritimus ENSUMAG00000010960
panthera_pardus ENSPPRG00000006383
panthera_tigris ENSPTIG00000003455
felis_catus ENSFCAG00000041370
erinaceus_europaeus ENSEEUG00000006761
equus_caballus ENSECAG00000031664
equus_asinus ENSEASG00005020919
capra_hircus ENSCHIG00000009060
ovis_aries ENSOARG00000010327
bos_indicus ENSBIXG00000007023
bos_indicus ENSBIXG00005013203
bos_taurus ENSBTAG00000054726
bos_mutus ENSBMUG00000019181
bison_bison ENSBBBG00000014109
vicugna_pacos ENSVPAG00000004807
tursiops_truncatus ENSTTRG00000006942
echinops_telfairi ENSETEG00000006979
latimeria_chalumnae ENSLACG00000016392
paramormyrops_kingsleyae ENSPKIG00000005415
scleropages_formosus ENSSFOG00015022707
mastacembelus_armatus ENSMAMG00000023672
hippocampus_comes ENSHCOG00000017430
oryzias_latipes ENSORLG00000019925
oryzias_latipes ENSORLG00020010732
oryzias_latipes ENSORLG00015000739
oryzias_melastigma ENSOMEG00000006420
amphiprion_percula ENSAPEG00000013517
amphiprion_ocellaris ENSAOCG00000003571
acanthochromis_polyacanthus ENSAPOG00000018736
stegastes_partitus ENSSPAG00000017358
parambassis_ranga ENSPRNG00000022326
xiphophorus_couchianus ENSXCOG00000008788
xiphophorus_maculatus ENSXMAG00000023040
gambusia_affinis ENSGAFG00000009985
poecilia_formosa ENSPFOG00000018160
poecilia_latipinna ENSPLAG00000010270
poecilia_mexicana ENSPMEG00000012697
poecilia_reticulata ENSPREG00000002116
cyprinodon_variegatus ENSCVAG00000007586
fundulus_heteroclitus ENSFHEG00000014930
kryptolebias_marmoratus ENSKMAG00000008422
astatotilapia_calliptera ENSACLG00000018044
maylandia_zebra ENSMZEG00005013438
haplochromis_burtoni ENSHBUG00000010673
pundamilia_nyererei ENSPNYG00000019729
oreochromis_niloticus ENSONIG00000014390
neolamprologus_brichardi ENSNBRG00000022253
amphilophus_citrinellus ENSACIG00000017004
seriola_lalandi ENSSLDG00000024593
seriola_dumerili ENSSDUG00000016639
lates_calcarifer ENSLCAG00010009724
scophthalmus_maximus ENSSMAG00000020869
monopterus_albus ENSMALG00000021024
labrus_bergylta ENSLBEG00000020268
cottoperca_gobio ENSCGOG00000014038
larimichthys_crocea ENSLCRG00005023802
mola_mola ENSMMOG00000021686
takifugu_rubripes ENSTRUG00000024371
tetraodon_nigroviridis ENSTNIG00000014716
anabas_testudineus ENSATEG00000011103
betta_splendens ENSBSLG00000003353
gouania_willdenowi ENSGWIG00000022830
cynoglossus_semilaevis ENSCSEG00000001433
periophthalmus_magnuspinnatus ENSPMGG00000010070
gadus_morhua ENSGMOG00000001213
clupea_harengus ENSCHAG00000007538
denticeps_clupeoides ENSDCDG00000000312
astyanax_mexicanus ENSAMXG00000002206
astyanax_mexicanus ENSAMXG00005020775
pygocentrus_nattereri ENSPNAG00000016018
ictalurus_punctatus ENSIPUG00000016458
electrophorus_electricus ENSEEEG00000009809
danio_rerio ENSDARG00000011272
hucho_hucho ENSHHUG00000033551
esox_lucius ENSELUG00000002223
lepisosteus_oculatus ENSLOCG00000012635
erpetoichthys_calabaricus ENSECRG00000000733
petromyzon_marinus ENSPMAG00000004441
caenorhabditis_elegans WBGene00044466
