xiphophorus_couchianus ENSXCOG00000011884
lonchura_striata_domestica ENSLSDG00000000175
taeniopygia_guttata ENSTGUG00000012830
serinus_canaria ENSSCAG00000010933
ficedula_albicollis ENSFALG00000001825
cyanistes_caeruleus ENSCCEG00000001379
parus_major ENSPMJG00000008908
zonotrichia_albicollis ENSZALG00000017315
junco_hyemalis ENSJHYG00000014860
manacus_vitellinus ENSMVIG00005012023
lepidothrix_coronata ENSLCOG00000001369
calidris_pygmaea ENSCPGG00000004858
calidris_pugnax ENSCPUG00000014305
melopsittacus_undulatus ENSMUNG00000013656
apteryx_haastii ENSAHAG00000014683
apteryx_owenii ENSAOWG00000017353
apteryx_rowi ENSARWG00000008673
dromaius_novaehollandiae ENSDNVG00000016874
nothoprocta_perdicaria ENSNPEG00000004801
crocodylus_porosus ENSCPRG00005010785
chelonoidis_abingdonii ENSCABG00000007722
gopherus_agassizii ENSGAGG00000012082
chrysemys_picta_bellii ENSCPBG00000022075
pelodiscus_sinensis ENSPSIG00000012740
mus_spicilegus ENSMSIG00000029674
mus_musculus ENSMUSG00000032179
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033586
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032447
mus_pahari MGP_PahariEiJ_G0015312
rattus_norvegicus ENSRNOG00000010917
meriones_unguiculatus ENSMUGG00000024961
peromyscus_maniculatus_bairdii ENSPEMG00000002005
microtus_ochrogaster ENSMOCG00000017571
cricetulus_griseus_chok1gshd ENSCGRG00001018423
cricetulus_griseus_crigri ENSCGRG00000014319
cricetulus_griseus_crigri-picr ENSCGRG00015014637
mesocricetus_auratus ENSMAUG00000018758
nannospalax_galili ENSNGAG00000010630
jaculus_jaculus ENSJJAG00000018304
castor_canadensis ENSCCNG00000009129
heterocephalus_glaber_female ENSHGLG00000002051
heterocephalus_glaber_male ENSHGLG00100008385
fukomys_damarensis ENSFDAG00000007340
chinchilla_lanigera ENSCLAG00000008951
octodon_degus ENSODEG00000001622
cavia_porcellus ENSCPOG00000032165
cavia_aperea ENSCAPG00000010996
urocitellus_parryii ENSUPAG00010005605
ictidomys_tridecemlineatus ENSSTOG00000002425
spermophilus_dauricus ENSSDAG00000022151
marmota_marmota_marmota ENSMMMG00000000913
oryctolagus_cuniculus ENSOCUG00000025226
ochotona_princeps ENSOPRG00000008634
pan_troglodytes ENSPTRG00000018300
pan_paniscus ENSPPAG00000005216
homo_sapiens ENSG00000112175
pongo_abelii ENSPPYG00000016733
nomascus_leucogenys ENSNLEG00000003231
piliocolobus_tephrosceles ENSPTEG00000003760
colobus_angolensis_palliatus ENSCANG00000026380
rhinopithecus_bieti ENSRBIG00000037310
rhinopithecus_roxellana ENSRROG00000045439
macaca_mulatta ENSMMUG00000011858
macaca_fascicularis ENSMFAG00000031219
macaca_nemestrina ENSMNEG00000032824
cercocebus_atys ENSCATG00000038039
theropithecus_gelada ENSTGEG00000003717
papio_anubis ENSPANG00000033450
mandrillus_leucophaeus ENSMLEG00000024788
chlorocebus_sabaeus ENSCSAG00000013256
cebus_capucinus ENSCCAG00000024254
saimiri_boliviensis_boliviensis ENSSBOG00000026475
callithrix_jacchus ENSCJAG00000010807
aotus_nancymaae ENSANAG00000026570
carlito_syrichta ENSTSYG00000000033
prolemur_simus ENSPSMG00000021819
microcebus_murinus ENSMICG00000008719
propithecus_coquereli ENSPCOG00000016846
otolemur_garnettii ENSOGAG00000015672
tupaia_belangeri ENSTBEG00000003987
ursus_americanus ENSUAMG00000009775
ursus_maritimus ENSUMAG00000003991
ailuropoda_melanoleuca ENSAMEG00000006523
neovison_vison ENSNVIG00000007651
mustela_putorius_furo ENSMPUG00000002804
canis_lupus_familiaris ENSCAFG00000002345
canis_lupus_dingo ENSCAFG00020013436
vulpes_vulpes ENSVVUG00000001439
panthera_tigris_altaica ENSPTIG00000013438
panthera_pardus ENSPPRG00000003471
felis_catus ENSFCAG00000004493
equus_asinus_asinus ENSEASG00005000189
equus_caballus ENSECAG00000007138
erinaceus_europaeus ENSEEUG00000015493
sorex_araneus ENSSARG00000004645
bos_mutus ENSBMUG00000000481
bos_taurus ENSBTAG00000012870
bison_bison_bison ENSBBBG00000016316
ovis_aries ENSOARG00000006378
capra_hircus ENSCHIG00000010429
tursiops_truncatus ENSTTRG00000005691
sus_scrofa ENSSSCG00000001478
vicugna_pacos ENSVPAG00000004234
pteropus_vampyrus ENSPVAG00000007674
myotis_lucifugus ENSMLUG00000004021
dasypus_novemcinctus ENSDNOG00000040406
choloepus_hoffmanni ENSCHOG00000004021
dipodomys_ordii ENSDORG00000008266
loxodonta_africana ENSLAFG00000015978
procavia_capensis ENSPCAG00000016473
echinops_telfairi ENSETEG00000009905
ornithorhynchus_anatinus ENSOANG00000006831
phascolarctos_cinereus ENSPCIG00000024910
notamacropus_eugenii ENSMEUG00000000904
sarcophilus_harrisii ENSSHAG00000009325
monodelphis_domestica ENSMODG00000018782
ornithorhynchus_anatinus ENSOANG00000020513
xenopus_tropicalis ENSXETG00000007071
latimeria_chalumnae ENSLACG00000009919
