clupea_harengus ENSCHAG00000027822
kryptolebias_marmoratus ENSKMAG00000001909
oryzias_latipes ENSORLG00020005651
oryzias_latipes ENSORLG00015005281
oryzias_latipes ENSORLG00000016691
oryzias_melastigma ENSOMEG00000020182
gouania_willdenowi ENSGWIG00000007064
lates_calcarifer ENSLCAG00010019591
labrus_bergylta ENSLBEG00000000067
hippocampus_comes ENSHCOG00000015186
periophthalmus_magnuspinnatus ENSPMGG00000019100
hucho_hucho ENSHHUG00000017514
hucho_hucho ENSHHUG00000043020
electrophorus_electricus ENSEEEG00000009285
astyanax_mexicanus ENSAMXG00000043609
ictalurus_punctatus ENSIPUG00000008341
latimeria_chalumnae ENSLACG00000018740
eptatretus_burgeri ENSEBUG00000002428
callorhinchus_milii ENSCMIG00000012768
eptatretus_burgeri ENSEBUG00000005793
eptatretus_burgeri ENSEBUG00000003364
eptatretus_burgeri ENSEBUG00000009186
petromyzon_marinus ENSPMAG00000006080
callorhinchus_milii ENSCMIG00000005037
petromyzon_marinus ENSPMAG00000004892
ornithorhynchus_anatinus ENSOANG00000029594
gadus_morhua ENSGMOG00000000450
takifugu_rubripes ENSTRUG00000021033
callorhinchus_milii ENSCMIG00000004955
petromyzon_marinus ENSPMAG00000009155
eptatretus_burgeri ENSEBUG00000010868
