microcebus_murinus ENSMICG00000042010
anolis_carolinensis ENSACAG00000005864
salvator_merianae ENSSMRG00000008117
xiphophorus_maculatus ENSXMAG00000026090
gambusia_affinis ENSGAFG00000020015
poecilia_formosa ENSPFOG00000005256
poecilia_mexicana ENSPMEG00000006026
poecilia_latipinna ENSPLAG00000010007
poecilia_reticulata ENSPREG00000016939
fundulus_heteroclitus ENSFHEG00000015096
mola_mola ENSMMOG00000002781
takifugu_rubripes ENSTRUG00000024038
amphiprion_percula ENSAPEG00000023165
monopterus_albus ENSMALG00000013867
mastacembelus_armatus ENSMAMG00000023354
anabas_testudineus ENSATEG00000023640
scophthalmus_maximus ENSSMAG00000015260
seriola_lalandi_dorsalis ENSSLDG00000013808
seriola_dumerili ENSSDUG00000019343
stegastes_partitus ENSSPAG00000023563
amphiprion_ocellaris ENSAOCG00000020900
maylandia_zebra ENSMZEG00005007685
astatotilapia_calliptera ENSACLG00000013687
haplochromis_burtoni ENSHBUG00000003101
pundamilia_nyererei ENSPNYG00000020203
oreochromis_niloticus ENSONIG00000011980
kryptolebias_marmoratus ENSKMAG00000002741
cynoglossus_semilaevis ENSCSEG00000003268
gasterosteus_aculeatus ENSGACG00000019343
tetraodon_nigroviridis ENSTNIG00000005399
oryzias_latipes ENSORLG00000026371
oryzias_latipes ENSORLG00020001335
oryzias_latipes_asm223469v1 ENSORLG00015021413
oryzias_melastigma ENSOMEG00000016610
gadus_morhua ENSGMOG00000013552
esox_lucius ENSELUG00000005448
pygocentrus_nattereri ENSPNAG00000029797
danio_rerio ENSDARG00000031228
lepisosteus_oculatus ENSLOCG00000015641
paramormyrops_kingsleyae ENSPKIG00000005801
