manacus_vitellinus ENSMVIG00005014069
panthera_pardus ENSPPRG00000012825
felis_catus ENSFCAG00000005190
dipodomys_ordii ENSDORG00000012863
castor_canadensis ENSCCNG00000029738
microtus_ochrogaster ENSMOCG00000012863
peromyscus_maniculatus ENSPEMG00000016139
cricetulus_griseus ENSCGRG00015015323
cricetulus_griseus ENSCGRG00001011469
cricetulus_griseus ENSCGRG00000009104
mesocricetus_auratus ENSMAUG00000019111
mus_musculus ENSMUSG00000004798
mus_spretus MGP_SPRETEiJ_G0017320
mus_spicilegus ENSMSIG00000020256
mus_caroli MGP_CAROLIEiJ_G0016485
rattus_norvegicus ENSRNOG00000002763
meriones_unguiculatus ENSMUGG00000017541
nannospalax_galili ENSNGAG00000009072
jaculus_jaculus ENSJJAG00000022103
urocitellus_parryii ENSUPAG00010022025
ictidomys_tridecemlineatus ENSSTOG00000007174
spermophilus_dauricus ENSSDAG00000010290
marmota_marmota ENSMMMG00000004091
chinchilla_lanigera ENSCLAG00000008483
octodon_degus ENSODEG00000000757
cavia_porcellus ENSCPOG00000010048
cavia_aperea ENSCAPG00000001651
heterocephalus_glaber ENSHGLG00000015142
heterocephalus_glaber ENSHGLG00100000055
fukomys_damarensis ENSFDAG00000004531
oryctolagus_cuniculus ENSOCUG00000013388
ochotona_princeps ENSOPRG00000003432
pan_troglodytes ENSPTRG00000008875
homo_sapiens ENSG00000083290
gorilla_gorilla ENSGGOG00000007689
pongo_abelii ENSPPYG00000008842
mandrillus_leucophaeus ENSMLEG00000041408
cercocebus_atys ENSCATG00000032753
papio_anubis ENSPANG00000023620
macaca_fascicularis ENSMFAG00000037593
macaca_nemestrina ENSMNEG00000030857
theropithecus_gelada ENSTGEG00000001497
chlorocebus_sabaeus ENSCSAG00000007819
piliocolobus_tephrosceles ENSPTEG00000017239
colobus_angolensis ENSCANG00000034637
rhinopithecus_bieti ENSRBIG00000039964
rhinopithecus_roxellana ENSRROG00000020717
macaca_mulatta ENSMMUG00000021156
nomascus_leucogenys ENSNLEG00000013195
pan_paniscus ENSPPAG00000037047
saimiri_boliviensis ENSSBOG00000031917
cebus_capucinus ENSCCAG00000037428
callithrix_jacchus ENSCJAG00000011832
aotus_nancymaae ENSANAG00000022684
carlito_syrichta ENSTSYG00000003217
prolemur_simus ENSPSMG00000023576
propithecus_coquereli ENSPCOG00000014882
microcebus_murinus ENSMICG00000031631
otolemur_garnettii ENSOGAG00000017081
loxodonta_africana ENSLAFG00000030207
loxodonta_africana ENSLAFG00000016432
procavia_capensis ENSPCAG00000010730
echinops_telfairi ENSETEG00000002660
mustela_putorius ENSMPUG00000010281
erinaceus_europaeus ENSEEUG00000008036
myotis_lucifugus ENSMLUG00000017762
myotis_lucifugus ENSMLUG00000007422
capra_hircus ENSCHIG00000011283
ovis_aries ENSOARG00000017770
bos_indicus ENSBIXG00000007058
bos_indicus ENSBIXG00005014768
bos_taurus ENSBTAG00000030977
bos_mutus ENSBMUG00000014667
bison_bison ENSBBBG00000014556
tursiops_truncatus ENSTTRG00000007564
vicugna_pacos ENSVPAG00000007776
sus_scrofa ENSSSCG00000018045
mustela_putorius ENSMPUG00000002023
tupaia_belangeri ENSTBEG00000016058
dasypus_novemcinctus ENSDNOG00000048497
choloepus_hoffmanni ENSCHOG00000012625
sorex_araneus ENSSARG00000000406
ornithorhynchus_anatinus ENSOANG00000012707
taeniopygia_guttata ENSTGUG00000015323
mus_pahari MGP_PahariEiJ_G0017615
xenopus_tropicalis ENSXETG00000019658
latimeria_chalumnae ENSLACG00000001863
denticeps_clupeoides ENSDCDG00000003507
clupea_harengus ENSCHAG00000013893
astyanax_mexicanus ENSAMXG00000009215
astyanax_mexicanus ENSAMXG00005015012
pygocentrus_nattereri ENSPNAG00000007165
ictalurus_punctatus ENSIPUG00000007930
electrophorus_electricus ENSEEEG00000024542
danio_rerio ENSDARG00000097205
amphiprion_ocellaris ENSAOCG00000006514
amphiprion_percula ENSAPEG00000005710
acanthochromis_polyacanthus ENSAPOG00000004920
stegastes_partitus ENSSPAG00000010229
parambassis_ranga ENSPRNG00000017432
maylandia_zebra ENSMZEG00005001956
astatotilapia_calliptera ENSACLG00000020477
pundamilia_nyererei ENSPNYG00000023925
haplochromis_burtoni ENSHBUG00000006775
oreochromis_niloticus ENSONIG00000010482
neolamprologus_brichardi ENSNBRG00000007874
amphilophus_citrinellus ENSACIG00000007021
larimichthys_crocea ENSLCRG00005014229
labrus_bergylta ENSLBEG00000008264
mola_mola ENSMMOG00000018628
gasterosteus_aculeatus ENSGACG00000013524
takifugu_rubripes ENSTRUG00000006335
tetraodon_nigroviridis ENSTNIG00000014387
cynoglossus_semilaevis ENSCSEG00000002799
mastacembelus_armatus ENSMAMG00000002940
monopterus_albus ENSMALG00000019136
anabas_testudineus ENSATEG00000004044
betta_splendens ENSBSLG00000007886
lates_calcarifer ENSLCAG00010005229
scophthalmus_maximus ENSSMAG00000013811
seriola_lalandi ENSSLDG00000011160
seriola_dumerili ENSSDUG00000022174
fundulus_heteroclitus ENSFHEG00000001152
cyprinodon_variegatus ENSCVAG00000002401
xiphophorus_maculatus ENSXMAG00000005775
xiphophorus_couchianus ENSXCOG00000005923
gambusia_affinis ENSGAFG00000019721
poecilia_latipinna ENSPLAG00000007316
poecilia_mexicana ENSPMEG00000000375
poecilia_formosa ENSPFOG00000016656
poecilia_reticulata ENSPREG00000015581
kryptolebias_marmoratus ENSKMAG00000002479
oryzias_latipes ENSORLG00000014987
oryzias_latipes ENSORLG00015014264
oryzias_latipes ENSORLG00020008437
oryzias_melastigma ENSOMEG00000008411
gouania_willdenowi ENSGWIG00000008727
periophthalmus_magnuspinnatus ENSPMGG00000003321
gadus_morhua ENSGMOG00000002637
hucho_hucho ENSHHUG00000052477
hucho_hucho ENSHHUG00000016605
hucho_hucho ENSHHUG00000048277
esox_lucius ENSELUG00000017192
scleropages_formosus ENSSFOG00015013847
paramormyrops_kingsleyae ENSPKIG00000011329
paramormyrops_kingsleyae ENSPKIG00000018902
scleropages_formosus ENSSFOG00015007009
lepisosteus_oculatus ENSLOCG00000005372
erpetoichthys_calabaricus ENSECRG00000008374
callorhinchus_milii ENSCMIG00000019245
