ailuropoda_melanoleuca ENSAMEG00000008368
cricetulus_griseus_crigri-picr ENSCGRG00015008989
cricetulus_griseus_crigri ENSCGRG00000002224
mesocricetus_auratus ENSMAUG00000017760
microtus_ochrogaster ENSMOCG00000018212
peromyscus_maniculatus_bairdii ENSPEMG00000020703
nannospalax_galili ENSNGAG00000021278
castor_canadensis ENSCCNG00000018834
spermophilus_dauricus ENSSDAG00000003635
urocitellus_parryii ENSUPAG00010001813
ictidomys_tridecemlineatus ENSSTOG00000022568
marmota_marmota_marmota ENSMMMG00000012001
oryctolagus_cuniculus ENSOCUG00000016583
ochotona_princeps ENSOPRG00000014871
panthera_tigris_altaica ENSPTIG00000001053
ursus_americanus ENSUAMG00000025090
mandrillus_leucophaeus ENSMLEG00000041130
macaca_mulatta ENSMMUG00000018064
saimiri_boliviensis_boliviensis ENSSBOG00000031315
carlito_syrichta ENSTSYG00000006509
cavia_porcellus ENSCPOG00000009938
octodon_degus ENSODEG00000008309
fukomys_damarensis ENSFDAG00000005731
heterocephalus_glaber_male ENSHGLG00100009119
chinchilla_lanigera ENSCLAG00000011577
jaculus_jaculus ENSJJAG00000007969
dipodomys_ordii ENSDORG00000028130
tupaia_belangeri ENSTBEG00000014398
loxodonta_africana ENSLAFG00000017946
procavia_capensis ENSPCAG00000015684
echinops_telfairi ENSETEG00000011455
dasypus_novemcinctus ENSDNOG00000010349
choloepus_hoffmanni ENSCHOG00000013781
phascolarctos_cinereus ENSPCIG00000003007
notamacropus_eugenii ENSMEUG00000016701
monodelphis_domestica ENSMODG00000012657
sarcophilus_harrisii ENSSHAG00000012296
ornithorhynchus_anatinus ENSOANG00000012799
apteryx_owenii ENSAOWG00000001759
apteryx_haastii ENSAHAG00000001600
apteryx_rowi ENSARWG00000005162
dromaius_novaehollandiae ENSDNVG00000008028
nothoprocta_perdicaria ENSNPEG00000004796
calidris_pygmaea ENSCPGG00000005686
calidris_pugnax ENSCPUG00000006044
melopsittacus_undulatus ENSMUNG00000008754
lonchura_striata_domestica ENSLSDG00000002422
taeniopygia_guttata ENSTGUG00000001850
junco_hyemalis ENSJHYG00000008212
zonotrichia_albicollis ENSZALG00000014625
ficedula_albicollis ENSFALG00000005143
parus_major ENSPMJG00000018048
lepidothrix_coronata ENSLCOG00000011616
manacus_vitellinus ENSMVIG00005010461
anser_brachyrhynchus ENSABRG00000009706
anas_platyrhynchos_platyrhynchos ENSAPLG00000004750
meleagris_gallopavo ENSMGAG00000012248
coturnix_japonica ENSCJPG00005006217
numida_meleagris ENSNMEG00000019986
cyanistes_caeruleus ENSCCEG00000016751
serinus_canaria ENSSCAG00000015841
gallus_gallus ENSGALG00000043243
crocodylus_porosus ENSCPRG00005011183
gopherus_agassizii ENSGAGG00000015819
chelonoidis_abingdonii ENSCABG00000000422
chrysemys_picta_bellii ENSCPBG00000024855
pelodiscus_sinensis ENSPSIG00000017710
pogona_vitticeps ENSPVIG00000003725
anolis_carolinensis ENSACAG00000017597
notechis_scutatus ENSNSUG00000010365
salvator_merianae ENSSMRG00000019074
sphenodon_punctatus ENSSPUG00000014322
ornithorhynchus_anatinus ENSOANG00000028302
xenopus_tropicalis ENSXETG00000013107
latimeria_chalumnae ENSLACG00000002989
scleropages_formosus ENSSFOG00015020406
paramormyrops_kingsleyae ENSPKIG00000010187
pygocentrus_nattereri ENSPNAG00000000604
astyanax_mexicanus ENSAMXG00000019085
ictalurus_punctatus ENSIPUG00000000176
danio_rerio ENSDARG00000076791
oryzias_latipes ENSORLG00000026480
oryzias_latipes ENSORLG00020004469
oryzias_latipes_asm223469v1 ENSORLG00015004763
oryzias_melastigma ENSOMEG00000001174
cynoglossus_semilaevis ENSCSEG00000019412
poecilia_formosa ENSPFOG00000019409
poecilia_mexicana ENSPMEG00000008689
poecilia_latipinna ENSPLAG00000010388
poecilia_reticulata ENSPREG00000002005
xiphophorus_maculatus ENSXMAG00000008398
cyprinodon_variegatus ENSCVAG00000016537
fundulus_heteroclitus ENSFHEG00000002908
takifugu_rubripes ENSTRUG00000013317
tetraodon_nigroviridis ENSTNIG00000013654
mola_mola ENSMMOG00000004596
anabas_testudineus ENSATEG00000023372
gasterosteus_aculeatus ENSGACG00000004982
amphiprion_ocellaris ENSAOCG00000022065
amphiprion_percula ENSAPEG00000010623
acanthochromis_polyacanthus ENSAPOG00000016246
stegastes_partitus ENSSPAG00000009623
kryptolebias_marmoratus ENSKMAG00000018139
maylandia_zebra ENSMZEG00005018740
astatotilapia_calliptera ENSACLG00000006464
haplochromis_burtoni ENSHBUG00000014248
pundamilia_nyererei ENSPNYG00000003594
oreochromis_niloticus ENSONIG00000006371
neolamprologus_brichardi ENSNBRG00000011413
amphilophus_citrinellus ENSACIG00000001208
seriola_dumerili ENSSDUG00000007565
seriola_lalandi_dorsalis ENSSLDG00000020589
scophthalmus_maximus ENSSMAG00000019355
monopterus_albus ENSMALG00000012986
mastacembelus_armatus ENSMAMG00000011120
hippocampus_comes ENSHCOG00000012706
gadus_morhua ENSGMOG00000016551
periophthalmus_magnuspinnatus ENSPMGG00000000788
gambusia_affinis ENSGAFG00000018545
labrus_bergylta ENSLBEG00000011043
gadus_morhua ENSGMOG00000009546
esox_lucius ENSELUG00000008879
scleropages_formosus ENSSFOG00015017932
paramormyrops_kingsleyae ENSPKIG00000004460
lepisosteus_oculatus ENSLOCG00000011954
ciona_intestinalis ENSCING00000013019
drosophila_melanogaster FBgn0037093
