monodelphis_domestica ENSMODG00000027635
prolemur_simus ENSPSMG00000012968
prolemur_simus ENSPSMG00000009954
otolemur_garnettii ENSOGAG00000004014
bison_bison_bison ENSBBBG00000004187
bos_mutus ENSBMUG00000012770
bos_taurus ENSBTAG00000054687
ovis_aries ENSOARG00000002116
sus_scrofa ENSSSCG00000040193
equus_asinus_asinus ENSEASG00005018131
equus_caballus ENSECAG00000019107
ailuropoda_melanoleuca ENSAMEG00000008323
ursus_americanus ENSUAMG00000014946
neovison_vison ENSNVIG00000022438
mustela_putorius_furo ENSMPUG00000010149
canis_lupus_familiaris ENSCAFG00000024813
canis_lupus_dingo ENSCAFG00020023045
vulpes_vulpes ENSVVUG00000022177
ursus_maritimus ENSUMAG00000022124
canis_lupus_dingo ENSCAFG00020023043
felis_catus ENSFCAG00000038540
felis_catus ENSFCAG00000009537
panthera_pardus ENSPPRG00000002044
myotis_lucifugus ENSMLUG00000005175
loxodonta_africana ENSLAFG00000029202
procavia_capensis ENSPCAG00000008150
loxodonta_africana ENSLAFG00000023317
loxodonta_africana ENSLAFG00000011624
procavia_capensis ENSPCAG00000003319
ornithorhynchus_anatinus ENSOANG00000011259
pogona_vitticeps ENSPVIG00000015368
salvator_merianae ENSSMRG00000009996
sphenodon_punctatus ENSSPUG00000001547
chelonoidis_abingdonii ENSCABG00000006373
gopherus_agassizii ENSGAGG00000023090
chrysemys_picta_bellii ENSCPBG00000001409
pelodiscus_sinensis ENSPSIG00000004020
apteryx_haastii ENSAHAG00000004616
apteryx_owenii ENSAOWG00000019471
apteryx_rowi ENSARWG00000011167
pygocentrus_nattereri ENSPNAG00000009192
astyanax_mexicanus ENSAMXG00000035277
ictalurus_punctatus ENSIPUG00000023031
danio_rerio ENSDARG00000076202
takifugu_rubripes ENSTRUG00000020058
tetraodon_nigroviridis ENSTNIG00000018410
mola_mola ENSMMOG00000001840
gasterosteus_aculeatus ENSGACG00000008591
anabas_testudineus ENSATEG00000004924
fundulus_heteroclitus ENSFHEG00000016086
cyprinodon_variegatus ENSCVAG00000011386
poecilia_formosa ENSPFOG00000000214
poecilia_mexicana ENSPMEG00000022426
poecilia_latipinna ENSPLAG00000019093
poecilia_reticulata ENSPREG00000021041
xiphophorus_maculatus ENSXMAG00000014082
xiphophorus_couchianus ENSXCOG00000019754
gambusia_affinis ENSGAFG00000006707
kryptolebias_marmoratus ENSKMAG00000014085
oryzias_latipes ENSORLG00020014038
oryzias_latipes ENSORLG00000025787
oryzias_latipes_asm223469v1 ENSORLG00015020249
oryzias_melastigma ENSOMEG00000022145
astatotilapia_calliptera ENSACLG00000004950
maylandia_zebra ENSMZEG00005014663
haplochromis_burtoni ENSHBUG00000016526
pundamilia_nyererei ENSPNYG00000016132
neolamprologus_brichardi ENSNBRG00000015393
oreochromis_niloticus ENSONIG00000003052
amphilophus_citrinellus ENSACIG00000015349
scophthalmus_maximus ENSSMAG00000019925
cynoglossus_semilaevis ENSCSEG00000004514
seriola_lalandi_dorsalis ENSSLDG00000015798
seriola_dumerili ENSSDUG00000006396
mastacembelus_armatus ENSMAMG00000012422
monopterus_albus ENSMALG00000011777
amphiprion_ocellaris ENSAOCG00000023992
amphiprion_percula ENSAPEG00000009328
acanthochromis_polyacanthus ENSAPOG00000014488
stegastes_partitus ENSSPAG00000007247
labrus_bergylta ENSLBEG00000024962
hippocampus_comes ENSHCOG00000015433
periophthalmus_magnuspinnatus ENSPMGG00000012175
esox_lucius ENSELUG00000024355
scleropages_formosus ENSSFOG00015001207
paramormyrops_kingsleyae ENSPKIG00000019317
lepisosteus_oculatus ENSLOCG00000008072
eptatretus_burgeri ENSEBUG00000016204
petromyzon_marinus ENSPMAG00000005586
