meleagris_gallopavo ENSMGAG00000006663
mesocricetus_auratus ENSMAUG00000012517
mus_spicilegus ENSMSIG00000012258
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025744
mus_musculus ENSMUSG00000059540
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024817
mus_pahari MGP_PahariEiJ_G0026265
rattus_norvegicus ENSRNOG00000016288
meriones_unguiculatus ENSMUGG00000003398
meriones_unguiculatus ENSMUGG00000004265
nannospalax_galili ENSNGAG00000007372
jaculus_jaculus ENSJJAG00000004917
octodon_degus ENSODEG00000004734
chinchilla_lanigera ENSCLAG00000003406
cavia_porcellus ENSCPOG00000009465
cavia_aperea ENSCAPG00000006076
heterocephalus_glaber_female ENSHGLG00000006061
heterocephalus_glaber_male ENSHGLG00100011696
fukomys_damarensis ENSFDAG00000012028
urocitellus_parryii ENSUPAG00010003444
ictidomys_tridecemlineatus ENSSTOG00000000044
spermophilus_dauricus ENSSDAG00000008033
marmota_marmota_marmota ENSMMMG00000000252
tupaia_belangeri ENSTBEG00000015503
capra_hircus ENSCHIG00000016703
ovis_aries ENSOARG00000008436
bos_mutus ENSBMUG00000024657
bos_taurus ENSBTAG00000021836
bison_bison_bison ENSBBBG00000004607
tursiops_truncatus ENSTTRG00000005898
sus_scrofa ENSSSCG00000036804
pteropus_vampyrus ENSPVAG00000000513
ursus_americanus ENSUAMG00000002188
ursus_maritimus ENSUMAG00000021546
ailuropoda_melanoleuca ENSAMEG00000001965
canis_lupus_dingo ENSCAFG00020002070
canis_lupus_familiaris ENSCAFG00000015191
vulpes_vulpes ENSVVUG00000014943
neovison_vison ENSNVIG00000018781
panthera_pardus ENSPPRG00000009358
panthera_tigris_altaica ENSPTIG00000007119
felis_catus ENSFCAG00000025574
equus_caballus ENSECAG00000020977
equus_asinus_asinus ENSEASG00005023089
procavia_capensis ENSPCAG00000015678
loxodonta_africana ENSLAFG00000025570
dasypus_novemcinctus ENSDNOG00000042615
xenopus_tropicalis ENSXETG00000012975
rattus_norvegicus ENSRNOG00000051667
latimeria_chalumnae ENSLACG00000006075
pygocentrus_nattereri ENSPNAG00000017015
astyanax_mexicanus ENSAMXG00000002373
ictalurus_punctatus ENSIPUG00000010069
danio_rerio ENSDARG00000012927
esox_lucius ENSELUG00000018188
scleropages_formosus ENSSFOG00015016584
paramormyrops_kingsleyae ENSPKIG00000019874
haplochromis_burtoni ENSHBUG00000022461
maylandia_zebra ENSMZEG00005026807
pundamilia_nyererei ENSPNYG00000015251
neolamprologus_brichardi ENSNBRG00000008459
oreochromis_niloticus ENSONIG00000000365
stegastes_partitus ENSSPAG00000010520
scophthalmus_maximus ENSSMAG00000017972
labrus_bergylta ENSLBEG00000011987
xiphophorus_maculatus ENSXMAG00000009323
xiphophorus_couchianus ENSXCOG00000016329
gambusia_affinis ENSGAFG00000000422
poecilia_mexicana ENSPMEG00000022903
poecilia_formosa ENSPFOG00000013151
poecilia_latipinna ENSPLAG00000007639
poecilia_reticulata ENSPREG00000019455
fundulus_heteroclitus ENSFHEG00000016096
cyprinodon_variegatus ENSCVAG00000011067
cynoglossus_semilaevis ENSCSEG00000008328
oryzias_latipes_asm223469v1 ENSORLG00015020680
oryzias_latipes ENSORLG00000016782
oryzias_latipes ENSORLG00020005565
oryzias_melastigma ENSOMEG00000000868
amphilophus_citrinellus ENSACIG00000004065
mastacembelus_armatus ENSMAMG00000006748
takifugu_rubripes ENSTRUG00000000839
tetraodon_nigroviridis ENSTNIG00000011337
gasterosteus_aculeatus ENSGACG00000010495
anabas_testudineus ENSATEG00000024711
kryptolebias_marmoratus ENSKMAG00000017655
seriola_dumerili ENSSDUG00000006382
seriola_lalandi_dorsalis ENSSLDG00000002149
monopterus_albus ENSMALG00000018638
amphiprion_ocellaris ENSAOCG00000003686
amphiprion_percula ENSAPEG00000004594
acanthochromis_polyacanthus ENSAPOG00000021598
periophthalmus_magnuspinnatus ENSPMGG00000011187
hippocampus_comes ENSHCOG00000012964
mola_mola ENSMMOG00000010682
gadus_morhua ENSGMOG00000014956
lepisosteus_oculatus ENSLOCG00000005363
eptatretus_burgeri ENSEBUG00000006393
petromyzon_marinus ENSPMAG00000009566
