lonchura_striata ENSLSDG00000006384
ochotona_princeps ENSOPRG00000017031
oryctolagus_cuniculus ENSOCUG00000005247
sorex_araneus ENSSARG00000006642
phascolarctos_cinereus ENSPCIG00000018936
vombatus_ursinus ENSVURG00010003007
notamacropus_eugenii ENSMEUG00000003912
sarcophilus_harrisii ENSSHAG00000010151
monodelphis_domestica ENSMODG00000018227
xenopus_tropicalis ENSXETG00000003797
latimeria_chalumnae ENSLACG00000014450
astyanax_mexicanus ENSAMXG00005021688
astyanax_mexicanus ENSAMXG00000040246
pygocentrus_nattereri ENSPNAG00000000939
ictalurus_punctatus ENSIPUG00000020011
electrophorus_electricus ENSEEEG00000023550
danio_rerio ENSDARG00000015559
denticeps_clupeoides ENSDCDG00000001332
clupea_harengus ENSCHAG00000023484
hucho_hucho ENSHHUG00000024498
hucho_hucho ENSHHUG00000027405
esox_lucius ENSELUG00000020537
clupea_harengus ENSCHAG00000024177
denticeps_clupeoides ENSDCDG00000023155
astyanax_mexicanus ENSAMXG00005019330
astyanax_mexicanus ENSAMXG00000012534
pygocentrus_nattereri ENSPNAG00000006423
ictalurus_punctatus ENSIPUG00000023883
electrophorus_electricus ENSEEEG00000019448
danio_rerio ENSDARG00000039576
takifugu_rubripes ENSTRUG00000001760
tetraodon_nigroviridis ENSTNIG00000013936
poecilia_formosa ENSPFOG00000007639
poecilia_mexicana ENSPMEG00000006055
poecilia_latipinna ENSPLAG00000021211
poecilia_reticulata ENSPREG00000000857
xiphophorus_maculatus ENSXMAG00000004055
xiphophorus_couchianus ENSXCOG00000018999
gambusia_affinis ENSGAFG00000021313
fundulus_heteroclitus ENSFHEG00000016617
cyprinodon_variegatus ENSCVAG00000013938
cynoglossus_semilaevis ENSCSEG00000011451
periophthalmus_magnuspinnatus ENSPMGG00000001431
betta_splendens ENSBSLG00000022861
seriola_dumerili ENSSDUG00000004459
seriola_lalandi ENSSLDG00000020188
scophthalmus_maximus ENSSMAG00000018358
mastacembelus_armatus ENSMAMG00000014725
monopterus_albus ENSMALG00000008064
larimichthys_crocea ENSLCRG00005013445
gasterosteus_aculeatus ENSGACG00000003648
labrus_bergylta ENSLBEG00000021712
amphiprion_ocellaris ENSAOCG00000010842
amphiprion_percula ENSAPEG00000000309
acanthochromis_polyacanthus ENSAPOG00000005305
stegastes_partitus ENSSPAG00000007904
gouania_willdenowi ENSGWIG00000015692
gouania_willdenowi ENSGWIG00000004205
astatotilapia_calliptera ENSACLG00000004479
maylandia_zebra ENSMZEG00005001592
pundamilia_nyererei ENSPNYG00000020709
haplochromis_burtoni ENSHBUG00000003822
neolamprologus_brichardi ENSNBRG00000007282
oreochromis_niloticus ENSONIG00000014402
amphilophus_citrinellus ENSACIG00000000814
cottoperca_gobio ENSCGOG00000021315
mola_mola ENSMMOG00000019963
lates_calcarifer ENSLCAG00010027259
anabas_testudineus ENSATEG00000012054
parambassis_ranga ENSPRNG00000002815
kryptolebias_marmoratus ENSKMAG00000021884
oryzias_latipes ENSORLG00000017943
oryzias_latipes ENSORLG00015010398
oryzias_latipes ENSORLG00020015782
oryzias_melastigma ENSOMEG00000008314
hippocampus_comes ENSHCOG00000000141
gadus_morhua ENSGMOG00000007270
hucho_hucho ENSHHUG00000032911
hucho_hucho ENSHHUG00000050378
esox_lucius ENSELUG00000004714
scleropages_formosus ENSSFOG00015012259
paramormyrops_kingsleyae ENSPKIG00000010945
scleropages_formosus ENSSFOG00015009698
fundulus_heteroclitus ENSFHEG00000012914
cyprinodon_variegatus ENSCVAG00000016069
kryptolebias_marmoratus ENSKMAG00000007722
betta_splendens ENSBSLG00000022870
mastacembelus_armatus ENSMAMG00000022407
gouania_willdenowi ENSGWIG00000015072
labrus_bergylta ENSLBEG00000019564
acanthochromis_polyacanthus ENSAPOG00000009657
amphiprion_percula ENSAPEG00000014444
stegastes_partitus ENSSPAG00000023179
parambassis_ranga ENSPRNG00000016544
maylandia_zebra ENSMZEG00005027298
haplochromis_burtoni ENSHBUG00000016888
pundamilia_nyererei ENSPNYG00000010563
astatotilapia_calliptera ENSACLG00000027168
astatotilapia_calliptera ENSACLG00000027233
neolamprologus_brichardi ENSNBRG00000008911
oreochromis_niloticus ENSONIG00000001437
takifugu_rubripes ENSTRUG00000006066
tetraodon_nigroviridis ENSTNIG00000009856
mola_mola ENSMMOG00000006812
larimichthys_crocea ENSLCRG00005008641
gasterosteus_aculeatus ENSGACG00000011701
anabas_testudineus ENSATEG00000016874
lepisosteus_oculatus ENSLOCG00000006981
erpetoichthys_calabaricus ENSECRG00000005767
eptatretus_burgeri ENSEBUG00000010053
