cynoglossus_semilaevis ENSCSEG00000016962
otolemur_garnettii ENSOGAG00000000928
tupaia_belangeri ENSTBEG00000003254
mus_spicilegus ENSMSIG00000008359
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018852
mus_musculus ENSMUSG00000021003
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018007
mus_pahari MGP_PahariEiJ_G0029765
rattus_norvegicus ENSRNOG00000003759
meriones_unguiculatus ENSMUGG00000016785
cricetulus_griseus_chok1gshd ENSCGRG00001014363
cricetulus_griseus_crigri-picr ENSCGRG00015018565
cricetulus_griseus_crigri ENSCGRG00000016400
mesocricetus_auratus ENSMAUG00000017184
microtus_ochrogaster ENSMOCG00000009051
peromyscus_maniculatus_bairdii ENSPEMG00000006001
nannospalax_galili ENSNGAG00000012968
jaculus_jaculus ENSJJAG00000019282
chinchilla_lanigera ENSCLAG00000011636
octodon_degus ENSODEG00000002147
cavia_porcellus ENSCPOG00000009656
cavia_aperea ENSCAPG00000007912
heterocephalus_glaber_male ENSHGLG00100016757
heterocephalus_glaber_female ENSHGLG00000006954
fukomys_damarensis ENSFDAG00000018850
castor_canadensis ENSCCNG00000029896
dipodomys_ordii ENSDORG00000011603
urocitellus_parryii ENSUPAG00010012199
ictidomys_tridecemlineatus ENSSTOG00000019920
spermophilus_dauricus ENSSDAG00000019800
marmota_marmota_marmota ENSMMMG00000019834
oryctolagus_cuniculus ENSOCUG00000009309
ochotona_princeps ENSOPRG00000010804
dasypus_novemcinctus ENSDNOG00000013497
choloepus_hoffmanni ENSCHOG00000013026
loxodonta_africana ENSLAFG00000005617
procavia_capensis ENSPCAG00000004648
echinops_telfairi ENSETEG00000011653
ornithorhynchus_anatinus ENSOANG00000029345
xenopus_tropicalis ENSXETG00000016608
ciona_intestinalis ENSCING00000009496
ciona_savignyi ENSCSAVG00000002286
caenorhabditis_elegans_strain_n2 WBGene00016207
