microcebus_murinus ENSMICG00000045287
nothoprocta_perdicaria ENSNPEG00000005948
eptatretus_burgeri ENSEBUG00000008046
carlito_syrichta ENSTSYG00000027629
marmota_marmota_marmota ENSMMMG00000004724
panthera_tigris_altaica ENSPTIG00000014349
panthera_pardus ENSPPRG00000007725
ailuropoda_melanoleuca ENSAMEG00000002240
dasypus_novemcinctus ENSDNOG00000004673
macaca_fascicularis ENSMFAG00000045879
macaca_mulatta ENSMMUG00000008058
pan_paniscus ENSPPAG00000028799
pongo_abelii ENSPPYG00000019393
erinaceus_europaeus ENSEEUG00000010760
petromyzon_marinus ENSPMAG00000008834
