oryctolagus_cuniculus ENSOCUG00000012233
chlorocebus_sabaeus ENSCSAG00000010846
mandrillus_leucophaeus ENSMLEG00000042050
rhinopithecus_roxellana ENSRROG00000038929
macaca_fascicularis ENSMFAG00000001878
carlito_syrichta ENSTSYG00000037572
prolemur_simus ENSPSMG00000011453
propithecus_coquereli ENSPCOG00000023034
microcebus_murinus ENSMICG00000028818
otolemur_garnettii ENSOGAG00000014508
loxodonta_africana ENSLAFG00000008917
procavia_capensis ENSPCAG00000014853
equus_caballus ENSECAG00000021670
equus_asinus_asinus ENSEASG00005000711
sus_scrofa ENSSSCG00000010055
erinaceus_europaeus ENSEEUG00000004469
bos_taurus ENSBTAG00000006608
bos_mutus ENSBMUG00000022549
capra_hircus ENSCHIG00000000443
ovis_aries ENSOARG00000013730
tursiops_truncatus ENSTTRG00000002060
vicugna_pacos ENSVPAG00000008446
ursus_americanus ENSUAMG00000010776
ursus_maritimus ENSUMAG00000001692
ailuropoda_melanoleuca ENSAMEG00000013859
neovison_vison ENSNVIG00000021074
mustela_putorius_furo ENSMPUG00000002907
canis_lupus_dingo ENSCAFG00020007414
canis_lupus_familiaris ENSCAFG00000029292
vulpes_vulpes ENSVVUG00000019357
panthera_pardus ENSPPRG00000024051
panthera_tigris_altaica ENSPTIG00000003173
felis_catus ENSFCAG00000030810
canis_lupus_familiaris ENSCAFG00000030031
ornithorhynchus_anatinus ENSOANG00000021924
sorex_araneus ENSSARG00000001962
phascolarctos_cinereus ENSPCIG00000010755
notamacropus_eugenii ENSMEUG00000009522
sarcophilus_harrisii ENSSHAG00000003776
monodelphis_domestica ENSMODG00000000334
ornithorhynchus_anatinus ENSOANG00000002631
pogona_vitticeps ENSPVIG00000010790
anolis_carolinensis ENSACAG00000003425
notechis_scutatus ENSNSUG00000012685
salvator_merianae ENSSMRG00000018784
sphenodon_punctatus ENSSPUG00000013776
lepidothrix_coronata ENSLCOG00000013122
lepidothrix_coronata ENSLCOG00000013121
manacus_vitellinus ENSMVIG00005003089
cyanistes_caeruleus ENSCCEG00000022944
parus_major ENSPMJG00000018769
ficedula_albicollis ENSFALG00000007296
taeniopygia_guttata ENSTGUG00000010104
lonchura_striata_domestica ENSLSDG00000009232
zonotrichia_albicollis ENSZALG00000009622
junco_hyemalis ENSJHYG00000008566
serinus_canaria ENSSCAG00000003615
melopsittacus_undulatus ENSMUNG00000013417
calidris_pugnax ENSCPUG00000009984
calidris_pygmaea ENSCPGG00000016048
gallus_gallus ENSGALG00000040504
coturnix_japonica ENSCJPG00005009511
meleagris_gallopavo ENSMGAG00000007807
numida_meleagris ENSNMEG00000021939
anser_brachyrhynchus ENSABRG00000005070
anas_platyrhynchos_platyrhynchos ENSAPLG00000008004
apteryx_haastii ENSAHAG00000011347
apteryx_rowi ENSARWG00000018879
apteryx_owenii ENSAOWG00000011854
dromaius_novaehollandiae ENSDNVG00000009705
nothoprocta_perdicaria ENSNPEG00000009423
crocodylus_porosus ENSCPRG00005002024
gopherus_agassizii ENSGAGG00000023330
chelonoidis_abingdonii ENSCABG00000003314
chrysemys_picta_bellii ENSCPBG00000001849
pelodiscus_sinensis ENSPSIG00000003857
xenopus_tropicalis ENSXETG00000004250
latimeria_chalumnae ENSLACG00000014408
monopterus_albus ENSMALG00000005827
mastacembelus_armatus ENSMAMG00000010821
anabas_testudineus ENSATEG00000016048
seriola_dumerili ENSSDUG00000017994
seriola_lalandi_dorsalis ENSSLDG00000015775
scophthalmus_maximus ENSSMAG00000001084
labrus_bergylta ENSLBEG00000020546
labrus_bergylta ENSLBEG00000007624
gasterosteus_aculeatus ENSGACG00000017048
takifugu_rubripes ENSTRUG00000020648
tetraodon_nigroviridis ENSTNIG00000009081
mola_mola ENSMMOG00000008862
hippocampus_comes ENSHCOG00000010945
fundulus_heteroclitus ENSFHEG00000012959
cyprinodon_variegatus ENSCVAG00000022300
xiphophorus_maculatus ENSXMAG00000005600
xiphophorus_couchianus ENSXCOG00000004481
poecilia_formosa ENSPFOG00000019759
poecilia_latipinna ENSPLAG00000021620
poecilia_mexicana ENSPMEG00000013147
poecilia_reticulata ENSPREG00000011266
gambusia_affinis ENSGAFG00000008547
kryptolebias_marmoratus ENSKMAG00000008134
oryzias_latipes ENSORLG00000008689
oryzias_latipes ENSORLG00020016702
oryzias_latipes_asm223469v1 ENSORLG00015003939
oryzias_melastigma ENSOMEG00000002156
astatotilapia_calliptera ENSACLG00000016978
maylandia_zebra ENSMZEG00005018300
haplochromis_burtoni ENSHBUG00000020355
pundamilia_nyererei ENSPNYG00000010011
oreochromis_niloticus ENSONIG00000013862
neolamprologus_brichardi ENSNBRG00000002374
amphilophus_citrinellus ENSACIG00000016746
amphiprion_percula ENSAPEG00000010389
amphiprion_ocellaris ENSAOCG00000012502
acanthochromis_polyacanthus ENSAPOG00000009306
stegastes_partitus ENSSPAG00000003567
cynoglossus_semilaevis ENSCSEG00000001549
periophthalmus_magnuspinnatus ENSPMGG00000014295
gadus_morhua ENSGMOG00000009964
esox_lucius ENSELUG00000020568
pygocentrus_nattereri ENSPNAG00000016389
astyanax_mexicanus ENSAMXG00000020614
ictalurus_punctatus ENSIPUG00000024692
danio_rerio ENSDARG00000078258
paramormyrops_kingsleyae ENSPKIG00000016717
paramormyrops_kingsleyae ENSPKIG00000016669
scleropages_formosus ENSSFOG00015015015
tetraodon_nigroviridis ENSTNIG00000011477
tetraodon_nigroviridis ENSTNIG00000000756
takifugu_rubripes ENSTRUG00000016330
mola_mola ENSMMOG00000010540
cynoglossus_semilaevis ENSCSEG00000018046
hippocampus_comes ENSHCOG00000012285
labrus_bergylta ENSLBEG00000009071
gasterosteus_aculeatus ENSGACG00000012577
anabas_testudineus ENSATEG00000017667
mastacembelus_armatus ENSMAMG00000002817
amphiprion_ocellaris ENSAOCG00000008775
amphiprion_percula ENSAPEG00000007211
acanthochromis_polyacanthus ENSAPOG00000022937
stegastes_partitus ENSSPAG00000014369
kryptolebias_marmoratus ENSKMAG00000011770
kryptolebias_marmoratus ENSKMAG00000011678
kryptolebias_marmoratus ENSKMAG00000011623
kryptolebias_marmoratus ENSKMAG00000011542
kryptolebias_marmoratus ENSKMAG00000011819
xiphophorus_maculatus ENSXMAG00000002996
xiphophorus_couchianus ENSXCOG00000007901
poecilia_formosa ENSPFOG00000013574
poecilia_latipinna ENSPLAG00000013691
poecilia_reticulata ENSPREG00000020484
xiphophorus_maculatus ENSXMAG00000023860
xiphophorus_maculatus ENSXMAG00000002982
xiphophorus_couchianus ENSXCOG00000007895
gambusia_affinis ENSGAFG00000005657
poecilia_formosa ENSPFOG00000013495
poecilia_mexicana ENSPMEG00000006106
poecilia_latipinna ENSPLAG00000013707
poecilia_reticulata ENSPREG00000020469
fundulus_heteroclitus ENSFHEG00000001513
fundulus_heteroclitus ENSFHEG00000004680
fundulus_heteroclitus ENSFHEG00000001526
fundulus_heteroclitus ENSFHEG00000022837
fundulus_heteroclitus ENSFHEG00000010456
cyprinodon_variegatus ENSCVAG00000008714
cyprinodon_variegatus ENSCVAG00000008674
cyprinodon_variegatus ENSCVAG00000008860
oryzias_melastigma ENSOMEG00000017084
oryzias_melastigma ENSOMEG00000017127
oryzias_latipes ENSORLG00000014584
oryzias_latipes ENSORLG00020001288
oryzias_latipes_asm223469v1 ENSORLG00015013979
oryzias_latipes ENSORLG00000030432
oryzias_latipes_asm223469v1 ENSORLG00015008301
oryzias_latipes ENSORLG00000024039
amphilophus_citrinellus ENSACIG00000017718
amphilophus_citrinellus ENSACIG00000022838
pundamilia_nyererei ENSPNYG00000002119
amphilophus_citrinellus ENSACIG00000000630
amphilophus_citrinellus ENSACIG00000013807
maylandia_zebra ENSMZEG00005005323
astatotilapia_calliptera ENSACLG00000017441
pundamilia_nyererei ENSPNYG00000001841
haplochromis_burtoni ENSHBUG00000012702
neolamprologus_brichardi ENSNBRG00000010548
oreochromis_niloticus ENSONIG00000011068
oreochromis_niloticus ENSONIG00000011070
astatotilapia_calliptera ENSACLG00000000480
maylandia_zebra ENSMZEG00005024833
maylandia_zebra ENSMZEG00005000655
neolamprologus_brichardi ENSNBRG00000002481
oreochromis_niloticus ENSONIG00000011330
maylandia_zebra ENSMZEG00005018640
astatotilapia_calliptera ENSACLG00000019708
pundamilia_nyererei ENSPNYG00000004549
maylandia_zebra ENSMZEG00005025849
maylandia_zebra ENSMZEG00005000826
maylandia_zebra ENSMZEG00005025957
haplochromis_burtoni ENSHBUG00000020252
maylandia_zebra ENSMZEG00005026008
maylandia_zebra ENSMZEG00005020755
haplochromis_burtoni ENSHBUG00000008076
haplochromis_burtoni ENSHBUG00000015179
maylandia_zebra ENSMZEG00005011315
neolamprologus_brichardi ENSNBRG00000015081
oreochromis_niloticus ENSONIG00000009607
haplochromis_burtoni ENSHBUG00000007985
neolamprologus_brichardi ENSNBRG00000000617
seriola_lalandi_dorsalis ENSSLDG00000016508
seriola_dumerili ENSSDUG00000000351
scophthalmus_maximus ENSSMAG00000001345
periophthalmus_magnuspinnatus ENSPMGG00000000080
gadus_morhua ENSGMOG00000015128
esox_lucius ENSELUG00000023066
esox_lucius ENSELUG00000006200
pygocentrus_nattereri ENSPNAG00000020051
pygocentrus_nattereri ENSPNAG00000020183
pygocentrus_nattereri ENSPNAG00000023509
pygocentrus_nattereri ENSPNAG00000023916
pygocentrus_nattereri ENSPNAG00000003817
astyanax_mexicanus ENSAMXG00000005720
ictalurus_punctatus ENSIPUG00000021738
danio_rerio ENSDARG00000052045
scleropages_formosus ENSSFOG00015005136
paramormyrops_kingsleyae ENSPKIG00000023426
lepisosteus_oculatus ENSLOCG00000004985
lepisosteus_oculatus ENSLOCG00000009873
