salvator_merianae ENSSMRG00000000369
haplochromis_burtoni ENSHBUG00000004141
neolamprologus_brichardi ENSNBRG00000016489
oreochromis_niloticus ENSONIG00000012118
amphiprion_percula ENSAPEG00000002258
amphiprion_ocellaris ENSAOCG00000019929
acanthochromis_polyacanthus ENSAPOG00000000119
stegastes_partitus ENSSPAG00000016046
cynoglossus_semilaevis ENSCSEG00000007003
mola_mola ENSMMOG00000006804
mastacembelus_armatus ENSMAMG00000006439
gasterosteus_aculeatus ENSGACG00000008996
tetraodon_nigroviridis ENSTNIG00000015073
takifugu_rubripes ENSTRUG00000012772
gadus_morhua ENSGMOG00000004408
esox_lucius ENSELUG00000008929
pygocentrus_nattereri ENSPNAG00000023964
astyanax_mexicanus ENSAMXG00000038757
ictalurus_punctatus ENSIPUG00000008445
danio_rerio ENSDARG00000100606
scleropages_formosus ENSSFOG00015014702
paramormyrops_kingsleyae ENSPKIG00000008025
scleropages_formosus ENSSFOG00015004444
lepisosteus_oculatus ENSLOCG00000007588
poecilia_mexicana ENSPMEG00000011151
poecilia_formosa ENSPFOG00000000930
poecilia_reticulata ENSPREG00000012878
cyprinodon_variegatus ENSCVAG00000001291
kryptolebias_marmoratus ENSKMAG00000019208
tetraodon_nigroviridis ENSTNIG00000014588
anabas_testudineus ENSATEG00000001714
mastacembelus_armatus ENSMAMG00000001844
labrus_bergylta ENSLBEG00000019340
amphiprion_percula ENSAPEG00000016087
amphiprion_ocellaris ENSAOCG00000007361
haplochromis_burtoni ENSHBUG00000007953
maylandia_zebra ENSMZEG00005008426
oreochromis_niloticus ENSONIG00000019080
seriola_lalandi_dorsalis ENSSLDG00000025213
gadus_morhua ENSGMOG00000007540
