dromaius_novaehollandiae ENSDNVG00000016992
pan_troglodytes ENSPTRG00000021620
gorilla_gorilla ENSGGOG00000022304
homo_sapiens ENSG00000169093
pongo_abelii ENSPPYG00000020082
rhinopithecus_roxellana ENSRROG00000040490
rhinopithecus_bieti ENSRBIG00000039447
colobus_angolensis_palliatus ENSCANG00000030800
papio_anubis ENSPANG00000022207
theropithecus_gelada ENSTGEG00000011895
mandrillus_leucophaeus ENSMLEG00000035976
chlorocebus_sabaeus ENSCSAG00000018066
macaca_nemestrina ENSMNEG00000006097
cercocebus_atys ENSCATG00000021222
cebus_capucinus ENSCCAG00000030226
saimiri_boliviensis_boliviensis ENSSBOG00000032915
callithrix_jacchus ENSCJAG00000033585
ornithorhynchus_anatinus ENSOANG00000011053
astyanax_mexicanus ENSAMXG00000002602
pygocentrus_nattereri ENSPNAG00000019563
ictalurus_punctatus ENSIPUG00000023444
danio_rerio ENSDARG00000021433
takifugu_rubripes ENSTRUG00000012841
tetraodon_nigroviridis ENSTNIG00000001063
gasterosteus_aculeatus ENSGACG00000001985
cynoglossus_semilaevis ENSCSEG00000005111
anabas_testudineus ENSATEG00000005819
monopterus_albus ENSMALG00000002412
labrus_bergylta ENSLBEG00000021487
mastacembelus_armatus ENSMAMG00000018443
seriola_dumerili ENSSDUG00000009823
seriola_lalandi_dorsalis ENSSLDG00000009645
scophthalmus_maximus ENSSMAG00000003955
mola_mola ENSMMOG00000019748
xiphophorus_maculatus ENSXMAG00000013461
xiphophorus_couchianus ENSXCOG00000018587
gambusia_affinis ENSGAFG00000021168
poecilia_formosa ENSPFOG00000013328
poecilia_mexicana ENSPMEG00000013114
poecilia_reticulata ENSPREG00000005514
poecilia_latipinna ENSPLAG00000011838
fundulus_heteroclitus ENSFHEG00000010311
cyprinodon_variegatus ENSCVAG00000022373
kryptolebias_marmoratus ENSKMAG00000004417
oryzias_latipes ENSORLG00020014459
oryzias_latipes ENSORLG00000010895
oryzias_latipes_asm223469v1 ENSORLG00015017425
oryzias_melastigma ENSOMEG00000014551
amphiprion_ocellaris ENSAOCG00000020810
amphiprion_percula ENSAPEG00000003496
acanthochromis_polyacanthus ENSAPOG00000013455
stegastes_partitus ENSSPAG00000008133
astatotilapia_calliptera ENSACLG00000026185
pundamilia_nyererei ENSPNYG00000011246
haplochromis_burtoni ENSHBUG00000011299
maylandia_zebra ENSMZEG00005021562
neolamprologus_brichardi ENSNBRG00000000673
oreochromis_niloticus ENSONIG00000006823
amphilophus_citrinellus ENSACIG00000020444
periophthalmus_magnuspinnatus ENSPMGG00000012695
hippocampus_comes ENSHCOG00000014021
gadus_morhua ENSGMOG00000019619
periophthalmus_magnuspinnatus ENSPMGG00000012693
marmota_marmota_marmota ENSMMMG00000004403
esox_lucius ENSELUG00000011025
scleropages_formosus ENSSFOG00015021779
paramormyrops_kingsleyae ENSPKIG00000004335
lepisosteus_oculatus ENSLOCG00000002631
petromyzon_marinus ENSPMAG00000009436
