chinchilla_lanigera ENSCLAG00000000411
tetraodon_nigroviridis ENSTNIG00000018947
mola_mola ENSMMOG00000011999
maylandia_zebra ENSMZEG00005010685
astatotilapia_calliptera ENSACLG00000007101
haplochromis_burtoni ENSHBUG00000019318
pundamilia_nyererei ENSPNYG00000008512
neolamprologus_brichardi ENSNBRG00000007164
oreochromis_niloticus ENSONIG00000019370
amphilophus_citrinellus ENSACIG00000007977
gasterosteus_aculeatus ENSGACG00000012872
xiphophorus_maculatus ENSXMAG00000011657
xiphophorus_couchianus ENSXCOG00000018211
gambusia_affinis ENSGAFG00000004256
poecilia_formosa ENSPFOG00000008582
poecilia_latipinna ENSPLAG00000014077
poecilia_mexicana ENSPMEG00000000413
poecilia_reticulata ENSPREG00000016362
cyprinodon_variegatus ENSCVAG00000005909
kryptolebias_marmoratus ENSKMAG00000010313
labrus_bergylta ENSLBEG00000023219
seriola_dumerili ENSSDUG00000017245
seriola_lalandi_dorsalis ENSSLDG00000006521
scophthalmus_maximus ENSSMAG00000010360
mastacembelus_armatus ENSMAMG00000001589
monopterus_albus ENSMALG00000020577
anabas_testudineus ENSATEG00000002583
hippocampus_comes ENSHCOG00000004881
periophthalmus_magnuspinnatus ENSPMGG00000014463
gadus_morhua ENSGMOG00000014384
esox_lucius ENSELUG00000013057
pygocentrus_nattereri ENSPNAG00000012317
astyanax_mexicanus ENSAMXG00000000556
ictalurus_punctatus ENSIPUG00000023159
danio_rerio ENSDARG00000057984
scleropages_formosus ENSSFOG00015008258
paramormyrops_kingsleyae ENSPKIG00000020265
astatotilapia_calliptera ENSACLG00000012895
