amphiprion_ocellaris ENSAOCG00000013688
callithrix_jacchus ENSCJAG00000017449
carlito_syrichta ENSTSYG00000037316
microcebus_murinus ENSMICG00000033857
propithecus_coquereli ENSPCOG00000016990
mus_musculus ENSMUSG00000023089
mus_spretus MGP_SPRETEiJ_G0029142
mus_spicilegus ENSMSIG00000015461
mus_caroli MGP_CAROLIEiJ_G0028142
mus_spicilegus ENSMSIG00000025755
mus_pahari MGP_PahariEiJ_G0021898
rattus_norvegicus ENSRNOG00000005698
meriones_unguiculatus ENSMUGG00000008705
mesocricetus_auratus ENSMAUG00000008323
mesocricetus_auratus ENSMAUG00000017282
cricetulus_griseus ENSCGRG00001006693
cricetulus_griseus ENSCGRG00015027259
cricetulus_griseus ENSCGRG00000016598
peromyscus_maniculatus ENSPEMG00000009370
microtus_ochrogaster ENSMOCG00000007318
nannospalax_galili ENSNGAG00000002341
jaculus_jaculus ENSJJAG00000002783
jaculus_jaculus ENSJJAG00000007686
jaculus_jaculus ENSJJAG00000010459
dipodomys_ordii ENSDORG00000027239
saimiri_boliviensis ENSSBOG00000029262
cebus_capucinus ENSCCAG00000003431
gorilla_gorilla ENSGGOG00000028149
piliocolobus_tephrosceles ENSPTEG00000034578
rhinopithecus_bieti ENSRBIG00000035639
cebus_capucinus ENSCCAG00000030799
aotus_nancymaae ENSANAG00000020451
spermophilus_dauricus ENSSDAG00000002558
canis_lupus ENSCAFG00000004150
phascolarctos_cinereus ENSPCIG00000006114
vombatus_ursinus ENSVURG00010015177
phascolarctos_cinereus ENSPCIG00000015441
phascolarctos_cinereus ENSPCIG00000032049
phascolarctos_cinereus ENSPCIG00000010633
vombatus_ursinus ENSVURG00010023859
vombatus_ursinus ENSVURG00010011671
phascolarctos_cinereus ENSPCIG00000033251
sarcophilus_harrisii ENSSHAG00000009044
monodelphis_domestica ENSMODG00000045978
monodelphis_domestica ENSMODG00000051554
ornithorhynchus_anatinus ENSOANG00000004827
xenopus_tropicalis ENSXETG00000020803
callorhinchus_milii ENSCMIG00000019863
petromyzon_marinus ENSPMAG00000006762
eptatretus_burgeri ENSEBUG00000011275
ciona_intestinalis ENSCING00000020727
ciona_savignyi ENSCSAVG00000001187
drosophila_melanogaster FBgn0047038
caenorhabditis_elegans WBGene00007880
