xiphophorus_maculatus ENSXMAG00000005078
ictidomys_tridecemlineatus ENSSTOG00000013699
spermophilus_dauricus ENSSDAG00000024337
urocitellus_parryii ENSUPAG00010022338
marmota_marmota ENSMMMG00000014113
oryctolagus_cuniculus ENSOCUG00000004982
ochotona_princeps ENSOPRG00000014734
choloepus_hoffmanni ENSCHOG00000001931
dasypus_novemcinctus ENSDNOG00000006499
procavia_capensis ENSPCAG00000011672
echinops_telfairi ENSETEG00000009484
vombatus_ursinus ENSVURG00010003233
phascolarctos_cinereus ENSPCIG00000001652
notamacropus_eugenii ENSMEUG00000009627
sarcophilus_harrisii ENSSHAG00000004578
monodelphis_domestica ENSMODG00000009681
apteryx_owenii ENSAOWG00000011167
apteryx_rowi ENSARWG00000017875
dromaius_novaehollandiae ENSDNVG00000006860
nothoprocta_perdicaria ENSNPEG00000011446
junco_hyemalis ENSJHYG00000004567
zonotrichia_albicollis ENSZALG00000006667
serinus_canaria ENSSCAG00000004466
lonchura_striata ENSLSDG00000006073
taeniopygia_guttata ENSTGUG00000010391
parus_major ENSPMJG00000007832
ficedula_albicollis ENSFALG00000012560
lepidothrix_coronata ENSLCOG00000000253
manacus_vitellinus ENSMVIG00005018075
melopsittacus_undulatus ENSMUNG00000000631
calidris_pygmaea ENSCPGG00000018814
calidris_pugnax ENSCPUG00000015487
anser_brachyrhynchus ENSABRG00000001584
anas_platyrhynchos ENSAPLG00000014334
gallus_gallus ENSGALG00000037360
meleagris_gallopavo ENSMGAG00000012423
coturnix_japonica ENSCJPG00005013338
numida_meleagris ENSNMEG00000011779
notechis_scutatus ENSNSUG00000004997
xenopus_tropicalis ENSXETG00000006252
gadus_morhua ENSGMOG00000009999
ciona_intestinalis ENSCING00000004147
caenorhabditis_elegans WBGene00010260
drosophila_melanogaster FBgn0035720
ciona_savignyi ENSCSAVG00000004395
ciona_intestinalis ENSCING00000008750
piliocolobus_tephrosceles ENSPTEG00000004001
piliocolobus_tephrosceles ENSPTEG00000004061
saccharomyces_cerevisiae YNL112W
