denticeps_clupeoides ENSDCDG00000000610
chrysemys_picta ENSCPBG00000023173
anolis_carolinensis ENSACAG00000014604
pogona_vitticeps ENSPVIG00000010990
notechis_scutatus ENSNSUG00000006787
salvator_merianae ENSSMRG00000010133
sphenodon_punctatus ENSSPUG00000002926
taeniopygia_guttata ENSTGUG00000013648
hucho_hucho ENSHHUG00000014548
phascolarctos_cinereus ENSPCIG00000025139
vombatus_ursinus ENSVURG00010021812
notamacropus_eugenii ENSMEUG00000000032
monodelphis_domestica ENSMODG00000011311
sarcophilus_harrisii ENSSHAG00000000831
erinaceus_europaeus ENSEEUG00000009260
felis_catus ENSFCAG00000009610
vicugna_pacos ENSVPAG00000009088
equus_asinus ENSEASG00005008052
equus_caballus ENSECAG00000024346
pan_troglodytes ENSPTRG00000014833
pan_paniscus ENSPPAG00000037972
homo_sapiens ENSG00000011376
gorilla_gorilla ENSGGOG00000015767
pongo_abelii ENSPPYG00000013946
nomascus_leucogenys ENSNLEG00000006048
rhinopithecus_bieti ENSRBIG00000038739
rhinopithecus_roxellana ENSRROG00000043579
piliocolobus_tephrosceles ENSPTEG00000010502
colobus_angolensis ENSCANG00000038394
theropithecus_gelada ENSTGEG00000012436
mandrillus_leucophaeus ENSMLEG00000033552
cercocebus_atys ENSCATG00000016502
macaca_fascicularis ENSMFAG00000003225
macaca_nemestrina ENSMNEG00000031043
macaca_mulatta ENSMMUG00000018020
papio_anubis ENSPANG00000015569
chlorocebus_sabaeus ENSCSAG00000016339
cebus_capucinus ENSCCAG00000037596
saimiri_boliviensis ENSSBOG00000022764
callithrix_jacchus ENSCJAG00000001949
aotus_nancymaae ENSANAG00000034662
carlito_syrichta ENSTSYG00000011445
propithecus_coquereli ENSPCOG00000027876
microcebus_murinus ENSMICG00000049159
prolemur_simus ENSPSMG00000010470
otolemur_garnettii ENSOGAG00000004381
ictidomys_tridecemlineatus ENSSTOG00000012878
urocitellus_parryii ENSUPAG00010015661
spermophilus_dauricus ENSSDAG00000003222
marmota_marmota ENSMMMG00000008663
ovis_aries ENSOARG00000010595
capra_hircus ENSCHIG00000003165
bos_indicus ENSBIXG00000009598
bos_indicus ENSBIXG00005023245
bos_taurus ENSBTAG00000007315
bos_mutus ENSBMUG00000008351
bison_bison ENSBBBG00000002929
tursiops_truncatus ENSTTRG00000006813
sus_scrofa ENSSSCG00000011312
pteropus_vampyrus ENSPVAG00000017735
myotis_lucifugus ENSMLUG00000010333
mus_spretus MGP_SPRETEiJ_G0034006
mus_spicilegus ENSMSIG00000022079
mus_musculus ENSMUSG00000035202
mus_caroli MGP_CAROLIEiJ_G0032858
mus_pahari MGP_PahariEiJ_G0015724
rattus_norvegicus ENSRNOG00000004760
meriones_unguiculatus ENSMUGG00000018132
cricetulus_griseus ENSCGRG00001013043
cricetulus_griseus ENSCGRG00000000249
cricetulus_griseus ENSCGRG00015012016
mesocricetus_auratus ENSMAUG00000014868
microtus_ochrogaster ENSMOCG00000018666
peromyscus_maniculatus ENSPEMG00000021995
nannospalax_galili ENSNGAG00000011444
jaculus_jaculus ENSJJAG00000009780
dasypus_novemcinctus ENSDNOG00000005830
ursus_maritimus ENSUMAG00000005688
ursus_americanus ENSUAMG00000002133
ailuropoda_melanoleuca ENSAMEG00000012154
mustela_putorius ENSMPUG00000015327
neovison_vison ENSNVIG00000021172
canis_lupus ENSCAFG00000014030
canis_lupus ENSCAFG00020013332
vulpes_vulpes ENSVVUG00000006969
panthera_pardus ENSPPRG00000005866
panthera_tigris ENSPTIG00000014039
choloepus_hoffmanni ENSCHOG00000006316
dipodomys_ordii ENSDORG00000015812
oryctolagus_cuniculus ENSOCUG00000001964
ochotona_princeps ENSOPRG00000000468
chinchilla_lanigera ENSCLAG00000015249
octodon_degus ENSODEG00000009801
cavia_porcellus ENSCPOG00000008058
cavia_aperea ENSCAPG00000015003
heterocephalus_glaber ENSHGLG00000016811
heterocephalus_glaber ENSHGLG00100012898
fukomys_damarensis ENSFDAG00000020916
tupaia_belangeri ENSTBEG00000010757
sorex_araneus ENSSARG00000004139
procavia_capensis ENSPCAG00000003818
echinops_telfairi ENSETEG00000019395
loxodonta_africana ENSLAFG00000002474
ornithorhynchus_anatinus ENSOANG00000031122
piliocolobus_tephrosceles ENSPTEG00000013689
ornithorhynchus_anatinus ENSOANG00000006800
xenopus_tropicalis ENSXETG00000010940
callorhinchus_milii ENSCMIG00000010742
eptatretus_burgeri ENSEBUG00000005332
ciona_savignyi ENSCSAVG00000003621
ciona_savignyi ENSCSAVG00000003603
ciona_intestinalis ENSCING00000003591
drosophila_melanogaster FBgn0027085
caenorhabditis_elegans WBGene00003074
saccharomyces_cerevisiae YLR382C
