sphenodon_punctatus ENSSPUG00000014263
oryzias_latipes ENSORLG00000002982
oryzias_latipes ENSORLG00020004632
oryzias_latipes_asm223469v1 ENSORLG00015014434
stegastes_partitus ENSSPAG00000001451
maylandia_zebra ENSMZEG00005009401
astatotilapia_calliptera ENSACLG00000011686
pundamilia_nyererei ENSPNYG00000009127
haplochromis_burtoni ENSHBUG00000014599
neolamprologus_brichardi ENSNBRG00000017825
oreochromis_niloticus ENSONIG00000014437
amphilophus_citrinellus ENSACIG00000006011
paramormyrops_kingsleyae ENSPKIG00000001267
petromyzon_marinus ENSPMAG00000007781
eptatretus_burgeri ENSEBUG00000009685
