seriola_dumerili ENSSDUG00000012777
echinops_telfairi ENSETEG00000004803
dasypus_novemcinctus ENSDNOG00000019914
castor_canadensis ENSCCNG00000008751
dipodomys_ordii ENSDORG00000025079
mus_spicilegus ENSMSIG00000005622
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030622
mus_musculus ENSMUSG00000036854
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029526
mus_pahari MGP_PahariEiJ_G0012760
rattus_norvegicus ENSRNOG00000020922
meriones_unguiculatus ENSMUGG00000012898
cricetulus_griseus_crigri-picr ENSCGRG00015016121
cricetulus_griseus_chok1gshd ENSCGRG00001014290
cricetulus_griseus_crigri ENSCGRG00000011783
mesocricetus_auratus ENSMAUG00000021199
peromyscus_maniculatus_bairdii ENSPEMG00000024719
microtus_ochrogaster ENSMOCG00000005019
nannospalax_galili ENSNGAG00000001412
jaculus_jaculus ENSJJAG00000014953
heterocephalus_glaber_male ENSHGLG00100006272
heterocephalus_glaber_female ENSHGLG00000013872
fukomys_damarensis ENSFDAG00000006581
cavia_porcellus ENSCPOG00000032854
octodon_degus ENSODEG00000016136
chinchilla_lanigera ENSCLAG00000010884
marmota_marmota_marmota ENSMMMG00000005416
urocitellus_parryii ENSUPAG00010011981
ictidomys_tridecemlineatus ENSSTOG00000009121
oryctolagus_cuniculus ENSOCUG00000021287
homo_sapiens ENSG00000004776
gorilla_gorilla ENSGGOG00000016841
pan_troglodytes ENSPTRG00000010864
pan_paniscus ENSPPAG00000039409
pongo_abelii ENSPPYG00000009881
nomascus_leucogenys ENSNLEG00000033563
colobus_angolensis_palliatus ENSCANG00000036843
piliocolobus_tephrosceles ENSPTEG00000014180
rhinopithecus_bieti ENSRBIG00000044056
rhinopithecus_roxellana ENSRROG00000043920
macaca_mulatta ENSMMUG00000002389
macaca_fascicularis ENSMFAG00000039408
macaca_nemestrina ENSMNEG00000042058
theropithecus_gelada ENSTGEG00000009410
mandrillus_leucophaeus ENSMLEG00000039279
chlorocebus_sabaeus ENSCSAG00000004342
cercocebus_atys ENSCATG00000037054
papio_anubis ENSPANG00000008104
cebus_capucinus ENSCCAG00000025026
saimiri_boliviensis_boliviensis ENSSBOG00000024748
callithrix_jacchus ENSCJAG00000048539
aotus_nancymaae ENSANAG00000024500
carlito_syrichta ENSTSYG00000027798
propithecus_coquereli ENSPCOG00000001726
microcebus_murinus ENSMICG00000046456
prolemur_simus ENSPSMG00000000673
otolemur_garnettii ENSOGAG00000004176
vicugna_pacos ENSVPAG00000009266
erinaceus_europaeus ENSEEUG00000005090
myotis_lucifugus ENSMLUG00000028307
ursus_maritimus ENSUMAG00000020421
ursus_americanus ENSUAMG00000020693
ailuropoda_melanoleuca ENSAMEG00000000640
neovison_vison ENSNVIG00000017126
mustela_putorius_furo ENSMPUG00000006080
canis_lupus_familiaris ENSCAFG00000006801
canis_lupus_dingo ENSCAFG00020018378
vulpes_vulpes ENSVVUG00000014980
panthera_pardus ENSPPRG00000001649
felis_catus ENSFCAG00000006386
pteropus_vampyrus ENSPVAG00000012846
bos_taurus ENSBTAG00000018598
bos_mutus ENSBMUG00000017326
bison_bison_bison ENSBBBG00000006055
ovis_aries ENSOARG00000005034
capra_hircus ENSCHIG00000007351
tursiops_truncatus ENSTTRG00000003845
sus_scrofa ENSSSCG00000023498
equus_caballus ENSECAG00000039018
equus_asinus_asinus ENSEASG00005001327
xenopus_tropicalis ENSXETG00000017563
drosophila_melanogaster FBgn0001226
