coturnix_japonica ENSCJPG00005014169
mola_mola ENSMMOG00000020425
gasterosteus_aculeatus ENSGACG00000014129
xiphophorus_couchianus ENSXCOG00000016611
xiphophorus_maculatus ENSXMAG00000009311
poecilia_formosa ENSPFOG00000015165
poecilia_latipinna ENSPLAG00000012664
poecilia_mexicana ENSPMEG00000014281
gambusia_affinis ENSGAFG00000018094
cyprinodon_variegatus ENSCVAG00000013662
fundulus_heteroclitus ENSFHEG00000016335
kryptolebias_marmoratus ENSKMAG00000018781
oryzias_latipes ENSORLG00020006178
oryzias_latipes ENSORLG00000026743
oryzias_latipes ENSORLG00015019438
oryzias_melastigma ENSOMEG00000024011
amphiprion_percula ENSAPEG00000016498
amphiprion_ocellaris ENSAOCG00000012682
acanthochromis_polyacanthus ENSAPOG00000001329
stegastes_partitus ENSSPAG00000010558
periophthalmus_magnuspinnatus ENSPMGG00000000815
cynoglossus_semilaevis ENSCSEG00000021265
scophthalmus_maximus ENSSMAG00000005801
labrus_bergylta ENSLBEG00000016961
anabas_testudineus ENSATEG00000003497
mastacembelus_armatus ENSMAMG00000001889
monopterus_albus ENSMALG00000003807
haplochromis_burtoni ENSHBUG00000002865
maylandia_zebra ENSMZEG00005022553
astatotilapia_calliptera ENSACLG00000004671
pundamilia_nyererei ENSPNYG00000009181
neolamprologus_brichardi ENSNBRG00000016007
oreochromis_niloticus ENSONIG00000001319
amphilophus_citrinellus ENSACIG00000012455
seriola_dumerili ENSSDUG00000018312
seriola_lalandi ENSSLDG00000009496
hippocampus_comes ENSHCOG00000006992
paramormyrops_kingsleyae ENSPKIG00000010301
esox_lucius ENSELUG00000020132
scleropages_formosus ENSSFOG00015005706
gadus_morhua ENSGMOG00000005086
lepisosteus_oculatus ENSLOCG00000001447
xenopus_tropicalis ENSXETG00000016542
eptatretus_burgeri ENSEBUG00000008254
ciona_savignyi ENSCSAVG00000006107
ciona_intestinalis ENSCING00000024126
