oryzias_latipes_asm223469v1 ENSORLG00015000016
theropithecus_gelada ENSTGEG00000020290
mandrillus_leucophaeus ENSMLEG00000040773
piliocolobus_tephrosceles ENSPTEG00000002150
colobus_angolensis_palliatus ENSCANG00000032550
rhinopithecus_roxellana ENSRROG00000038056
rhinopithecus_bieti ENSRBIG00000032216
pan_troglodytes ENSPTRG00000023882
pan_paniscus ENSPPAG00000038082
homo_sapiens ENSG00000166197
gorilla_gorilla ENSGGOG00000002158
pongo_abelii ENSPPYG00000002595
nomascus_leucogenys ENSNLEG00000015012
saimiri_boliviensis_boliviensis ENSSBOG00000031205
callithrix_jacchus ENSCJAG00000017832
cebus_capucinus ENSCCAG00000031293
aotus_nancymaae ENSANAG00000026475
chlorocebus_sabaeus ENSCSAG00000015368
propithecus_coquereli ENSPCOG00000019070
prolemur_simus ENSPSMG00000022996
microcebus_murinus ENSMICG00000011811
otolemur_garnettii ENSOGAG00000016359
castor_canadensis ENSCCNG00000016062
dipodomys_ordii ENSDORG00000001056
cricetulus_griseus_chok1gshd ENSCGRG00001009806
cricetulus_griseus_crigri ENSCGRG00000005530
cricetulus_griseus_crigri-picr ENSCGRG00015021666
microtus_ochrogaster ENSMOCG00000015232
mus_spicilegus ENSMSIG00000011702
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023948
mus_musculus ENSMUSG00000015176
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023027
mus_pahari MGP_PahariEiJ_G0014517
rattus_norvegicus ENSRNOG00000018704
meriones_unguiculatus ENSMUGG00000015162
nannospalax_galili ENSNGAG00000024139
jaculus_jaculus ENSJJAG00000021131
marmota_marmota_marmota ENSMMMG00000023274
spermophilus_dauricus ENSSDAG00000022225
urocitellus_parryii ENSUPAG00010009783
ictidomys_tridecemlineatus ENSSTOG00000002168
choloepus_hoffmanni ENSCHOG00000006588
dasypus_novemcinctus ENSDNOG00000025256
loxodonta_africana ENSLAFG00000014245
procavia_capensis ENSPCAG00000008388
echinops_telfairi ENSETEG00000019260
ornithorhynchus_anatinus ENSOANG00000007824
xenopus_tropicalis ENSXETG00000010014
caenorhabditis_elegans_strain_n2 WBGene00000931
