dromaius_novaehollandiae ENSDNVG00000009878
cynoglossus_semilaevis ENSCSEG00000004879
labrus_bergylta ENSLBEG00000018413
monopterus_albus ENSMALG00000008298
mastacembelus_armatus ENSMAMG00000014134
anabas_testudineus ENSATEG00000005159
gasterosteus_aculeatus ENSGACG00000005217
haplochromis_burtoni ENSHBUG00000000604
maylandia_zebra ENSMZEG00005021564
pundamilia_nyererei ENSPNYG00000012912
astatotilapia_calliptera ENSACLG00000016030
neolamprologus_brichardi ENSNBRG00000000074
oreochromis_niloticus ENSONIG00000006528
amphilophus_citrinellus ENSACIG00000014117
amphiprion_ocellaris ENSAOCG00000014938
amphiprion_percula ENSAPEG00000009671
acanthochromis_polyacanthus ENSAPOG00000010189
seriola_lalandi_dorsalis ENSSLDG00000011010
seriola_dumerili ENSSDUG00000003074
mola_mola ENSMMOG00000015216
takifugu_rubripes ENSTRUG00000019857
labrus_bergylta ENSLBEG00000007529
stegastes_partitus ENSSPAG00000007575
scophthalmus_maximus ENSSMAG00000008533
tetraodon_nigroviridis ENSTNIG00000010896
periophthalmus_magnuspinnatus ENSPMGG00000006247
esox_lucius ENSELUG00000016401
pygocentrus_nattereri ENSPNAG00000003640
astyanax_mexicanus ENSAMXG00000040495
ictalurus_punctatus ENSIPUG00000021391
danio_rerio ENSDARG00000090472
paramormyrops_kingsleyae ENSPKIG00000012360
scleropages_formosus ENSSFOG00015006407
lepisosteus_oculatus ENSLOCG00000007378
lepisosteus_oculatus ENSLOCG00000000400
gadus_morhua ENSGMOG00000008377
petromyzon_marinus ENSPMAG00000001097
ciona_intestinalis ENSCING00000023246
ciona_savignyi ENSCSAVG00000010402
