coturnix_japonica ENSCJPG00005007580
octodon_degus ENSODEG00000011987
chinchilla_lanigera ENSCLAG00000006421
cavia_porcellus ENSCPOG00000025054
heterocephalus_glaber_male ENSHGLG00100016481
heterocephalus_glaber_female ENSHGLG00000013187
fukomys_damarensis ENSFDAG00000009761
castor_canadensis ENSCCNG00000003417
dipodomys_ordii ENSDORG00000013678
ictidomys_tridecemlineatus ENSSTOG00000001051
spermophilus_dauricus ENSSDAG00000018281
urocitellus_parryii ENSUPAG00010016560
marmota_marmota_marmota ENSMMMG00000004858
oryctolagus_cuniculus ENSOCUG00000015388
pan_troglodytes ENSPTRG00000012097
pan_paniscus ENSPPAG00000029713
homo_sapiens ENSG00000115307
gorilla_gorilla ENSGGOG00000006317
nomascus_leucogenys ENSNLEG00000000790
pongo_abelii ENSPPYG00000012267
chlorocebus_sabaeus ENSCSAG00000015721
macaca_mulatta ENSMMUG00000002131
rhinopithecus_roxellana ENSRROG00000034316
rhinopithecus_bieti ENSRBIG00000035697
piliocolobus_tephrosceles ENSPTEG00000036051
colobus_angolensis_palliatus ENSCANG00000030131
theropithecus_gelada ENSTGEG00000017662
papio_anubis ENSPANG00000020439
cercocebus_atys ENSCATG00000025926
mandrillus_leucophaeus ENSMLEG00000038533
macaca_fascicularis ENSMFAG00000001636
macaca_nemestrina ENSMNEG00000034556
cebus_capucinus ENSCCAG00000003429
saimiri_boliviensis_boliviensis ENSSBOG00000027081
callithrix_jacchus ENSCJAG00000017289
aotus_nancymaae ENSANAG00000031188
carlito_syrichta ENSTSYG00000037481
propithecus_coquereli ENSPCOG00000015473
prolemur_simus ENSPSMG00000020472
microcebus_murinus ENSMICG00000044754
otolemur_garnettii ENSOGAG00000001066
loxodonta_africana ENSLAFG00000018372
procavia_capensis ENSPCAG00000016957
echinops_telfairi ENSETEG00000011894
erinaceus_europaeus ENSEEUG00000001373
dasypus_novemcinctus ENSDNOG00000019909
xenopus_tropicalis ENSXETG00000030984
latimeria_chalumnae ENSLACG00000010711
scleropages_formosus ENSSFOG00015004967
paramormyrops_kingsleyae ENSPKIG00000020155
scleropages_formosus ENSSFOG00015009364
scophthalmus_maximus ENSSMAG00000013035
gasterosteus_aculeatus ENSGACG00000018693
fundulus_heteroclitus ENSFHEG00000016704
cyprinodon_variegatus ENSCVAG00000020992
xiphophorus_maculatus ENSXMAG00000018953
gambusia_affinis ENSGAFG00000000249
poecilia_formosa ENSPFOG00000003188
poecilia_mexicana ENSPMEG00000014403
poecilia_latipinna ENSPLAG00000007684
poecilia_reticulata ENSPREG00000004045
oryzias_latipes_asm223469v1 ENSORLG00015014582
oryzias_latipes ENSORLG00000009618
oryzias_latipes ENSORLG00020019588
oryzias_melastigma ENSOMEG00000016352
pundamilia_nyererei ENSPNYG00000000065
haplochromis_burtoni ENSHBUG00000001569
astatotilapia_calliptera ENSACLG00000022384
maylandia_zebra ENSMZEG00005005874
neolamprologus_brichardi ENSNBRG00000021651
oreochromis_niloticus ENSONIG00000015772
amphilophus_citrinellus ENSACIG00000005509
cynoglossus_semilaevis ENSCSEG00000016943
kryptolebias_marmoratus ENSKMAG00000013998
takifugu_rubripes ENSTRUG00000007392
tetraodon_nigroviridis ENSTNIG00000006079
labrus_bergylta ENSLBEG00000014035
mola_mola ENSMMOG00000009697
amphiprion_ocellaris ENSAOCG00000014718
amphiprion_percula ENSAPEG00000008230
acanthochromis_polyacanthus ENSAPOG00000008594
stegastes_partitus ENSSPAG00000022964
mastacembelus_armatus ENSMAMG00000015180
monopterus_albus ENSMALG00000011774
anabas_testudineus ENSATEG00000018310
seriola_lalandi_dorsalis ENSSLDG00000022898
seriola_dumerili ENSSDUG00000013273
hippocampus_comes ENSHCOG00000003550
periophthalmus_magnuspinnatus ENSPMGG00000007583
gadus_morhua ENSGMOG00000005630
esox_lucius ENSELUG00000004256
pygocentrus_nattereri ENSPNAG00000006015
astyanax_mexicanus ENSAMXG00000029407
ictalurus_punctatus ENSIPUG00000020112
danio_rerio ENSDARG00000092609
lepisosteus_oculatus ENSLOCG00000002068
petromyzon_marinus ENSPMAG00000003964
eptatretus_burgeri ENSEBUG00000014264
caenorhabditis_elegans_strain_n2 WBGene00018408
