sphenodon_punctatus ENSSPUG00000003512
pongo_abelii ENSPPYG00000000792
nomascus_leucogenys ENSNLEG00000010798
rhinopithecus_bieti ENSRBIG00000043399
rhinopithecus_roxellana ENSRROG00000013856
colobus_angolensis ENSCANG00000036781
papio_anubis ENSPANG00000006363
theropithecus_gelada ENSTGEG00000019634
cercocebus_atys ENSCATG00000029955
macaca_fascicularis ENSMFAG00000030893
macaca_nemestrina ENSMNEG00000042788
macaca_mulatta ENSMMUG00000005008
chlorocebus_sabaeus ENSCSAG00000001896
mandrillus_leucophaeus ENSMLEG00000031038
piliocolobus_tephrosceles ENSPTEG00000035599
cebus_capucinus ENSCCAG00000031305
saimiri_boliviensis ENSSBOG00000035500
callithrix_jacchus ENSCJAG00000009978
aotus_nancymaae ENSANAG00000022154
carlito_syrichta ENSTSYG00000004188
propithecus_coquereli ENSPCOG00000019702
microcebus_murinus ENSMICG00000010316
prolemur_simus ENSPSMG00000021280
otolemur_garnettii ENSOGAG00000016958
loxodonta_africana ENSLAFG00000017875
procavia_capensis ENSPCAG00000003143
echinops_telfairi ENSETEG00000008252
dasypus_novemcinctus ENSDNOG00000042769
choloepus_hoffmanni ENSCHOG00000002522
sorex_araneus ENSSARG00000011575
vombatus_ursinus ENSVURG00010022352
vombatus_ursinus ENSVURG00010016851
phascolarctos_cinereus ENSPCIG00000029352
notamacropus_eugenii ENSMEUG00000009643
sarcophilus_harrisii ENSSHAG00000011761
monodelphis_domestica ENSMODG00000017299
xenopus_tropicalis ENSXETG00000006132
latimeria_chalumnae ENSLACG00000006665
clupea_harengus ENSCHAG00000015120
denticeps_clupeoides ENSDCDG00000028259
astyanax_mexicanus ENSAMXG00005022856
astyanax_mexicanus ENSAMXG00000038728
pygocentrus_nattereri ENSPNAG00000021582
electrophorus_electricus ENSEEEG00000005333
ictalurus_punctatus ENSIPUG00000000049
hucho_hucho ENSHHUG00000026698
hucho_hucho ENSHHUG00000022825
esox_lucius ENSELUG00000008632
scleropages_formosus ENSSFOG00015011269
paramormyrops_kingsleyae ENSPKIG00000012269
xiphophorus_maculatus ENSXMAG00000001292
xiphophorus_couchianus ENSXCOG00000020736
gambusia_affinis ENSGAFG00000010387
poecilia_latipinna ENSPLAG00000006010
poecilia_mexicana ENSPMEG00000006146
poecilia_formosa ENSPFOG00000002309
poecilia_reticulata ENSPREG00000015382
cyprinodon_variegatus ENSCVAG00000012215
fundulus_heteroclitus ENSFHEG00000012872
oryzias_latipes ENSORLG00000020829
oryzias_latipes ENSORLG00015014824
oryzias_latipes ENSORLG00020008970
oryzias_melastigma ENSOMEG00000004232
betta_splendens ENSBSLG00000008223
mola_mola ENSMMOG00000018326
takifugu_rubripes ENSTRUG00000011094
gasterosteus_aculeatus ENSGACG00000002937
cottoperca_gobio ENSCGOG00000015850
larimichthys_crocea ENSLCRG00005004298
scophthalmus_maximus ENSSMAG00000018202
cynoglossus_semilaevis ENSCSEG00000014379
mastacembelus_armatus ENSMAMG00000018438
kryptolebias_marmoratus ENSKMAG00000006449
gouania_willdenowi ENSGWIG00000001767
amphiprion_ocellaris ENSAOCG00000013454
amphiprion_percula ENSAPEG00000020887
acanthochromis_polyacanthus ENSAPOG00000011286
stegastes_partitus ENSSPAG00000009636
parambassis_ranga ENSPRNG00000013822
pundamilia_nyererei ENSPNYG00000014895
astatotilapia_calliptera ENSACLG00000015262
maylandia_zebra ENSMZEG00005016932
haplochromis_burtoni ENSHBUG00000008938
neolamprologus_brichardi ENSNBRG00000008219
oreochromis_niloticus ENSONIG00000001567
amphilophus_citrinellus ENSACIG00000004232
labrus_bergylta ENSLBEG00000008776
labrus_bergylta ENSLBEG00000024601
monopterus_albus ENSMALG00000005197
anabas_testudineus ENSATEG00000019710
seriola_dumerili ENSSDUG00000013910
seriola_lalandi ENSSLDG00000012718
lates_calcarifer ENSLCAG00010009329
hippocampus_comes ENSHCOG00000010700
periophthalmus_magnuspinnatus ENSPMGG00000014595
gadus_morhua ENSGMOG00000015389
lepisosteus_oculatus ENSLOCG00000008658
erpetoichthys_calabaricus ENSECRG00000003438
petromyzon_marinus ENSPMAG00000004309
eptatretus_burgeri ENSEBUG00000013040
