lepisosteus_oculatus ENSLOCG00000010376
poecilia_latipinna ENSPLAG00000000967
poecilia_mexicana ENSPMEG00000014493
poecilia_formosa ENSPFOG00000006145
poecilia_reticulata ENSPREG00000014070
fundulus_heteroclitus ENSFHEG00000001890
cyprinodon_variegatus ENSCVAG00000016408
kryptolebias_marmoratus ENSKMAG00000001654
oryzias_latipes ENSORLG00020010733
oryzias_latipes ENSORLG00015007961
oryzias_latipes ENSORLG00000006052
oryzias_melastigma ENSOMEG00000010011
gouania_willdenowi ENSGWIG00000017263
larimichthys_crocea ENSLCRG00005004903
cottoperca_gobio ENSCGOG00000006456
mastacembelus_armatus ENSMAMG00000003907
anabas_testudineus ENSATEG00000019219
monopterus_albus ENSMALG00000010468
labrus_bergylta ENSLBEG00000026029
seriola_lalandi ENSSLDG00000012457
seriola_dumerili ENSSDUG00000020013
lates_calcarifer ENSLCAG00010016273
scophthalmus_maximus ENSSMAG00000009635
cynoglossus_semilaevis ENSCSEG00000002509
betta_splendens ENSBSLG00000011946
periophthalmus_magnuspinnatus ENSPMGG00000022447
hippocampus_comes ENSHCOG00000000167
gadus_morhua ENSGMOG00000011013
hucho_hucho ENSHHUG00000041707
hucho_hucho ENSHHUG00000037290
esox_lucius ENSELUG00000015071
clupea_harengus ENSCHAG00000019357
denticeps_clupeoides ENSDCDG00000027960
astyanax_mexicanus ENSAMXG00005005221
astyanax_mexicanus ENSAMXG00000033089
pygocentrus_nattereri ENSPNAG00000000462
ictalurus_punctatus ENSIPUG00000009960
electrophorus_electricus ENSEEEG00000002536
danio_rerio ENSDARG00000060236
gambusia_affinis ENSGAFG00000013987
poecilia_formosa ENSPFOG00000014460
xiphophorus_couchianus ENSXCOG00000012147
cyprinodon_variegatus ENSCVAG00000013962
kryptolebias_marmoratus ENSKMAG00000000254
oryzias_latipes ENSORLG00020019594
oryzias_latipes ENSORLG00015020512
oryzias_latipes ENSORLG00000030591
oryzias_melastigma ENSOMEG00000021571
gouania_willdenowi ENSGWIG00000001944
tetraodon_nigroviridis ENSTNIG00000012048
larimichthys_crocea ENSLCRG00005011390
labrus_bergylta ENSLBEG00000011935
mastacembelus_armatus ENSMAMG00000007706
seriola_lalandi ENSSLDG00000001429
scophthalmus_maximus ENSSMAG00000016210
betta_splendens ENSBSLG00000002273
anabas_testudineus ENSATEG00000022277
monopterus_albus ENSMALG00000001604
haplochromis_burtoni ENSHBUG00000015210
astatotilapia_calliptera ENSACLG00000014478
pundamilia_nyererei ENSPNYG00000006598
maylandia_zebra ENSMZEG00005010507
oreochromis_niloticus ENSONIG00000018940
stegastes_partitus ENSSPAG00000007420
lates_calcarifer ENSLCAG00010020761
seriola_dumerili ENSSDUG00000001709
amphilophus_citrinellus ENSACIG00000006102
cottoperca_gobio ENSCGOG00000019206
gasterosteus_aculeatus ENSGACG00000018358
mola_mola ENSMMOG00000007185
parambassis_ranga ENSPRNG00000000105
cynoglossus_semilaevis ENSCSEG00000013814
periophthalmus_magnuspinnatus ENSPMGG00000010897
hippocampus_comes ENSHCOG00000018836
gadus_morhua ENSGMOG00000015814
esox_lucius ENSELUG00000009340
hucho_hucho ENSHHUG00000013450
scleropages_formosus ENSSFOG00015020390
paramormyrops_kingsleyae ENSPKIG00000000227
eptatretus_burgeri ENSEBUG00000015891
caenorhabditis_elegans WBGene00017463
