sus_scrofa ENSSSCG00000039056
pogona_vitticeps ENSPVIG00000019884
notechis_scutatus ENSNSUG00000015938
salvator_merianae ENSSMRG00000023124
sphenodon_punctatus ENSSPUG00000006935
gopherus_agassizii ENSGAGG00000023317
chelonoidis_abingdonii ENSCABG00000013881
chrysemys_picta_bellii ENSCPBG00000023678
pelodiscus_sinensis ENSPSIG00000017895
calidris_pugnax ENSCPUG00000005069
calidris_pygmaea ENSCPGG00000010997
melopsittacus_undulatus ENSMUNG00000005493
lepidothrix_coronata ENSLCOG00000003160
manacus_vitellinus ENSMVIG00005018930
parus_major ENSPMJG00000008476
cyanistes_caeruleus ENSCCEG00000011022
ficedula_albicollis ENSFALG00000000684
lonchura_striata_domestica ENSLSDG00000006937
taeniopygia_guttata ENSTGUG00000007465
zonotrichia_albicollis ENSZALG00000011377
junco_hyemalis ENSJHYG00000011968
gallus_gallus ENSGALG00000032452
coturnix_japonica ENSCJPG00005011105
numida_meleagris ENSNMEG00000007978
anser_brachyrhynchus ENSABRG00000004252
anas_platyrhynchos_platyrhynchos ENSAPLG00000003204
apteryx_rowi ENSARWG00000002574
apteryx_haastii ENSAHAG00000001733
apteryx_owenii ENSAOWG00000011290
dromaius_novaehollandiae ENSDNVG00000016941
nothoprocta_perdicaria ENSNPEG00000007588
pundamilia_nyererei ENSPNYG00000011427
haplochromis_burtoni ENSHBUG00000017532
maylandia_zebra ENSMZEG00005023324
astatotilapia_calliptera ENSACLG00000020685
neolamprologus_brichardi ENSNBRG00000011019
oreochromis_niloticus ENSONIG00000009670
amphilophus_citrinellus ENSACIG00000002741
amphiprion_percula ENSAPEG00000019917
amphiprion_ocellaris ENSAOCG00000003651
acanthochromis_polyacanthus ENSAPOG00000002273
stegastes_partitus ENSSPAG00000005353
monopterus_albus ENSMALG00000019913
mastacembelus_armatus ENSMAMG00000020103
anabas_testudineus ENSATEG00000020474
seriola_dumerili ENSSDUG00000023035
seriola_lalandi_dorsalis ENSSLDG00000017883
takifugu_rubripes ENSTRUG00000006731
tetraodon_nigroviridis ENSTNIG00000011253
gasterosteus_aculeatus ENSGACG00000014483
mola_mola ENSMMOG00000000665
scophthalmus_maximus ENSSMAG00000013701
cynoglossus_semilaevis ENSCSEG00000020487
labrus_bergylta ENSLBEG00000005206
hippocampus_comes ENSHCOG00000007263
periophthalmus_magnuspinnatus ENSPMGG00000005369
fundulus_heteroclitus ENSFHEG00000015698
cyprinodon_variegatus ENSCVAG00000003684
poecilia_formosa ENSPFOG00000003650
poecilia_mexicana ENSPMEG00000023831
poecilia_latipinna ENSPLAG00000015247
poecilia_reticulata ENSPREG00000003276
xiphophorus_couchianus ENSXCOG00000004275
xiphophorus_maculatus ENSXMAG00000024368
gambusia_affinis ENSGAFG00000005498
kryptolebias_marmoratus ENSKMAG00000019463
oryzias_latipes ENSORLG00020014191
oryzias_latipes_asm223469v1 ENSORLG00015007353
oryzias_latipes ENSORLG00000029393
oryzias_melastigma ENSOMEG00000016781
gadus_morhua ENSGMOG00000013015
esox_lucius ENSELUG00000000778
pygocentrus_nattereri ENSPNAG00000017952
ictalurus_punctatus ENSIPUG00000003720
danio_rerio ENSDARG00000074443
scleropages_formosus ENSSFOG00015023078
paramormyrops_kingsleyae ENSPKIG00000002957
scophthalmus_maximus ENSSMAG00000002866
seriola_dumerili ENSSDUG00000010307
amphiprion_percula ENSAPEG00000017123
amphiprion_ocellaris ENSAOCG00000009934
acanthochromis_polyacanthus ENSAPOG00000003599
stegastes_partitus ENSSPAG00000003025
maylandia_zebra ENSMZEG00005004517
astatotilapia_calliptera ENSACLG00000024039
haplochromis_burtoni ENSHBUG00000006622
pundamilia_nyererei ENSPNYG00000008174
oreochromis_niloticus ENSONIG00000019561
neolamprologus_brichardi ENSNBRG00000012505
amphilophus_citrinellus ENSACIG00000000803
cyprinodon_variegatus ENSCVAG00000018922
fundulus_heteroclitus ENSFHEG00000019316
poecilia_formosa ENSPFOG00000018922
poecilia_mexicana ENSPMEG00000013650
poecilia_latipinna ENSPLAG00000016936
poecilia_reticulata ENSPREG00000017951
xiphophorus_maculatus ENSXMAG00000025598
xiphophorus_couchianus ENSXCOG00000002950
gambusia_affinis ENSGAFG00000014568
oryzias_latipes ENSORLG00000013104
oryzias_latipes ENSORLG00020020112
oryzias_latipes_asm223469v1 ENSORLG00015018883
oryzias_melastigma ENSOMEG00000022385
kryptolebias_marmoratus ENSKMAG00000002642
seriola_lalandi_dorsalis ENSSLDG00000021015
mola_mola ENSMMOG00000020700
gasterosteus_aculeatus ENSGACG00000002260
labrus_bergylta ENSLBEG00000027974
periophthalmus_magnuspinnatus ENSPMGG00000012842
cynoglossus_semilaevis ENSCSEG00000003030
tetraodon_nigroviridis ENSTNIG00000011524
takifugu_rubripes ENSTRUG00000000066
mastacembelus_armatus ENSMAMG00000020036
monopterus_albus ENSMALG00000019075
anabas_testudineus ENSATEG00000023982
hippocampus_comes ENSHCOG00000002216
gadus_morhua ENSGMOG00000001812
esox_lucius ENSELUG00000021792
monopterus_albus ENSMALG00000019953
astyanax_mexicanus ENSAMXG00000016070
pygocentrus_nattereri ENSPNAG00000005568
ictalurus_punctatus ENSIPUG00000005151
paramormyrops_kingsleyae ENSPKIG00000001395
lepisosteus_oculatus ENSLOCG00000011859
latimeria_chalumnae ENSLACG00000008056
serinus_canaria ENSSCAG00000003565
spermophilus_dauricus ENSSDAG00000012085
danio_rerio ENSDARG00000116210
paramormyrops_kingsleyae ENSPKIG00000014848
astyanax_mexicanus ENSAMXG00000038352
amphiprion_ocellaris ENSAOCG00000001115
meriones_unguiculatus ENSMUGG00000007319
eptatretus_burgeri ENSEBUG00000006194
petromyzon_marinus ENSPMAG00000003502
eptatretus_burgeri ENSEBUG00000010970
ciona_intestinalis ENSCING00000007584
ciona_savignyi ENSCSAVG00000007391
