anabas_testudineus ENSATEG00000021252
macaca_nemestrina ENSMNEG00000036230
macaca_mulatta ENSMMUG00000011964
chlorocebus_sabaeus ENSCSAG00000009796
saimiri_boliviensis_boliviensis ENSSBOG00000029392
cebus_capucinus ENSCCAG00000033247
callithrix_jacchus ENSCJAG00000016791
aotus_nancymaae ENSANAG00000028437
carlito_syrichta ENSTSYG00000002546
microcebus_murinus ENSMICG00000004018
propithecus_coquereli ENSPCOG00000021692
prolemur_simus ENSPSMG00000001649
otolemur_garnettii ENSOGAG00000004258
tupaia_belangeri ENSTBEG00000006343
myotis_lucifugus ENSMLUG00000014888
myotis_lucifugus ENSMLUG00000024767
pteropus_vampyrus ENSPVAG00000002840
ursus_americanus ENSUAMG00000022717
ursus_maritimus ENSUMAG00000010878
ailuropoda_melanoleuca ENSAMEG00000007819
neovison_vison ENSNVIG00000014853
mustela_putorius_furo ENSMPUG00000006306
canis_lupus_dingo ENSCAFG00020019018
canis_lupus_familiaris ENSCAFG00000018739
vulpes_vulpes ENSVVUG00000026909
panthera_pardus ENSPPRG00000004053
panthera_tigris_altaica ENSPTIG00000016728
felis_catus ENSFCAG00000012502
equus_caballus ENSECAG00000024789
equus_asinus_asinus ENSEASG00005023100
sus_scrofa ENSSSCG00000013533
tursiops_truncatus ENSTTRG00000007530
capra_hircus ENSCHIG00000021064
ovis_aries ENSOARG00000006684
bos_mutus ENSBMUG00000026003
bos_taurus ENSBTAG00000006070
bison_bison_bison ENSBBBG00000021259
ictidomys_tridecemlineatus ENSSTOG00000034262
marmota_marmota_marmota ENSMMMG00000019101
cavia_aperea ENSCAPG00000014962
vicugna_pacos ENSVPAG00000001559
procavia_capensis ENSPCAG00000005366
loxodonta_africana ENSLAFG00000001841
echinops_telfairi ENSETEG00000015229
dasypus_novemcinctus ENSDNOG00000008849
choloepus_hoffmanni ENSCHOG00000001560
ornithorhynchus_anatinus ENSOANG00000004948
notechis_scutatus ENSNSUG00000016832
pogona_vitticeps ENSPVIG00000017765
salvator_merianae ENSSMRG00000005571
sphenodon_punctatus ENSSPUG00000010068
calidris_pygmaea ENSCPGG00000018484
calidris_pugnax ENSCPUG00000012994
melopsittacus_undulatus ENSMUNG00000003391
taeniopygia_guttata ENSTGUG00000000023
lonchura_striata_domestica ENSLSDG00000014358
serinus_canaria ENSSCAG00000000274
zonotrichia_albicollis ENSZALG00000000059
junco_hyemalis ENSJHYG00000014691
ficedula_albicollis ENSFALG00000011992
cyanistes_caeruleus ENSCCEG00000022108
parus_major ENSPMJG00000004358
manacus_vitellinus ENSMVIG00005019673
lepidothrix_coronata ENSLCOG00000006943
anser_brachyrhynchus ENSABRG00000005938
anas_platyrhynchos_platyrhynchos ENSAPLG00000010044
gallus_gallus ENSGALG00000000577
coturnix_japonica ENSCJPG00005006096
meleagris_gallopavo ENSMGAG00000000877
numida_meleagris ENSNMEG00000007736
apteryx_haastii ENSAHAG00000010617
apteryx_owenii ENSAOWG00000003527
apteryx_rowi ENSARWG00000015814
dromaius_novaehollandiae ENSDNVG00000005008
nothoprocta_perdicaria ENSNPEG00000010942
crocodylus_porosus ENSCPRG00005013245
chelonoidis_abingdonii ENSCABG00000010619
gopherus_agassizii ENSGAGG00000023549
chrysemys_picta_bellii ENSCPBG00000006435
pelodiscus_sinensis ENSPSIG00000002126
sphenodon_punctatus ENSSPUG00000010048
xenopus_tropicalis ENSXETG00000025475
latimeria_chalumnae ENSLACG00000013387
eptatretus_burgeri ENSEBUG00000011195
