fundulus_heteroclitus ENSFHEG00000007600
macaca_mulatta ENSMMUG00000000827
macaca_fascicularis ENSMFAG00000031506
macaca_nemestrina ENSMNEG00000034149
chlorocebus_sabaeus ENSCSAG00000003455
rhinopithecus_roxellana ENSRROG00000036566
rhinopithecus_bieti ENSRBIG00000034798
piliocolobus_tephrosceles ENSPTEG00000038954
colobus_angolensis_palliatus ENSCANG00000038736
cebus_capucinus ENSCCAG00000036444
saimiri_boliviensis_boliviensis ENSSBOG00000029166
callithrix_jacchus ENSCJAG00000002831
aotus_nancymaae ENSANAG00000027226
carlito_syrichta ENSTSYG00000008941
prolemur_simus ENSPSMG00000016880
propithecus_coquereli ENSPCOG00000027643
microcebus_murinus ENSMICG00000035652
otolemur_garnettii ENSOGAG00000003985
tupaia_belangeri ENSTBEG00000012539
erinaceus_europaeus ENSEEUG00000002042
sorex_araneus ENSSARG00000012462
myotis_lucifugus ENSMLUG00000013423
equus_asinus_asinus ENSEASG00005005319
equus_caballus ENSECAG00000009333
pteropus_vampyrus ENSPVAG00000016001
ursus_maritimus ENSUMAG00000015293
ursus_maritimus ENSUMAG00000015290
ursus_americanus ENSUAMG00000023510
ailuropoda_melanoleuca ENSAMEG00000009698
mustela_putorius_furo ENSMPUG00000000827
neovison_vison ENSNVIG00000008015
canis_lupus_familiaris ENSCAFG00000003622
canis_lupus_dingo ENSCAFG00020021169
vulpes_vulpes ENSVVUG00000008134
panthera_pardus ENSPPRG00000006892
panthera_tigris_altaica ENSPTIG00000021206
felis_catus ENSFCAG00000024468
tursiops_truncatus ENSTTRG00000002912
sus_scrofa ENSSSCG00000009049
bos_taurus ENSBTAG00000001356
bos_mutus ENSBMUG00000000599
bison_bison_bison ENSBBBG00000022265
capra_hircus ENSCHIG00000023190
ovis_aries ENSOARG00000011407
vicugna_pacos ENSVPAG00000010008
loxodonta_africana ENSLAFG00000015972
procavia_capensis ENSPCAG00000010262
echinops_telfairi ENSETEG00000007380
choloepus_hoffmanni ENSCHOG00000012835
dasypus_novemcinctus ENSDNOG00000043607
ornithorhynchus_anatinus ENSOANG00000013926
lonchura_striata_domestica ENSLSDG00000011534
taeniopygia_guttata ENSTGUG00000002389
serinus_canaria ENSSCAG00000012638
parus_major ENSPMJG00000008289
cyanistes_caeruleus ENSCCEG00000023425
ficedula_albicollis ENSFALG00000004974
junco_hyemalis ENSJHYG00000015436
zonotrichia_albicollis ENSZALG00000004005
manacus_vitellinus ENSMVIG00005011424
lepidothrix_coronata ENSLCOG00000010646
melopsittacus_undulatus ENSMUNG00000004201
calidris_pygmaea ENSCPGG00000014301
calidris_pugnax ENSCPUG00000012251
anser_brachyrhynchus ENSABRG00000014917
anas_platyrhynchos_platyrhynchos ENSAPLG00000019928
gallus_gallus ENSGALG00000009886
meleagris_gallopavo ENSMGAG00000003451
coturnix_japonica ENSCJPG00005001552
numida_meleagris ENSNMEG00000021799
apteryx_owenii ENSAOWG00000010672
apteryx_haastii ENSAHAG00000007229
apteryx_rowi ENSARWG00000018153
dromaius_novaehollandiae ENSDNVG00000002076
nothoprocta_perdicaria ENSNPEG00000006020
crocodylus_porosus ENSCPRG00005008402
gopherus_agassizii ENSGAGG00000004784
chelonoidis_abingdonii ENSCABG00000001551
chrysemys_picta_bellii ENSCPBG00000027545
pelodiscus_sinensis ENSPSIG00000003947
pogona_vitticeps ENSPVIG00000021447
anolis_carolinensis ENSACAG00000002889
notechis_scutatus ENSNSUG00000005347
salvator_merianae ENSSMRG00000019368
sphenodon_punctatus ENSSPUG00000007753
xenopus_tropicalis ENSXETG00000017515
latimeria_chalumnae ENSLACG00000011743
petromyzon_marinus ENSPMAG00000006088
eptatretus_burgeri ENSEBUG00000006945
ciona_savignyi ENSCSAVG00000008000
