lonchura_striata_domestica ENSLSDG00000000169
bos_mutus ENSBMUG00000000773
bos_taurus ENSBTAG00000025718
capra_hircus ENSCHIG00000017734
tursiops_truncatus ENSTTRG00000003882
sus_scrofa ENSSSCG00000001479
vicugna_pacos ENSVPAG00000004232
equus_caballus ENSECAG00000000662
equus_asinus_asinus ENSEASG00005000182
myotis_lucifugus ENSMLUG00000002703
pteropus_vampyrus ENSPVAG00000013471
echinops_telfairi ENSETEG00000013301
cricetulus_griseus_chok1gshd ENSCGRG00001014320
cricetulus_griseus_crigri-picr ENSCGRG00015014442
cricetulus_griseus_crigri ENSCGRG00000014723
mesocricetus_auratus ENSMAUG00000022050
microtus_ochrogaster ENSMOCG00000022504
peromyscus_maniculatus_bairdii ENSPEMG00000012034
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033587
mus_spicilegus ENSMSIG00000029667
mus_musculus ENSMUSG00000007908
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032448
mus_pahari MGP_PahariEiJ_G0015313
rattus_norvegicus ENSRNOG00000011193
nannospalax_galili ENSNGAG00000001796
dipodomys_ordii ENSDORG00000027715
otolemur_garnettii ENSOGAG00000013023
gorilla_gorilla ENSGGOG00000009484
meriones_unguiculatus ENSMUGG00000018573
meriones_unguiculatus ENSMUGG00000018577
ovis_aries ENSOARG00000006418
ursus_americanus ENSUAMG00000003260
ornithorhynchus_anatinus ENSOANG00000028364
scleropages_formosus ENSSFOG00015013118
paramormyrops_kingsleyae ENSPKIG00000016016
hippocampus_comes ENSHCOG00000015585
periophthalmus_magnuspinnatus ENSPMGG00000023387
oryzias_latipes ENSORLG00020020528
oryzias_latipes ENSORLG00000009884
oryzias_latipes_asm223469v1 ENSORLG00015004380
oryzias_melastigma ENSOMEG00000001941
cynoglossus_semilaevis ENSCSEG00000010305
takifugu_rubripes ENSTRUG00000015377
tetraodon_nigroviridis ENSTNIG00000016568
mola_mola ENSMMOG00000013563
mastacembelus_armatus ENSMAMG00000009231
monopterus_albus ENSMALG00000000941
seriola_lalandi_dorsalis ENSSLDG00000000861
seriola_dumerili ENSSDUG00000023293
scophthalmus_maximus ENSSMAG00000005868
anabas_testudineus ENSATEG00000021420
labrus_bergylta ENSLBEG00000025110
gasterosteus_aculeatus ENSGACG00000006272
haplochromis_burtoni ENSHBUG00000006918
pundamilia_nyererei ENSPNYG00000020585
maylandia_zebra ENSMZEG00005004894
astatotilapia_calliptera ENSACLG00000003582
neolamprologus_brichardi ENSNBRG00000012384
oreochromis_niloticus ENSONIG00000009724
amphilophus_citrinellus ENSACIG00000019592
xiphophorus_couchianus ENSXCOG00000011887
xiphophorus_maculatus ENSXMAG00000010176
gambusia_affinis ENSGAFG00000007806
poecilia_formosa ENSPFOG00000009879
poecilia_mexicana ENSPMEG00000017900
poecilia_latipinna ENSPLAG00000012047
poecilia_reticulata ENSPREG00000022242
cyprinodon_variegatus ENSCVAG00000019876
fundulus_heteroclitus ENSFHEG00000021479
kryptolebias_marmoratus ENSKMAG00000019656
amphiprion_percula ENSAPEG00000017717
amphiprion_ocellaris ENSAOCG00000003901
acanthochromis_polyacanthus ENSAPOG00000010757
acanthochromis_polyacanthus ENSAPOG00000007841
stegastes_partitus ENSSPAG00000006201
gadus_morhua ENSGMOG00000005488
esox_lucius ENSELUG00000020228
pygocentrus_nattereri ENSPNAG00000024006
astyanax_mexicanus ENSAMXG00000036413
danio_rerio ENSDARG00000088740
lepisosteus_oculatus ENSLOCG00000016910
