pygocentrus_nattereri ENSPNAG00000019880
oryctolagus_cuniculus ENSOCUG00000008203
ochotona_princeps ENSOPRG00000003412
echinops_telfairi ENSETEG00000005909
gorilla_gorilla ENSGGOG00000001926
pongo_abelii ENSPPYG00000004191
nomascus_leucogenys ENSNLEG00000004242
papio_anubis ENSPANG00000024426
chlorocebus_sabaeus ENSCSAG00000010484
colobus_angolensis_palliatus ENSCANG00000038803
rhinopithecus_roxellana ENSRROG00000041019
saimiri_boliviensis_boliviensis ENSSBOG00000034622
carlito_syrichta ENSTSYG00000006030
prolemur_simus ENSPSMG00000017335
microcebus_murinus ENSMICG00000006570
mus_musculus ENSMUSG00000038279
mus_spicilegus ENSMSIG00000006620
rattus_norvegicus ENSRNOG00000018453
meriones_unguiculatus ENSMUGG00000011977
peromyscus_maniculatus_bairdii ENSPEMG00000013138
microtus_ochrogaster ENSMOCG00000017237
cricetulus_griseus_crigri ENSCGRG00000015782
cricetulus_griseus_crigri-picr ENSCGRG00015003437
cricetulus_griseus_chok1gshd ENSCGRG00001020970
nannospalax_galili ENSNGAG00000019010
cavia_porcellus ENSCPOG00000020690
cavia_aperea ENSCAPG00000011953
chinchilla_lanigera ENSCLAG00000014440
urocitellus_parryii ENSUPAG00010012834
spermophilus_dauricus ENSSDAG00000015736
marmota_marmota_marmota ENSMMMG00000017537
castor_canadensis ENSCCNG00000025277
ursus_maritimus ENSUMAG00000007220
ursus_americanus ENSUAMG00000016105
ailuropoda_melanoleuca ENSAMEG00000014268
mustela_putorius_furo ENSMPUG00000016865
neovison_vison ENSNVIG00000024649
canis_lupus_familiaris ENSCAFG00000015034
canis_lupus_dingo ENSCAFG00020002884
vulpes_vulpes ENSVVUG00000011466
panthera_pardus ENSPPRG00000012300
panthera_tigris_altaica ENSPTIG00000020543
felis_catus ENSFCAG00000006876
myotis_lucifugus ENSMLUG00000014333
capra_hircus ENSCHIG00000018560
ovis_aries ENSOARG00000007641
bos_mutus ENSBMUG00000008536
bos_taurus ENSBTAG00000014733
bison_bison_bison ENSBBBG00000012839
tursiops_truncatus ENSTTRG00000016100
sus_scrofa ENSSSCG00000000696
equus_asinus_asinus ENSEASG00005016153
equus_caballus ENSECAG00000012639
pteropus_vampyrus ENSPVAG00000012572
tupaia_belangeri ENSTBEG00000010989
loxodonta_africana ENSLAFG00000002784
procavia_capensis ENSPCAG00000007033
dasypus_novemcinctus ENSDNOG00000001133
erinaceus_europaeus ENSEEUG00000011692
phascolarctos_cinereus ENSPCIG00000001788
notamacropus_eugenii ENSMEUG00000015287
sarcophilus_harrisii ENSSHAG00000015028
monodelphis_domestica ENSMODG00000018077
ornithorhynchus_anatinus ENSOANG00000019726
sorex_araneus ENSSARG00000004520
ornithorhynchus_anatinus ENSOANG00000028931
xenopus_tropicalis ENSXETG00000011515
petromyzon_marinus ENSPMAG00000009402
eptatretus_burgeri ENSEBUG00000009820
ciona_savignyi ENSCSAVG00000011825
ciona_savignyi ENSCSAVG00000011824
ciona_intestinalis ENSCING00000008548
drosophila_melanogaster FBgn0033741
caenorhabditis_elegans_strain_n2 WBGene00021073
saccharomyces_cerevisiae YNL061W
