coturnix_japonica ENSCJPG00005015906
saimiri_boliviensis_boliviensis ENSSBOG00000025322
saimiri_boliviensis_boliviensis ENSSBOG00000034489
saimiri_boliviensis_boliviensis ENSSBOG00000030106
cebus_capucinus ENSCCAG00000031675
aotus_nancymaae ENSANAG00000033272
rhinopithecus_bieti ENSRBIG00000042177
rhinopithecus_roxellana ENSRROG00000030274
colobus_angolensis_palliatus ENSCANG00000029965
cercocebus_atys ENSCATG00000038979
mandrillus_leucophaeus ENSMLEG00000032676
macaca_fascicularis ENSMFAG00000039966
pan_troglodytes ENSPTRG00000050731
pan_paniscus ENSPPAG00000025655
gorilla_gorilla ENSGGOG00000036755
sorex_araneus ENSSARG00000011381
felis_catus ENSFCAG00000036245
prolemur_simus ENSPSMG00000003446
prolemur_simus ENSPSMG00000016743
microcebus_murinus ENSMICG00000030033
propithecus_coquereli ENSPCOG00000018746
otolemur_garnettii ENSOGAG00000005856
echinops_telfairi ENSETEG00000019705
choloepus_hoffmanni ENSCHOG00000004648
dasypus_novemcinctus ENSDNOG00000005441
vicugna_pacos ENSVPAG00000008800
sus_scrofa ENSSSCG00000024081
bos_mutus ENSBMUG00000006023
bos_taurus ENSBTAG00000012476
bison_bison_bison ENSBBBG00000014167
capra_hircus ENSCHIG00000017993
capra_hircus ENSCHIG00000010873
ovis_aries ENSOARG00000004528
tursiops_truncatus ENSTTRG00000007178
equus_asinus_asinus ENSEASG00005015053
equus_caballus ENSECAG00000011036
pteropus_vampyrus ENSPVAG00000017944
myotis_lucifugus ENSMLUG00000001657
neovison_vison ENSNVIG00000011777
mustela_putorius_furo ENSMPUG00000011106
canis_lupus_dingo ENSCAFG00020026674
canis_lupus_familiaris ENSCAFG00000031936
vulpes_vulpes ENSVVUG00000008808
panthera_tigris_altaica ENSPTIG00000018356
panthera_pardus ENSPPRG00000003508
carlito_syrichta ENSTSYG00000026968
loxodonta_africana ENSLAFG00000007532
procavia_capensis ENSPCAG00000009806
mus_spicilegus ENSMSIG00000030387
mus_musculus ENSMUSG00000075000
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016220
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015408
mus_pahari MGP_PahariEiJ_G0030824
rattus_norvegicus ENSRNOG00000000641
meriones_unguiculatus ENSMUGG00000026926
cricetulus_griseus_chok1gshd ENSCGRG00001023215
cricetulus_griseus_crigri ENSCGRG00000007557
cricetulus_griseus_crigri-picr ENSCGRG00015012302
cricetulus_griseus_chok1gshd ENSCGRG00001004172
cricetulus_griseus_crigri ENSCGRG00000001854
mesocricetus_auratus ENSMAUG00000021159
microtus_ochrogaster ENSMOCG00000004504
peromyscus_maniculatus_bairdii ENSPEMG00000001590
peromyscus_maniculatus_bairdii ENSPEMG00000029503
nannospalax_galili ENSNGAG00000017450
castor_canadensis ENSCCNG00000005755
oryctolagus_cuniculus ENSOCUG00000006920
ochotona_princeps ENSOPRG00000015548
tupaia_belangeri ENSTBEG00000005848
ailuropoda_melanoleuca ENSAMEG00000009590
ursus_americanus ENSUAMG00000026873
erinaceus_europaeus ENSEEUG00000007142
notamacropus_eugenii ENSMEUG00000010849
phascolarctos_cinereus ENSPCIG00000034827
sarcophilus_harrisii ENSSHAG00000004744
monodelphis_domestica ENSMODG00000017183
ornithorhynchus_anatinus ENSOANG00000015265
theropithecus_gelada ENSTGEG00000011833
xenopus_tropicalis ENSXETG00000007693
latimeria_chalumnae ENSLACG00000012346
scleropages_formosus ENSSFOG00015010901
paramormyrops_kingsleyae ENSPKIG00000000909
xiphophorus_maculatus ENSXMAG00000014226
xiphophorus_couchianus ENSXCOG00000000463
gambusia_affinis ENSGAFG00000009097
poecilia_formosa ENSPFOG00000008621
poecilia_latipinna ENSPLAG00000023656
poecilia_mexicana ENSPMEG00000011996
poecilia_reticulata ENSPREG00000002957
fundulus_heteroclitus ENSFHEG00000004300
cyprinodon_variegatus ENSCVAG00000008393
oryzias_latipes ENSORLG00020016315
oryzias_latipes ENSORLG00000014591
oryzias_latipes_asm223469v1 ENSORLG00015014252
oryzias_melastigma ENSOMEG00000014948
cynoglossus_semilaevis ENSCSEG00000011488
labrus_bergylta ENSLBEG00000026329
gasterosteus_aculeatus ENSGACG00000015347
takifugu_rubripes ENSTRUG00000000608
kryptolebias_marmoratus ENSKMAG00000006676
acanthochromis_polyacanthus ENSAPOG00000020187
amphiprion_percula ENSAPEG00000014845
stegastes_partitus ENSSPAG00000000809
astatotilapia_calliptera ENSACLG00000001185
maylandia_zebra ENSMZEG00005009418
pundamilia_nyererei ENSPNYG00000018800
haplochromis_burtoni ENSHBUG00000012270
neolamprologus_brichardi ENSNBRG00000023607
oreochromis_niloticus ENSONIG00000007234
amphilophus_citrinellus ENSACIG00000002755
mastacembelus_armatus ENSMAMG00000020844
monopterus_albus ENSMALG00000009739
anabas_testudineus ENSATEG00000023433
mola_mola ENSMMOG00000001042
seriola_lalandi_dorsalis ENSSLDG00000015298
seriola_dumerili ENSSDUG00000016806
scophthalmus_maximus ENSSMAG00000019998
hippocampus_comes ENSHCOG00000017649
periophthalmus_magnuspinnatus ENSPMGG00000012090
esox_lucius ENSELUG00000017253
pygocentrus_nattereri ENSPNAG00000019328
astyanax_mexicanus ENSAMXG00000032436
ictalurus_punctatus ENSIPUG00000007365
danio_rerio ENSDARG00000023591
astyanax_mexicanus ENSAMXG00000040110
pygocentrus_nattereri ENSPNAG00000014632
lepisosteus_oculatus ENSLOCG00000006865
eptatretus_burgeri ENSEBUG00000013505
ciona_intestinalis ENSCING00000003808
ciona_savignyi ENSCSAVG00000007871
drosophila_melanogaster FBgn0260756
