erinaceus_europaeus ENSEEUG00000001326
fundulus_heteroclitus ENSFHEG00000006660
kryptolebias_marmoratus ENSKMAG00000005092
oryzias_latipes ENSORLG00015016613
oryzias_latipes ENSORLG00000001958
oryzias_latipes ENSORLG00020000870
oryzias_melastigma ENSOMEG00000016271
gouania_willdenowi ENSGWIG00000019042
monopterus_albus ENSMALG00000021689
mastacembelus_armatus ENSMAMG00000012219
anabas_testudineus ENSATEG00000021779
cynoglossus_semilaevis ENSCSEG00000020031
betta_splendens ENSBSLG00000002003
hippocampus_comes ENSHCOG00000006628
periophthalmus_magnuspinnatus ENSPMGG00000012555
takifugu_rubripes ENSTRUG00000025448
gadus_morhua ENSGMOG00000007338
hucho_hucho ENSHHUG00000005505
hucho_hucho ENSHHUG00000051176
hucho_hucho ENSHHUG00000005844
hucho_hucho ENSHHUG00000009793
esox_lucius ENSELUG00000003726
erpetoichthys_calabaricus ENSECRG00000004088
paramormyrops_kingsleyae ENSPKIG00000015734
paramormyrops_kingsleyae ENSPKIG00000015751
scleropages_formosus ENSSFOG00015019448
lepisosteus_oculatus ENSLOCG00000012331
erpetoichthys_calabaricus ENSECRG00000004059
callorhinchus_milii ENSCMIG00000007781
xenopus_tropicalis ENSXETG00000010850
phascolarctos_cinereus ENSPCIG00000022178
vombatus_ursinus ENSVURG00010005171
notamacropus_eugenii ENSMEUG00000002284
sarcophilus_harrisii ENSSHAG00000009326
sarcophilus_harrisii ENSSHAG00000005889
monodelphis_domestica ENSMODG00000048668
monodelphis_domestica ENSMODG00000020404
myotis_lucifugus ENSMLUG00000011245
petromyzon_marinus ENSPMAG00000004543
