monodelphis_domestica ENSMODG00000018984
mus_musculus ENSMUSG00000046152
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030958
mus_pahari MGP_PahariEiJ_G0021427
rattus_norvegicus ENSRNOG00000050857
meriones_unguiculatus ENSMUGG00000018195
cricetulus_griseus_crigri ENSCGRG00000007739
cricetulus_griseus_chok1gshd ENSCGRG00001014936
cricetulus_griseus_crigri-picr ENSCGRG00015016832
mesocricetus_auratus ENSMAUG00000021420
peromyscus_maniculatus_bairdii ENSPEMG00000008967
microtus_ochrogaster ENSMOCG00000016849
nannospalax_galili ENSNGAG00000012340
jaculus_jaculus ENSJJAG00000016336
chinchilla_lanigera ENSCLAG00000001573
octodon_degus ENSODEG00000005799
cavia_aperea ENSCAPG00000014758
cavia_porcellus ENSCPOG00000004941
heterocephalus_glaber_male ENSHGLG00100007881
heterocephalus_glaber_female ENSHGLG00000003149
fukomys_damarensis ENSFDAG00000006184
urocitellus_parryii ENSUPAG00010022885
ictidomys_tridecemlineatus ENSSTOG00000027659
spermophilus_dauricus ENSSDAG00000002631
marmota_marmota_marmota ENSMMMG00000014749
loxodonta_africana ENSLAFG00000014889
procavia_capensis ENSPCAG00000002188
echinops_telfairi ENSETEG00000018273
oryctolagus_cuniculus ENSOCUG00000000857
ochotona_princeps ENSOPRG00000002092
dasypus_novemcinctus ENSDNOG00000042136
choloepus_hoffmanni ENSCHOG00000003756
ornithorhynchus_anatinus ENSOANG00000004063
ornithorhynchus_anatinus ENSOANG00000007852
pogona_vitticeps ENSPVIG00000003329
anolis_carolinensis ENSACAG00000006003
notechis_scutatus ENSNSUG00000002090
salvator_merianae ENSSMRG00000020665
sphenodon_punctatus ENSSPUG00000009355
lonchura_striata_domestica ENSLSDG00000013858
taeniopygia_guttata ENSTGUG00000000279
serinus_canaria ENSSCAG00000013372
zonotrichia_albicollis ENSZALG00000007820
ficedula_albicollis ENSFALG00000005119
cyanistes_caeruleus ENSCCEG00000017351
parus_major ENSPMJG00000003363
lepidothrix_coronata ENSLCOG00000005513
manacus_vitellinus ENSMVIG00005019907
calidris_pygmaea ENSCPGG00000003253
calidris_pugnax ENSCPUG00000010237
melopsittacus_undulatus ENSMUNG00000005644
anser_brachyrhynchus ENSABRG00000009913
anas_platyrhynchos_platyrhynchos ENSAPLG00000013902
gallus_gallus ENSGALG00000015399
coturnix_japonica ENSCJPG00005012371
meleagris_gallopavo ENSMGAG00000007376
numida_meleagris ENSNMEG00000004357
apteryx_owenii ENSAOWG00000017017
apteryx_haastii ENSAHAG00000006442
apteryx_rowi ENSARWG00000006974
dromaius_novaehollandiae ENSDNVG00000000654
nothoprocta_perdicaria ENSNPEG00000011361
crocodylus_porosus ENSCPRG00005014695
gopherus_agassizii ENSGAGG00000020056
chelonoidis_abingdonii ENSCABG00000004010
chrysemys_picta_bellii ENSCPBG00000027522
pelodiscus_sinensis ENSPSIG00000012071
xenopus_tropicalis ENSXETG00000017502
latimeria_chalumnae ENSLACG00000001992
pygocentrus_nattereri ENSPNAG00000021635
astyanax_mexicanus ENSAMXG00000031008
ictalurus_punctatus ENSIPUG00000002030
danio_rerio ENSDARG00000100322
esox_lucius ENSELUG00000017684
scleropages_formosus ENSSFOG00015006346
paramormyrops_kingsleyae ENSPKIG00000025470
lepisosteus_oculatus ENSLOCG00000010836
petromyzon_marinus ENSPMAG00000003788
drosophila_melanogaster FBgn0032117
