lonchura_striata_domestica ENSLSDG00000012122
cyprinodon_variegatus ENSCVAG00000000837
xiphophorus_couchianus ENSXCOG00000019204
xiphophorus_maculatus ENSXMAG00000011089
gambusia_affinis ENSGAFG00000014501
poecilia_latipinna ENSPLAG00000003547
poecilia_mexicana ENSPMEG00000017116
poecilia_formosa ENSPFOG00000015007
poecilia_reticulata ENSPREG00000012490
kryptolebias_marmoratus ENSKMAG00000008742
oryzias_latipes ENSORLG00000012703
oryzias_latipes_asm223469v1 ENSORLG00015009894
oryzias_latipes ENSORLG00020000081
oryzias_melastigma ENSOMEG00000014020
pundamilia_nyererei ENSPNYG00000022876
haplochromis_burtoni ENSHBUG00000016431
astatotilapia_calliptera ENSACLG00000024992
maylandia_zebra ENSMZEG00005017868
neolamprologus_brichardi ENSNBRG00000021250
oreochromis_niloticus ENSONIG00000013004
amphilophus_citrinellus ENSACIG00000012960
amphiprion_percula ENSAPEG00000005126
amphiprion_ocellaris ENSAOCG00000016098
acanthochromis_polyacanthus ENSAPOG00000023440
stegastes_partitus ENSSPAG00000009922
cynoglossus_semilaevis ENSCSEG00000019791
hippocampus_comes ENSHCOG00000017156
periophthalmus_magnuspinnatus ENSPMGG00000006211
gadus_morhua ENSGMOG00000015402
esox_lucius ENSELUG00000019105
pygocentrus_nattereri ENSPNAG00000020094
astyanax_mexicanus ENSAMXG00000019026
ictalurus_punctatus ENSIPUG00000006593
danio_rerio ENSDARG00000057879
paramormyrops_kingsleyae ENSPKIG00000009290
scleropages_formosus ENSSFOG00015013557
lepisosteus_oculatus ENSLOCG00000007785
