xenopus_tropicalis ENSXETG00000003419
heterocephalus_glaber ENSHGLG00100008066
heterocephalus_glaber ENSHGLG00000019113
heterocephalus_glaber ENSHGLG00100019261
fukomys_damarensis ENSFDAG00000021000
cavia_porcellus ENSCPOG00000037731
cavia_aperea ENSCAPG00000011243
chinchilla_lanigera ENSCLAG00000006479
octodon_degus ENSODEG00000007864
jaculus_jaculus ENSJJAG00000006484
castor_canadensis ENSCCNG00000017000
dipodomys_ordii ENSDORG00000024439
urocitellus_parryii ENSUPAG00010001880
ictidomys_tridecemlineatus ENSSTOG00000020292
marmota_marmota ENSMMMG00000011989
spermophilus_dauricus ENSSDAG00000005158
pan_troglodytes ENSPTRG00000050322
pan_paniscus ENSPPAG00000028521
gorilla_gorilla ENSGGOG00000002908
mandrillus_leucophaeus ENSMLEG00000014509
mandrillus_leucophaeus ENSMLEG00000037266
cercocebus_atys ENSCATG00000044466
papio_anubis ENSPANG00000018821
piliocolobus_tephrosceles ENSPTEG00000034295
pan_paniscus ENSPPAG00000028502
gorilla_gorilla ENSGGOG00000039456
macaca_fascicularis ENSMFAG00000044557
saimiri_boliviensis ENSSBOG00000021115
cebus_capucinus ENSCCAG00000029848
callithrix_jacchus ENSCJAG00000039772
aotus_nancymaae ENSANAG00000030583
pan_troglodytes ENSPTRG00000019108
pan_paniscus ENSPPAG00000003692
homo_sapiens ENSG00000006451
pongo_abelii ENSPPYG00000017619
nomascus_leucogenys ENSNLEG00000003055
macaca_nemestrina ENSMNEG00000028965
macaca_fascicularis ENSMFAG00000001704
macaca_mulatta ENSMMUG00000050621
papio_anubis ENSPANG00000022183
theropithecus_gelada ENSTGEG00000014631
chlorocebus_sabaeus ENSCSAG00000015217
colobus_angolensis ENSCANG00000032587
cercocebus_atys ENSCATG00000028248
mandrillus_leucophaeus ENSMLEG00000029414
piliocolobus_tephrosceles ENSPTEG00000007406
rhinopithecus_roxellana ENSRROG00000039058
rhinopithecus_bieti ENSRBIG00000039597
carlito_syrichta ENSTSYG00000030400
propithecus_coquereli ENSPCOG00000018071
microcebus_murinus ENSMICG00000038516
prolemur_simus ENSPSMG00000022210
otolemur_garnettii ENSOGAG00000010244
ochotona_princeps ENSOPRG00000015161
oryctolagus_cuniculus ENSOCUG00000016581
cricetulus_griseus ENSCGRG00015008948
oryctolagus_cuniculus ENSOCUG00000025531
neovison_vison ENSNVIG00000008132
mustela_putorius ENSMPUG00000018135
ursus_maritimus ENSUMAG00000010042
ursus_americanus ENSUAMG00000023818
ailuropoda_melanoleuca ENSAMEG00000008355
canis_lupus ENSCAFG00000030906
canis_lupus ENSCAFG00020023437
vulpes_vulpes ENSVVUG00000005586
panthera_pardus ENSPPRG00000001413
panthera_tigris ENSPTIG00000004587
felis_catus ENSFCAG00000025425
myotis_lucifugus ENSMLUG00000009687
pteropus_vampyrus ENSPVAG00000014390
dasypus_novemcinctus ENSDNOG00000046497
choloepus_hoffmanni ENSCHOG00000008861
loxodonta_africana ENSLAFG00000017942
tupaia_belangeri ENSTBEG00000010148
ornithorhynchus_anatinus ENSOANG00000009445
erinaceus_europaeus ENSEEUG00000007060
phascolarctos_cinereus ENSPCIG00000004323
monodelphis_domestica ENSMODG00000012643
vombatus_ursinus ENSVURG00010012785
notamacropus_eugenii ENSMEUG00000000259
sarcophilus_harrisii ENSSHAG00000011583
lepisosteus_oculatus ENSLOCG00000011940
eptatretus_burgeri ENSEBUG00000003980
astyanax_mexicanus ENSAMXG00005023222
astyanax_mexicanus ENSAMXG00000019088
pygocentrus_nattereri ENSPNAG00000008039
electrophorus_electricus ENSEEEG00000007673
ictalurus_punctatus ENSIPUG00000000156
danio_rerio ENSDARG00000045463
denticeps_clupeoides ENSDCDG00000001902
labrus_bergylta ENSLBEG00000011106
larimichthys_crocea ENSLCRG00005019368
gasterosteus_aculeatus ENSGACG00000004967
cynoglossus_semilaevis ENSCSEG00000019417
betta_splendens ENSBSLG00000008442
mola_mola ENSMMOG00000004585
cottoperca_gobio ENSCGOG00000014177
seriola_lalandi ENSSLDG00000020576
seriola_dumerili ENSSDUG00000007547
lates_calcarifer ENSLCAG00010014430
anabas_testudineus ENSATEG00000023391
mastacembelus_armatus ENSMAMG00000011113
monopterus_albus ENSMALG00000013026
scophthalmus_maximus ENSSMAG00000019372
amphiprion_ocellaris ENSAOCG00000022085
amphiprion_percula ENSAPEG00000010634
acanthochromis_polyacanthus ENSAPOG00000016273
stegastes_partitus ENSSPAG00000009640
parambassis_ranga ENSPRNG00000020297
poecilia_formosa ENSPFOG00000019406
poecilia_latipinna ENSPLAG00000010408
poecilia_mexicana ENSPMEG00000008703
poecilia_reticulata ENSPREG00000002019
xiphophorus_maculatus ENSXMAG00000026299
gambusia_affinis ENSGAFG00000018548
cyprinodon_variegatus ENSCVAG00000016551
fundulus_heteroclitus ENSFHEG00000002894
kryptolebias_marmoratus ENSKMAG00000018128
oryzias_latipes ENSORLG00000012700
oryzias_latipes ENSORLG00020004488
oryzias_latipes ENSORLG00015004780
oryzias_melastigma ENSOMEG00000001176
gouania_willdenowi ENSGWIG00000025282
maylandia_zebra ENSMZEG00005018734
pundamilia_nyererei ENSPNYG00000003614
astatotilapia_calliptera ENSACLG00000006454
haplochromis_burtoni ENSHBUG00000014274
neolamprologus_brichardi ENSNBRG00000011524
oreochromis_niloticus ENSONIG00000006367
amphilophus_citrinellus ENSACIG00000001178
periophthalmus_magnuspinnatus ENSPMGG00000000795
hucho_hucho ENSHHUG00000021831
esox_lucius ENSELUG00000008895
astyanax_mexicanus ENSAMXG00000000974
astyanax_mexicanus ENSAMXG00005017543
pygocentrus_nattereri ENSPNAG00000027973
electrophorus_electricus ENSEEEG00000021717
danio_rerio ENSDARG00000016253
clupea_harengus ENSCHAG00000011185
denticeps_clupeoides ENSDCDG00000004662
scleropages_formosus ENSSFOG00015017945
paramormyrops_kingsleyae ENSPKIG00000004423
scleropages_formosus ENSSFOG00015020396
hucho_hucho ENSHHUG00000045833
esox_lucius ENSELUG00000005575
gadus_morhua ENSGMOG00000019417
ictalurus_punctatus ENSIPUG00000002855
takifugu_rubripes ENSTRUG00000013360
tetraodon_nigroviridis ENSTNIG00000013655
hippocampus_comes ENSHCOG00000012702
gadus_morhua ENSGMOG00000009539
petromyzon_marinus ENSPMAG00000001407
petromyzon_marinus ENSPMAG00000003545
eptatretus_burgeri ENSEBUG00000016316
