gadus_morhua ENSGMOG00000011449
pteropus_vampyrus ENSPVAG00000013646
ursus_maritimus ENSUMAG00000014211
ursus_americanus ENSUAMG00000008501
ailuropoda_melanoleuca ENSAMEG00000012378
neovison_vison ENSNVIG00000023925
mustela_putorius ENSMPUG00000009954
canis_lupus ENSCAFG00000007326
canis_lupus ENSCAFG00020016051
vulpes_vulpes ENSVVUG00000018455
panthera_tigris ENSPTIG00000015037
panthera_pardus ENSPPRG00000009802
felis_catus ENSFCAG00000030377
erinaceus_europaeus ENSEEUG00000013725
sorex_araneus ENSSARG00000002643
bos_mutus ENSBMUG00000014584
bos_taurus ENSBTAG00000004476
bison_bison ENSBBBG00000008778
ovis_aries ENSOARG00000017527
capra_hircus ENSCHIG00000017994
tursiops_truncatus ENSTTRG00000002791
sus_scrofa ENSSSCG00000006213
vicugna_pacos ENSVPAG00000004192
equus_asinus ENSEASG00005001684
equus_caballus ENSECAG00000000795
choloepus_hoffmanni ENSCHOG00000002457
dasypus_novemcinctus ENSDNOG00000013650
echinops_telfairi ENSETEG00000017069
loxodonta_africana ENSLAFG00000007123
procavia_capensis ENSPCAG00000009137
ornithorhynchus_anatinus ENSOANG00000002307
lepidothrix_coronata ENSLCOG00000003588
manacus_vitellinus ENSMVIG00005000240
taeniopygia_guttata ENSTGUG00000011285
lonchura_striata ENSLSDG00000014212
junco_hyemalis ENSJHYG00000016524
zonotrichia_albicollis ENSZALG00000008743
serinus_canaria ENSSCAG00000013830
cyanistes_caeruleus ENSCCEG00000012933
parus_major ENSPMJG00000000400
ficedula_albicollis ENSFALG00000005447
melopsittacus_undulatus ENSMUNG00000005649
calidris_pygmaea ENSCPGG00000003159
calidris_pugnax ENSCPUG00000009090
anser_brachyrhynchus ENSABRG00000007281
anas_platyrhynchos ENSAPLG00000014301
coturnix_japonica ENSCJPG00005011652
meleagris_gallopavo ENSMGAG00000011213
gallus_gallus ENSGALG00000031860
numida_meleagris ENSNMEG00000016834
apteryx_owenii ENSAOWG00000007899
apteryx_haastii ENSAHAG00000015144
apteryx_rowi ENSARWG00000016151
dromaius_novaehollandiae ENSDNVG00000010045
nothoprocta_perdicaria ENSNPEG00000014088
crocodylus_porosus ENSCPRG00005017676
chelonoidis_abingdonii ENSCABG00000003347
gopherus_agassizii ENSGAGG00000023719
chrysemys_picta ENSCPBG00000021371
pelodiscus_sinensis ENSPSIG00000010928
pogona_vitticeps ENSPVIG00000000539
anolis_carolinensis ENSACAG00000016630
notechis_scutatus ENSNSUG00000015331
salvator_merianae ENSSMRG00000011752
sphenodon_punctatus ENSSPUG00000000099
xenopus_tropicalis ENSXETG00000023251
latimeria_chalumnae ENSLACG00000002383
petromyzon_marinus ENSPMAG00000006799
eptatretus_burgeri ENSEBUG00000001126
ciona_intestinalis ENSCING00000004521
ciona_savignyi ENSCSAVG00000009763
drosophila_melanogaster FBgn0017482
caenorhabditis_elegans WBGene00012608
saccharomyces_cerevisiae YGL256W
