cynoglossus_semilaevis ENSCSEG00000011787
propithecus_coquereli ENSPCOG00000017571
microcebus_murinus ENSMICG00000015240
prolemur_simus ENSPSMG00000019489
otolemur_garnettii ENSOGAG00000002047
tupaia_belangeri ENSTBEG00000004298
spermophilus_dauricus ENSSDAG00000004679
urocitellus_parryii ENSUPAG00010004961
ictidomys_tridecemlineatus ENSSTOG00000020744
marmota_marmota_marmota ENSMMMG00000024603
marmota_marmota_marmota ENSMMMG00000018225
cavia_porcellus ENSCPOG00000010757
cavia_aperea ENSCAPG00000014997
chinchilla_lanigera ENSCLAG00000009331
octodon_degus ENSODEG00000015575
heterocephalus_glaber_female ENSHGLG00000016580
heterocephalus_glaber_male ENSHGLG00100002563
heterocephalus_glaber_male ENSHGLG00100020057
fukomys_damarensis ENSFDAG00000008856
castor_canadensis ENSCCNG00000030300
dipodomys_ordii ENSDORG00000007826
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022537
mus_musculus ENSMUSG00000061665
mus_spicilegus ENSMSIG00000002235
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021625
mus_pahari MGP_PahariEiJ_G0020617
rattus_norvegicus ENSRNOG00000011987
meriones_unguiculatus ENSMUGG00000009913
cricetulus_griseus_chok1gshd ENSCGRG00001017669
cricetulus_griseus_crigri ENSCGRG00000003847
cricetulus_griseus_crigri-picr ENSCGRG00015006427
mesocricetus_auratus ENSMAUG00000002697
peromyscus_maniculatus_bairdii ENSPEMG00000013997
microtus_ochrogaster ENSMOCG00000014381
nannospalax_galili ENSNGAG00000012707
jaculus_jaculus ENSJJAG00000018750
oryctolagus_cuniculus ENSOCUG00000005026
ochotona_princeps ENSOPRG00000011402
notamacropus_eugenii ENSMEUG00000011187
phascolarctos_cinereus ENSPCIG00000033708
sarcophilus_harrisii ENSSHAG00000002115
monodelphis_domestica ENSMODG00000018870
ornithorhynchus_anatinus ENSOANG00000008279
xenopus_tropicalis ENSXETG00000007774
xenopus_tropicalis ENSXETG00000032435
latimeria_chalumnae ENSLACG00000014409
