caenorhabditis_elegans WBGene00007113
rhinopithecus_roxellana ENSRROG00000009461
rhinopithecus_bieti ENSRBIG00000033524
rhinopithecus_bieti ENSRBIG00000038099
rhinopithecus_roxellana ENSRROG00000027571
colobus_angolensis ENSCANG00000033724
macaca_fascicularis ENSMFAG00000041602
macaca_nemestrina ENSMNEG00000038604
cercocebus_atys ENSCATG00000029395
mandrillus_leucophaeus ENSMLEG00000035807
pan_troglodytes ENSPTRG00000050332
pan_paniscus ENSPPAG00000034024
gorilla_gorilla ENSGGOG00000026388
rhinopithecus_bieti ENSRBIG00000039036
rhinopithecus_roxellana ENSRROG00000029274
colobus_angolensis ENSCANG00000025251
cebus_capucinus ENSCCAG00000037794
callithrix_jacchus ENSCJAG00000057006
aotus_nancymaae ENSANAG00000020132
pan_troglodytes ENSPTRG00000045219
pan_paniscus ENSPPAG00000037199
gorilla_gorilla ENSGGOG00000012070
nomascus_leucogenys ENSNLEG00000034528
cercocebus_atys ENSCATG00000045299
papio_anubis ENSPANG00000032116
macaca_nemestrina ENSMNEG00000033365
theropithecus_gelada ENSTGEG00000019704
callithrix_jacchus ENSCJAG00000063826
rhinopithecus_roxellana ENSRROG00000034424
rhinopithecus_bieti ENSRBIG00000031576
piliocolobus_tephrosceles ENSPTEG00000007582
colobus_angolensis ENSCANG00000033902
macaca_fascicularis ENSMFAG00000030804
macaca_nemestrina ENSMNEG00000027972
macaca_mulatta ENSMMUG00000018843
mandrillus_leucophaeus ENSMLEG00000028950
macaca_nemestrina ENSMNEG00000007575
cercocebus_atys ENSCATG00000033077
papio_anubis ENSPANG00000010881
theropithecus_gelada ENSTGEG00000021281
chlorocebus_sabaeus ENSCSAG00000014517
pan_paniscus ENSPPAG00000037179
pan_troglodytes ENSPTRG00000018435
gorilla_gorilla ENSGGOG00000038081
homo_sapiens ENSG00000123545
pongo_abelii ENSPPYG00000016857
nomascus_leucogenys ENSNLEG00000013568
aotus_nancymaae ENSANAG00000021826
aotus_nancymaae ENSANAG00000035559
cebus_capucinus ENSCCAG00000021585
cebus_capucinus ENSCCAG00000033907
saimiri_boliviensis ENSSBOG00000022582
callithrix_jacchus ENSCJAG00000001235
carlito_syrichta ENSTSYG00000011256
prolemur_simus ENSPSMG00000007981
microcebus_murinus ENSMICG00000043550
propithecus_coquereli ENSPCOG00000023074
otolemur_garnettii ENSOGAG00000004311
chinchilla_lanigera ENSCLAG00000010804
octodon_degus ENSODEG00000006828
cavia_porcellus ENSCPOG00000031112
fukomys_damarensis ENSFDAG00000001700
heterocephalus_glaber ENSHGLG00000001167
marmota_marmota ENSMMMG00000011131
ictidomys_tridecemlineatus ENSSTOG00000021441
urocitellus_parryii ENSUPAG00010001153
spermophilus_dauricus ENSSDAG00000023256
cricetulus_griseus ENSCGRG00015009391
cricetulus_griseus ENSCGRG00001015554
cricetulus_griseus ENSCGRG00000003771
cricetulus_griseus ENSCGRG00015014322
mesocricetus_auratus ENSMAUG00000017624
microtus_ochrogaster ENSMOCG00000001038
peromyscus_maniculatus ENSPEMG00000031258
mus_spicilegus ENSMSIG00000020952
mus_caroli MGP_CAROLIEiJ_G0025854
mus_musculus ENSMUSG00000028261
mus_pahari MGP_PahariEiJ_G0023977
rattus_norvegicus ENSRNOG00000007506
rattus_norvegicus ENSRNOG00000003342
meriones_unguiculatus ENSMUGG00000022023
nannospalax_galili ENSNGAG00000013127
jaculus_jaculus ENSJJAG00000023657
castor_canadensis ENSCCNG00000011447
oryctolagus_cuniculus ENSOCUG00000002152
oryctolagus_cuniculus ENSOCUG00000023960
ochotona_princeps ENSOPRG00000017120
sorex_araneus ENSSARG00000006890
dipodomys_ordii ENSDORG00000024998
loxodonta_africana ENSLAFG00000009706
echinops_telfairi ENSETEG00000009293
procavia_capensis ENSPCAG00000016550
choloepus_hoffmanni ENSCHOG00000005145
dasypus_novemcinctus ENSDNOG00000002796
xenopus_tropicalis ENSXETG00000007840
latimeria_chalumnae ENSLACG00000002198
hucho_hucho ENSHHUG00000028921
hucho_hucho ENSHHUG00000028435
esox_lucius ENSELUG00000017732
clupea_harengus ENSCHAG00000021029
astyanax_mexicanus ENSAMXG00000044045
astyanax_mexicanus ENSAMXG00005005558
pygocentrus_nattereri ENSPNAG00000023040
ictalurus_punctatus ENSIPUG00000001666
electrophorus_electricus ENSEEEG00000005498
danio_rerio ENSDARG00000077859
stegastes_partitus ENSSPAG00000006109
gouania_willdenowi ENSGWIG00000003180
poecilia_formosa ENSPFOG00000013704
poecilia_mexicana ENSPMEG00000009929
poecilia_latipinna ENSPLAG00000019702
poecilia_reticulata ENSPREG00000002024
gambusia_affinis ENSGAFG00000005296
xiphophorus_couchianus ENSXCOG00000001019
fundulus_heteroclitus ENSFHEG00000000145
cyprinodon_variegatus ENSCVAG00000006193
kryptolebias_marmoratus ENSKMAG00000004134
oryzias_latipes ENSORLG00000017975
oryzias_latipes ENSORLG00020015263
oryzias_latipes ENSORLG00015013064
oryzias_melastigma ENSOMEG00000003363
cynoglossus_semilaevis ENSCSEG00000016864
periophthalmus_magnuspinnatus ENSPMGG00000019504
betta_splendens ENSBSLG00000025046
takifugu_rubripes ENSTRUG00000023151
amphiprion_ocellaris ENSAOCG00000008121
amphiprion_percula ENSAPEG00000002010
acanthochromis_polyacanthus ENSAPOG00000016719
parambassis_ranga ENSPRNG00000022676
astatotilapia_calliptera ENSACLG00000019594
pundamilia_nyererei ENSPNYG00000017375
maylandia_zebra ENSMZEG00005015921
haplochromis_burtoni ENSHBUG00000022222
neolamprologus_brichardi ENSNBRG00000011600
oreochromis_niloticus ENSONIG00000011337
amphilophus_citrinellus ENSACIG00000023443
anabas_testudineus ENSATEG00000012072
monopterus_albus ENSMALG00000012863
gasterosteus_aculeatus ENSGACG00000006177
seriola_dumerili ENSSDUG00000009417
seriola_lalandi ENSSLDG00000013282
scophthalmus_maximus ENSSMAG00000018226
lates_calcarifer ENSLCAG00010012451
mastacembelus_armatus ENSMAMG00000003236
cottoperca_gobio ENSCGOG00000014784
larimichthys_crocea ENSLCRG00005006369
labrus_bergylta ENSLBEG00000010595
mola_mola ENSMMOG00000014907
hippocampus_comes ENSHCOG00000019644
gadus_morhua ENSGMOG00000001994
denticeps_clupeoides ENSDCDG00000021083
scleropages_formosus ENSSFOG00015021309
paramormyrops_kingsleyae ENSPKIG00000018806
lepisosteus_oculatus ENSLOCG00000018015
erpetoichthys_calabaricus ENSECRG00000003771
callorhinchus_milii ENSCMIG00000015492
ciona_intestinalis ENSCING00000002561
ciona_savignyi ENSCSAVG00000003434
