prolemur_simus ENSPSMG00000015830
homo_sapiens ENSG00000100124
gorilla_gorilla ENSGGOG00000001486
pongo_abelii ENSPPYG00000011805
colobus_angolensis ENSCANG00000019975
piliocolobus_tephrosceles ENSPTEG00000035947
papio_anubis ENSPANG00000015144
nomascus_leucogenys ENSNLEG00000014872
sorex_araneus ENSSARG00000003041
vulpes_vulpes ENSVVUG00000024009
heterocephalus_glaber ENSHGLG00100002800
ornithorhynchus_anatinus ENSOANG00000011227
mandrillus_leucophaeus ENSMLEG00000009173
cebus_capucinus ENSCCAG00000021390
saimiri_boliviensis ENSSBOG00000029888
callithrix_jacchus ENSCJAG00000012378
aotus_nancymaae ENSANAG00000023591
vombatus_ursinus ENSVURG00010003764
phascolarctos_cinereus ENSPCIG00000003860
notamacropus_eugenii ENSMEUG00000013953
sarcophilus_harrisii ENSSHAG00000009125
monodelphis_domestica ENSMODG00000045692
phascolarctos_cinereus ENSPCIG00000014150
vombatus_ursinus ENSVURG00010019041
sarcophilus_harrisii ENSSHAG00000003926
monodelphis_domestica ENSMODG00000027962
pogona_vitticeps ENSPVIG00000024618
anolis_carolinensis ENSACAG00000015428
notechis_scutatus ENSNSUG00000005197
salvator_merianae ENSSMRG00000015695
sphenodon_punctatus ENSSPUG00000011483
lonchura_striata ENSLSDG00000006344
taeniopygia_guttata ENSTGUG00000010502
serinus_canaria ENSSCAG00000004287
cyanistes_caeruleus ENSCCEG00000005863
parus_major ENSPMJG00000007897
zonotrichia_albicollis ENSZALG00000006651
lepidothrix_coronata ENSLCOG00000000337
manacus_vitellinus ENSMVIG00005018017
junco_hyemalis ENSJHYG00000005992
ficedula_albicollis ENSFALG00000012782
calidris_pygmaea ENSCPGG00000018862
calidris_pugnax ENSCPUG00000015468
gallus_gallus ENSGALG00000012299
coturnix_japonica ENSCJPG00005013629
meleagris_gallopavo ENSMGAG00000012479
numida_meleagris ENSNMEG00000011795
anas_platyrhynchos ENSAPLG00000015350
anser_brachyrhynchus ENSABRG00000002184
melopsittacus_undulatus ENSMUNG00000000715
apteryx_rowi ENSARWG00000018014
apteryx_haastii ENSAHAG00000001259
apteryx_owenii ENSAOWG00000010607
dromaius_novaehollandiae ENSDNVG00000011476
nothoprocta_perdicaria ENSNPEG00000011933
crocodylus_porosus ENSCPRG00005018991
gopherus_agassizii ENSGAGG00000021752
chelonoidis_abingdonii ENSCABG00000016348
chrysemys_picta ENSCPBG00000023051
pelodiscus_sinensis ENSPSIG00000013342
xenopus_tropicalis ENSXETG00000002513
denticeps_clupeoides ENSDCDG00000030461
clupea_harengus ENSCHAG00000016730
ictalurus_punctatus ENSIPUG00000004592
electrophorus_electricus ENSEEEG00000008033
astyanax_mexicanus ENSAMXG00000020927
astyanax_mexicanus ENSAMXG00005002243
pygocentrus_nattereri ENSPNAG00000023810
danio_rerio ENSDARG00000055743
hippocampus_comes ENSHCOG00000019202
periophthalmus_magnuspinnatus ENSPMGG00000018773
mola_mola ENSMMOG00000007616
gasterosteus_aculeatus ENSGACG00000006757
monopterus_albus ENSMALG00000003754
poecilia_formosa ENSPFOG00000006969
poecilia_mexicana ENSPMEG00000000062
poecilia_latipinna ENSPLAG00000000106
poecilia_reticulata ENSPREG00000014877
xiphophorus_maculatus ENSXMAG00000004508
gambusia_affinis ENSGAFG00000014982
cyprinodon_variegatus ENSCVAG00000002186
fundulus_heteroclitus ENSFHEG00000010317
kryptolebias_marmoratus ENSKMAG00000012297
gouania_willdenowi ENSGWIG00000006498
cottoperca_gobio ENSCGOG00000011675
larimichthys_crocea ENSLCRG00005016377
amphiprion_percula ENSAPEG00000015351
amphiprion_ocellaris ENSAOCG00000024221
acanthochromis_polyacanthus ENSAPOG00000003240
seriola_dumerili ENSSDUG00000017492
seriola_lalandi ENSSLDG00000024403
lates_calcarifer ENSLCAG00010020969
stegastes_partitus ENSSPAG00000003741
parambassis_ranga ENSPRNG00000007177
haplochromis_burtoni ENSHBUG00000021341
pundamilia_nyererei ENSPNYG00000000428
astatotilapia_calliptera ENSACLG00000019008
maylandia_zebra ENSMZEG00005004094
oreochromis_niloticus ENSONIG00000008226
amphilophus_citrinellus ENSACIG00000021835
scophthalmus_maximus ENSSMAG00000003542
labrus_bergylta ENSLBEG00000023786
takifugu_rubripes ENSTRUG00000021993
tetraodon_nigroviridis ENSTNIG00000018513
labrus_bergylta ENSLBEG00000024073
oryzias_latipes ENSORLG00015016792
oryzias_latipes ENSORLG00000015347
oryzias_latipes ENSORLG00020004834
oryzias_melastigma ENSOMEG00000009146
neolamprologus_brichardi ENSNBRG00000011732
cynoglossus_semilaevis ENSCSEG00000014415
anabas_testudineus ENSATEG00000011200
betta_splendens ENSBSLG00000007549
mastacembelus_armatus ENSMAMG00000008322
gadus_morhua ENSGMOG00000004561
hucho_hucho ENSHHUG00000039611
hucho_hucho ENSHHUG00000032305
esox_lucius ENSELUG00000009995
paramormyrops_kingsleyae ENSPKIG00000006491
scleropages_formosus ENSSFOG00015013594
lepisosteus_oculatus ENSLOCG00000012068
erpetoichthys_calabaricus ENSECRG00000010562
latimeria_chalumnae ENSLACG00000001738
callorhinchus_milii ENSCMIG00000007015
eptatretus_burgeri ENSEBUG00000014447
