dasypus_novemcinctus ENSDNOG00000035799
amphiprion_ocellaris ENSAOCG00000021559
amphiprion_percula ENSAPEG00000003966
acanthochromis_polyacanthus ENSAPOG00000004874
stegastes_partitus ENSSPAG00000003962
parambassis_ranga ENSPRNG00000000963
fundulus_heteroclitus ENSFHEG00000009173
cyprinodon_variegatus ENSCVAG00000011946
xiphophorus_maculatus ENSXMAG00000029506
xiphophorus_couchianus ENSXCOG00000010709
gambusia_affinis ENSGAFG00000006826
poecilia_mexicana ENSPMEG00000015646
poecilia_formosa ENSPFOG00000007085
poecilia_latipinna ENSPLAG00000014137
poecilia_reticulata ENSPREG00000002725
kryptolebias_marmoratus ENSKMAG00000010881
oryzias_latipes ENSORLG00000007659
oryzias_latipes ENSORLG00020020907
oryzias_latipes ENSORLG00015010536
oryzias_melastigma ENSOMEG00000008395
astatotilapia_calliptera ENSACLG00000025345
maylandia_zebra ENSMZEG00005013294
pundamilia_nyererei ENSPNYG00000019528
haplochromis_burtoni ENSHBUG00000003019
oreochromis_niloticus ENSONIG00000005325
neolamprologus_brichardi ENSNBRG00000022666
amphilophus_citrinellus ENSACIG00000001302
gouania_willdenowi ENSGWIG00000018998
mola_mola ENSMMOG00000010985
takifugu_rubripes ENSTRUG00000011764
labrus_bergylta ENSLBEG00000022927
larimichthys_crocea ENSLCRG00005008935
cottoperca_gobio ENSCGOG00000004605
gasterosteus_aculeatus ENSGACG00000010994
hippocampus_comes ENSHCOG00000015394
periophthalmus_magnuspinnatus ENSPMGG00000003246
gadus_morhua ENSGMOG00000013123
hucho_hucho ENSHHUG00000006192
hucho_hucho ENSHHUG00000006185
hucho_hucho ENSHHUG00000045152
hucho_hucho ENSHHUG00000045147
hucho_hucho ENSHHUG00000009419
hucho_hucho ENSHHUG00000019572
hucho_hucho ENSHHUG00000011020
esox_lucius ENSELUG00000013763
hucho_hucho ENSHHUG00000022419
scleropages_formosus ENSSFOG00015008152
paramormyrops_kingsleyae ENSPKIG00000000820
astyanax_mexicanus ENSAMXG00000016074
astyanax_mexicanus ENSAMXG00005017253
pygocentrus_nattereri ENSPNAG00000026760
ictalurus_punctatus ENSIPUG00000014988
danio_rerio ENSDARG00000080009
clupea_harengus ENSCHAG00000021207
hucho_hucho ENSHHUG00000013579
hucho_hucho ENSHHUG00000013602
hucho_hucho ENSHHUG00000007520
esox_lucius ENSELUG00000000679
amphiprion_ocellaris ENSAOCG00000004522
acanthochromis_polyacanthus ENSAPOG00000003103
parambassis_ranga ENSPRNG00000023535
astatotilapia_calliptera ENSACLG00000014434
haplochromis_burtoni ENSHBUG00000021978
pundamilia_nyererei ENSPNYG00000019461
oreochromis_niloticus ENSONIG00000019861
neolamprologus_brichardi ENSNBRG00000021270
amphilophus_citrinellus ENSACIG00000001976
gouania_willdenowi ENSGWIG00000012824
poecilia_formosa ENSPFOG00000015049
poecilia_mexicana ENSPMEG00000000497
poecilia_reticulata ENSPREG00000019882
xiphophorus_maculatus ENSXMAG00000011149
fundulus_heteroclitus ENSFHEG00000006837
kryptolebias_marmoratus ENSKMAG00000009048
oryzias_latipes ENSORLG00000003674
oryzias_latipes ENSORLG00020021880
oryzias_latipes ENSORLG00015020211
oryzias_melastigma ENSOMEG00000005958
takifugu_rubripes ENSTRUG00000016726
tetraodon_nigroviridis ENSTNIG00000012868
anabas_testudineus ENSATEG00000013646
betta_splendens ENSBSLG00000006340
mastacembelus_armatus ENSMAMG00000007510
scophthalmus_maximus ENSSMAG00000010582
paramormyrops_kingsleyae ENSPKIG00000013487
lepisosteus_oculatus ENSLOCG00000012795
gadus_morhua ENSGMOG00000002807
hucho_hucho ENSHHUG00000007485
latimeria_chalumnae ENSLACG00000005612
callorhinchus_milii ENSCMIG00000018714
