taeniopygia_guttata ENSTGUG00000007503
heterocephalus_glaber_female ENSHGLG00000008891
fukomys_damarensis ENSFDAG00000019468
oryctolagus_cuniculus ENSOCUG00000025214
ochotona_princeps ENSOPRG00000004697
pan_paniscus ENSPPAG00000028487
pan_troglodytes ENSPTRG00000013320
homo_sapiens ENSG00000125812
gorilla_gorilla ENSGGOG00000023248
pongo_abelii ENSPPYG00000010766
nomascus_leucogenys ENSNLEG00000011565
macaca_mulatta ENSMMUG00000022387
macaca_nemestrina ENSMNEG00000033117
macaca_fascicularis ENSMFAG00000042408
theropithecus_gelada ENSTGEG00000019926
papio_anubis ENSPANG00000017419
cercocebus_atys ENSCATG00000039279
mandrillus_leucophaeus ENSMLEG00000036831
chlorocebus_sabaeus ENSCSAG00000011054
rhinopithecus_bieti ENSRBIG00000028715
rhinopithecus_roxellana ENSRROG00000030533
piliocolobus_tephrosceles ENSPTEG00000003174
colobus_angolensis_palliatus ENSCANG00000041260
saimiri_boliviensis_boliviensis ENSSBOG00000018893
callithrix_jacchus ENSCJAG00000000733
aotus_nancymaae ENSANAG00000028240
cebus_capucinus ENSCCAG00000035601
carlito_syrichta ENSTSYG00000028054
prolemur_simus ENSPSMG00000008681
propithecus_coquereli ENSPCOG00000024180
microcebus_murinus ENSMICG00000046070
otolemur_garnettii ENSOGAG00000028389
dasypus_novemcinctus ENSDNOG00000014290
manacus_vitellinus ENSMVIG00005012250
lepidothrix_coronata ENSLCOG00000008998
serinus_canaria ENSSCAG00000014750
lonchura_striata_domestica ENSLSDG00000013221
junco_hyemalis ENSJHYG00000008639
zonotrichia_albicollis ENSZALG00000007145
parus_major ENSPMJG00000013756
ficedula_albicollis ENSFALG00000011569
xenopus_tropicalis ENSXETG00000004510
gasterosteus_aculeatus ENSGACG00000012415
monopterus_albus ENSMALG00000018277
poecilia_formosa ENSPFOG00000002393
poecilia_latipinna ENSPLAG00000005232
poecilia_mexicana ENSPMEG00000020017
poecilia_reticulata ENSPREG00000016398
gambusia_affinis ENSGAFG00000008725
xiphophorus_maculatus ENSXMAG00000023249
fundulus_heteroclitus ENSFHEG00000020498
cyprinodon_variegatus ENSCVAG00000013068
kryptolebias_marmoratus ENSKMAG00000001453
oryzias_latipes ENSORLG00000010006
oryzias_latipes_asm223469v1 ENSORLG00015015364
oryzias_latipes ENSORLG00020001395
mola_mola ENSMMOG00000004395
anabas_testudineus ENSATEG00000018374
mastacembelus_armatus ENSMAMG00000011931
seriola_lalandi_dorsalis ENSSLDG00000002382
seriola_dumerili ENSSDUG00000008186
cynoglossus_semilaevis ENSCSEG00000002270
labrus_bergylta ENSLBEG00000025803
acanthochromis_polyacanthus ENSAPOG00000012930
amphiprion_ocellaris ENSAOCG00000024275
amphiprion_percula ENSAPEG00000017195
stegastes_partitus ENSSPAG00000011759
maylandia_zebra ENSMZEG00005010711
astatotilapia_calliptera ENSACLG00000025866
haplochromis_burtoni ENSHBUG00000016502
pundamilia_nyererei ENSPNYG00000000788
neolamprologus_brichardi ENSNBRG00000019987
oreochromis_niloticus ENSONIG00000000989
amphilophus_citrinellus ENSACIG00000004753
takifugu_rubripes ENSTRUG00000006128
tetraodon_nigroviridis ENSTNIG00000010722
hippocampus_comes ENSHCOG00000004326
periophthalmus_magnuspinnatus ENSPMGG00000003778
gadus_morhua ENSGMOG00000011017
esox_lucius ENSELUG00000013581
pygocentrus_nattereri ENSPNAG00000019061
astyanax_mexicanus ENSAMXG00000017178
ictalurus_punctatus ENSIPUG00000019159
scleropages_formosus ENSSFOG00015008631
paramormyrops_kingsleyae ENSPKIG00000003781
zonotrichia_albicollis ENSZALG00000007144
serinus_canaria ENSSCAG00000014757
parus_major ENSPMJG00000013755
ficedula_albicollis ENSFALG00000011636
manacus_vitellinus ENSMVIG00005012258
calidris_pugnax ENSCPUG00000005053
numida_meleagris ENSNMEG00000012103
apteryx_haastii ENSAHAG00000003270
apteryx_rowi ENSARWG00000006320
apteryx_owenii ENSAOWG00000003280
chelonoidis_abingdonii ENSCABG00000007803
chrysemys_picta_bellii ENSCPBG00000023418
pelodiscus_sinensis ENSPSIG00000014208
crocodylus_porosus ENSCPRG00005011032
salvator_merianae ENSSMRG00000022705
gallus_gallus ENSGALG00000053659
coturnix_japonica ENSCJPG00005015825
pogona_vitticeps ENSPVIG00000017660
ornithorhynchus_anatinus ENSOANG00000022376
melopsittacus_undulatus ENSMUNG00000001325
notechis_scutatus ENSNSUG00000000630
cyanistes_caeruleus ENSCCEG00000009860
petromyzon_marinus ENSPMAG00000002228
eptatretus_burgeri ENSEBUG00000004858
