cyprinodon_variegatus ENSCVAG00000018522
cavia_porcellus ENSCPOG00000004258
chinchilla_lanigera ENSCLAG00000001454
fukomys_damarensis ENSFDAG00000006483
panthera_tigris_altaica ENSPTIG00000017557
ochotona_princeps ENSOPRG00000004020
oryctolagus_cuniculus ENSOCUG00000003454
dipodomys_ordii ENSDORG00000009966
tupaia_belangeri ENSTBEG00000010088
mustela_putorius_furo ENSMPUG00000012965
loxodonta_africana ENSLAFG00000000396
choloepus_hoffmanni ENSCHOG00000003085
dasypus_novemcinctus ENSDNOG00000006337
myotis_lucifugus ENSMLUG00000010064
pteropus_vampyrus ENSPVAG00000006781
tursiops_truncatus ENSTTRG00000006808
sorex_araneus ENSSARG00000007617
procavia_capensis ENSPCAG00000007467
echinops_telfairi ENSETEG00000005418
cricetulus_griseus_chok1gshd ENSCGRG00001016821
cricetulus_griseus_crigri-picr ENSCGRG00015007224
cricetulus_griseus_crigri ENSCGRG00000005231
mesocricetus_auratus ENSMAUG00000016287
microtus_ochrogaster ENSMOCG00000004247
peromyscus_maniculatus_bairdii ENSPEMG00000019671
mus_musculus ENSMUSG00000069378
mus_spicilegus ENSMSIG00000026448
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023193
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022280
mus_pahari MGP_PahariEiJ_G0019013
rattus_norvegicus ENSRNOG00000030486
meriones_unguiculatus ENSMUGG00000011817
nannospalax_galili ENSNGAG00000014634
jaculus_jaculus ENSJJAG00000000894
heterocephalus_glaber_female ENSHGLG00000015857
heterocephalus_glaber_male ENSHGLG00100005832
octodon_degus ENSODEG00000006943
erinaceus_europaeus ENSEEUG00000005543
ornithorhynchus_anatinus ENSOANG00000001527
xenopus_tropicalis ENSXETG00000010261
latimeria_chalumnae ENSLACG00000003287
scophthalmus_maximus ENSSMAG00000017939
cynoglossus_semilaevis ENSCSEG00000008776
oreochromis_niloticus ENSONIG00000000664
monopterus_albus ENSMALG00000003045
poecilia_formosa ENSPFOG00000023418
poecilia_mexicana ENSPMEG00000015962
poecilia_latipinna ENSPLAG00000008434
gambusia_affinis ENSGAFG00000019256
mola_mola ENSMMOG00000020769
scleropages_formosus ENSSFOG00015012512
mola_mola ENSMMOG00000000101
gadus_morhua ENSGMOG00000002701
mandrillus_leucophaeus ENSMLEG00000036399
colobus_angolensis_palliatus ENSCANG00000023631
nomascus_leucogenys ENSNLEG00000012531
saimiri_boliviensis_boliviensis ENSSBOG00000029129
tursiops_truncatus ENSTTRG00000015155
ovis_aries ENSOARG00000007521
echinops_telfairi ENSETEG00000008849
heterocephalus_glaber_male ENSHGLG00100007146
fukomys_damarensis ENSFDAG00000015474
cavia_aperea ENSCAPG00000008812
cricetulus_griseus_crigri ENSCGRG00000002377
spermophilus_dauricus ENSSDAG00000016649
anas_platyrhynchos_platyrhynchos ENSAPLG00000025815
numida_meleagris ENSNMEG00000007868
taeniopygia_guttata ENSTGUG00000004692
xenopus_tropicalis ENSXETG00000001343
scleropages_formosus ENSSFOG00015011225
petromyzon_marinus ENSPMAG00000006800
eptatretus_burgeri ENSEBUG00000008559
