dromaius_novaehollandiae ENSDNVG00000004251
pan_paniscus ENSPPAG00000036929
homo_sapiens ENSG00000161714
gorilla_gorilla ENSGGOG00000014717
pongo_abelii ENSPPYG00000008313
nomascus_leucogenys ENSNLEG00000005078
piliocolobus_tephrosceles ENSPTEG00000023995
colobus_angolensis_palliatus ENSCANG00000031145
rhinopithecus_roxellana ENSRROG00000039863
rhinopithecus_bieti ENSRBIG00000035837
cercocebus_atys ENSCATG00000033684
mandrillus_leucophaeus ENSMLEG00000032855
papio_anubis ENSPANG00000021259
macaca_nemestrina ENSMNEG00000027995
macaca_mulatta ENSMMUG00000013587
macaca_fascicularis ENSMFAG00000044688
theropithecus_gelada ENSTGEG00000016506
chlorocebus_sabaeus ENSCSAG00000003668
cebus_capucinus ENSCCAG00000034783
callithrix_jacchus ENSCJAG00000012703
saimiri_boliviensis_boliviensis ENSSBOG00000026284
aotus_nancymaae ENSANAG00000021279
castor_canadensis ENSCCNG00000022320
dipodomys_ordii ENSDORG00000014726
mus_musculus ENSMUSG00000020937
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018114
mus_spicilegus ENSMSIG00000027724
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017271
mus_pahari MGP_PahariEiJ_G0018401
rattus_norvegicus ENSRNOG00000003033
meriones_unguiculatus ENSMUGG00000005756
cricetulus_griseus_crigri ENSCGRG00000004821
cricetulus_griseus_crigri-picr ENSCGRG00015026347
cricetulus_griseus_chok1gshd ENSCGRG00001017565
mesocricetus_auratus ENSMAUG00000001235
microtus_ochrogaster ENSMOCG00000007577
peromyscus_maniculatus_bairdii ENSPEMG00000012702
nannospalax_galili ENSNGAG00000022130
jaculus_jaculus ENSJJAG00000017645
urocitellus_parryii ENSUPAG00010001368
ictidomys_tridecemlineatus ENSSTOG00000009418
spermophilus_dauricus ENSSDAG00000014531
marmota_marmota_marmota ENSMMMG00000002605
oryctolagus_cuniculus ENSOCUG00000017161
ochotona_princeps ENSOPRG00000012355
tupaia_belangeri ENSTBEG00000012448
carlito_syrichta ENSTSYG00000036268
erinaceus_europaeus ENSEEUG00000007004
echinops_telfairi ENSETEG00000019364
dasypus_novemcinctus ENSDNOG00000008883
heterocephalus_glaber_female ENSHGLG00000015527
heterocephalus_glaber_male ENSHGLG00100005196
cavia_porcellus ENSCPOG00000007126
cavia_aperea ENSCAPG00000014278
chinchilla_lanigera ENSCLAG00000016894
octodon_degus ENSODEG00000018045
phascolarctos_cinereus ENSPCIG00000015049
notamacropus_eugenii ENSMEUG00000016697
sarcophilus_harrisii ENSSHAG00000010634
monodelphis_domestica ENSMODG00000011222
xenopus_tropicalis ENSXETG00000003234
latimeria_chalumnae ENSLACG00000003506
taeniopygia_guttata ENSTGUG00000014417
notechis_scutatus ENSNSUG00000011491
scleropages_formosus ENSSFOG00015012663
paramormyrops_kingsleyae ENSPKIG00000003226
xiphophorus_maculatus ENSXMAG00000014404
xiphophorus_couchianus ENSXCOG00000000830
gambusia_affinis ENSGAFG00000007278
poecilia_formosa ENSPFOG00000005355
poecilia_mexicana ENSPMEG00000004263
poecilia_latipinna ENSPLAG00000012553
poecilia_reticulata ENSPREG00000001814
fundulus_heteroclitus ENSFHEG00000013937
cyprinodon_variegatus ENSCVAG00000008091
oryzias_latipes ENSORLG00000018561
oryzias_latipes_asm223469v1 ENSORLG00015022200
oryzias_latipes ENSORLG00020001146
oryzias_latipes ENSORLG00000029832
oryzias_latipes_asm223469v1 ENSORLG00015022243
oryzias_latipes ENSORLG00000025549
oryzias_latipes_asm223469v1 ENSORLG00015022541
oryzias_melastigma ENSOMEG00000013257
tetraodon_nigroviridis ENSTNIG00000010475
tetraodon_nigroviridis ENSTNIG00000001283
takifugu_rubripes ENSTRUG00000003439
labrus_bergylta ENSLBEG00000027029
gasterosteus_aculeatus ENSGACG00000015291
mola_mola ENSMMOG00000001138
hippocampus_comes ENSHCOG00000017053
monopterus_albus ENSMALG00000009113
mastacembelus_armatus ENSMAMG00000021063
anabas_testudineus ENSATEG00000023623
seriola_lalandi_dorsalis ENSSLDG00000014586
seriola_dumerili ENSSDUG00000017643
scophthalmus_maximus ENSSMAG00000019493
astatotilapia_calliptera ENSACLG00000002416
maylandia_zebra ENSMZEG00005006275
pundamilia_nyererei ENSPNYG00000022902
haplochromis_burtoni ENSHBUG00000004449
neolamprologus_brichardi ENSNBRG00000023729
oreochromis_niloticus ENSONIG00000008054
amphilophus_citrinellus ENSACIG00000008592
kryptolebias_marmoratus ENSKMAG00000015071
amphiprion_ocellaris ENSAOCG00000020115
amphiprion_percula ENSAPEG00000018925
acanthochromis_polyacanthus ENSAPOG00000005840
stegastes_partitus ENSSPAG00000006598
cynoglossus_semilaevis ENSCSEG00000002939
periophthalmus_magnuspinnatus ENSPMGG00000000141
gadus_morhua ENSGMOG00000000575
esox_lucius ENSELUG00000005165
astyanax_mexicanus ENSAMXG00000044082
pygocentrus_nattereri ENSPNAG00000025119
pygocentrus_nattereri ENSPNAG00000025090
astyanax_mexicanus ENSAMXG00000006275
ictalurus_punctatus ENSIPUG00000004236
danio_rerio ENSDARG00000079572
takifugu_rubripes ENSTRUG00000016563
tetraodon_nigroviridis ENSTNIG00000014952
mola_mola ENSMMOG00000020893
mastacembelus_armatus ENSMAMG00000022054
scophthalmus_maximus ENSSMAG00000010854
hippocampus_comes ENSHCOG00000004525
xiphophorus_maculatus ENSXMAG00000008387
xiphophorus_couchianus ENSXCOG00000017417
gambusia_affinis ENSGAFG00000002775
poecilia_formosa ENSPFOG00000001132
poecilia_latipinna ENSPLAG00000002308
poecilia_mexicana ENSPMEG00000019186
poecilia_reticulata ENSPREG00000008961
cyprinodon_variegatus ENSCVAG00000012940
fundulus_heteroclitus ENSFHEG00000011387
kryptolebias_marmoratus ENSKMAG00000011000
oryzias_latipes ENSORLG00020010247
oryzias_latipes ENSORLG00000002890
oryzias_latipes_asm223469v1 ENSORLG00015003108
oryzias_melastigma ENSOMEG00000021344
maylandia_zebra ENSMZEG00005022969
astatotilapia_calliptera ENSACLG00000000574
haplochromis_burtoni ENSHBUG00000007558
pundamilia_nyererei ENSPNYG00000012853
neolamprologus_brichardi ENSNBRG00000020495
oreochromis_niloticus ENSONIG00000000860
amphilophus_citrinellus ENSACIG00000008540
gasterosteus_aculeatus ENSGACG00000009415
monopterus_albus ENSMALG00000008911
periophthalmus_magnuspinnatus ENSPMGG00000001504
amphiprion_percula ENSAPEG00000002441
amphiprion_ocellaris ENSAOCG00000010728
acanthochromis_polyacanthus ENSAPOG00000005707
stegastes_partitus ENSSPAG00000003597
anabas_testudineus ENSATEG00000023422
labrus_bergylta ENSLBEG00000006688
seriola_dumerili ENSSDUG00000022537
seriola_lalandi_dorsalis ENSSLDG00000000088
cynoglossus_semilaevis ENSCSEG00000010089
gadus_morhua ENSGMOG00000017857
esox_lucius ENSELUG00000016590
astyanax_mexicanus ENSAMXG00000017880
pygocentrus_nattereri ENSPNAG00000008815
ictalurus_punctatus ENSIPUG00000016226
danio_rerio ENSDARG00000052957
paramormyrops_kingsleyae ENSPKIG00000021945
scleropages_formosus ENSSFOG00015023546
lepisosteus_oculatus ENSLOCG00000011522
petromyzon_marinus ENSPMAG00000008909
