monopterus_albus ENSMALG00000016296
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024691
mus_pahari MGP_PahariEiJ_G0026133
rattus_norvegicus ENSRNOG00000025384
meriones_unguiculatus ENSMUGG00000006187
peromyscus_maniculatus_bairdii ENSPEMG00000021057
microtus_ochrogaster ENSMOCG00000018022
cricetulus_griseus_chok1gshd ENSCGRG00001017305
cricetulus_griseus_crigri-picr ENSCGRG00015020349
cricetulus_griseus_crigri ENSCGRG00000008524
mesocricetus_auratus ENSMAUG00000008790
nannospalax_galili ENSNGAG00000019182
jaculus_jaculus ENSJJAG00000015033
urocitellus_parryii ENSUPAG00010021575
ictidomys_tridecemlineatus ENSSTOG00000014865
spermophilus_dauricus ENSSDAG00000006043
marmota_marmota_marmota ENSMMMG00000006268
heterocephalus_glaber_female ENSHGLG00000004455
heterocephalus_glaber_male ENSHGLG00100001483
fukomys_damarensis ENSFDAG00000006144
chinchilla_lanigera ENSCLAG00000009993
octodon_degus ENSODEG00000009271
cavia_aperea ENSCAPG00000012331
cavia_porcellus ENSCPOG00000025667
choloepus_hoffmanni ENSCHOG00000000781
dasypus_novemcinctus ENSDNOG00000008093
sorex_araneus ENSSARG00000012288
loxodonta_africana ENSLAFG00000032667
procavia_capensis ENSPCAG00000013807
echinops_telfairi ENSETEG00000013587
ornithorhynchus_anatinus ENSOANG00000007085
petromyzon_marinus ENSPMAG00000003437
