equus_caballus ENSECAG00000013967
aotus_nancymaae ENSANAG00000025773
carlito_syrichta ENSTSYG00000008644
otolemur_garnettii ENSOGAG00000013664
ochotona_princeps ENSOPRG00000004889
loxodonta_africana ENSLAFG00000012659
echinops_telfairi ENSETEG00000011873
ornithorhynchus_anatinus ENSOANG00000028729
cyanistes_caeruleus ENSCCEG00000006878
cebus_capucinus ENSCCAG00000036864
gadus_morhua ENSGMOG00000013163
phascolarctos_cinereus ENSPCIG00000006622
notamacropus_eugenii ENSMEUG00000002427
sarcophilus_harrisii ENSSHAG00000000683
monodelphis_domestica ENSMODG00000019438
pogona_vitticeps ENSPVIG00000009379
anolis_carolinensis ENSACAG00000015585
salvator_merianae ENSSMRG00000021536
notechis_scutatus ENSNSUG00000020273
sphenodon_punctatus ENSSPUG00000018172
chelonoidis_abingdonii ENSCABG00000010185
gopherus_agassizii ENSGAGG00000013847
chrysemys_picta_bellii ENSCPBG00000024963
pelodiscus_sinensis ENSPSIG00000011139
numida_meleagris ENSNMEG00000008191
coturnix_japonica ENSCJPG00005021129
anser_brachyrhynchus ENSABRG00000006932
lonchura_striata_domestica ENSLSDG00000008714
taeniopygia_guttata ENSTGUG00000009981
serinus_canaria ENSSCAG00000013440
zonotrichia_albicollis ENSZALG00000010342
junco_hyemalis ENSJHYG00000016360
ficedula_albicollis ENSFALG00000011006
parus_major ENSPMJG00000011635
lepidothrix_coronata ENSLCOG00000006088
manacus_vitellinus ENSMVIG00005007384
calidris_pygmaea ENSCPGG00000008589
calidris_pugnax ENSCPUG00000008267
meleagris_gallopavo ENSMGAG00000012254
gallus_gallus ENSGALG00000008262
anas_platyrhynchos_platyrhynchos ENSAPLG00000006206
melopsittacus_undulatus ENSMUNG00000005081
apteryx_haastii ENSAHAG00000001635
apteryx_haastii ENSAHAG00000001650
apteryx_rowi ENSARWG00000013860
apteryx_owenii ENSAOWG00000007956
dromaius_novaehollandiae ENSDNVG00000007060
nothoprocta_perdicaria ENSNPEG00000009328
crocodylus_porosus ENSCPRG00005002119
gopherus_agassizii ENSGAGG00000006536
gopherus_agassizii ENSGAGG00000006535
junco_hyemalis ENSJHYG00000016372
latimeria_chalumnae ENSLACG00000003100
amphiprion_ocellaris ENSAOCG00000021157
amphiprion_percula ENSAPEG00000017929
acanthochromis_polyacanthus ENSAPOG00000022356
stegastes_partitus ENSSPAG00000014086
astatotilapia_calliptera ENSACLG00000020568
maylandia_zebra ENSMZEG00005022309
haplochromis_burtoni ENSHBUG00000016117
pundamilia_nyererei ENSPNYG00000010890
neolamprologus_brichardi ENSNBRG00000019779
oreochromis_niloticus ENSONIG00000015181
amphilophus_citrinellus ENSACIG00000023747
kryptolebias_marmoratus ENSKMAG00000016454
mastacembelus_armatus ENSMAMG00000008753
monopterus_albus ENSMALG00000007381
anabas_testudineus ENSATEG00000006250
seriola_dumerili ENSSDUG00000011011
seriola_lalandi_dorsalis ENSSLDG00000000687
scophthalmus_maximus ENSSMAG00000001289
mola_mola ENSMMOG00000007054
labrus_bergylta ENSLBEG00000018880
gasterosteus_aculeatus ENSGACG00000010861
poecilia_formosa ENSPFOG00000005376
poecilia_mexicana ENSPMEG00000014918
poecilia_latipinna ENSPLAG00000020948
poecilia_reticulata ENSPREG00000007601
xiphophorus_maculatus ENSXMAG00000002892
xiphophorus_couchianus ENSXCOG00000020229
gambusia_affinis ENSGAFG00000001163
cyprinodon_variegatus ENSCVAG00000017670
fundulus_heteroclitus ENSFHEG00000002639
oryzias_latipes_asm223469v1 ENSORLG00015018238
oryzias_latipes ENSORLG00000008149
oryzias_latipes ENSORLG00020004640
oryzias_melastigma ENSOMEG00000023646
tetraodon_nigroviridis ENSTNIG00000019244
takifugu_rubripes ENSTRUG00000005281
hippocampus_comes ENSHCOG00000011416
cynoglossus_semilaevis ENSCSEG00000013532
stegastes_partitus ENSSPAG00000010740
gadus_morhua ENSGMOG00000016711
esox_lucius ENSELUG00000019238
pygocentrus_nattereri ENSPNAG00000011821
astyanax_mexicanus ENSAMXG00000017015
ictalurus_punctatus ENSIPUG00000000430
danio_rerio ENSDARG00000073824
paramormyrops_kingsleyae ENSPKIG00000021078
paramormyrops_kingsleyae ENSPKIG00000009181
scleropages_formosus ENSSFOG00015015302
mastacembelus_armatus ENSMAMG00000001059
monopterus_albus ENSMALG00000019509
anabas_testudineus ENSATEG00000022958
seriola_dumerili ENSSDUG00000004024
seriola_lalandi_dorsalis ENSSLDG00000003567
scophthalmus_maximus ENSSMAG00000007307
amphiprion_ocellaris ENSAOCG00000000339
amphiprion_percula ENSAPEG00000001152
acanthochromis_polyacanthus ENSAPOG00000021288
stegastes_partitus ENSSPAG00000013164
maylandia_zebra ENSMZEG00005008707
astatotilapia_calliptera ENSACLG00000013484
pundamilia_nyererei ENSPNYG00000019425
haplochromis_burtoni ENSHBUG00000023181
neolamprologus_brichardi ENSNBRG00000000373
oreochromis_niloticus ENSONIG00000002561
amphilophus_citrinellus ENSACIG00000021079
poecilia_formosa ENSPFOG00000016006
poecilia_mexicana ENSPMEG00000015950
poecilia_latipinna ENSPLAG00000000504
poecilia_reticulata ENSPREG00000009047
xiphophorus_maculatus ENSXMAG00000017009
xiphophorus_couchianus ENSXCOG00000012544
gambusia_affinis ENSGAFG00000009324
fundulus_heteroclitus ENSFHEG00000012032
cyprinodon_variegatus ENSCVAG00000003709
kryptolebias_marmoratus ENSKMAG00000017414
oryzias_latipes ENSORLG00000012565
oryzias_latipes_asm223469v1 ENSORLG00015021514
oryzias_latipes ENSORLG00020001683
oryzias_melastigma ENSOMEG00000013176
labrus_bergylta ENSLBEG00000006988
gasterosteus_aculeatus ENSGACG00000016457
mola_mola ENSMMOG00000000232
tetraodon_nigroviridis ENSTNIG00000011363
cynoglossus_semilaevis ENSCSEG00000012050
periophthalmus_magnuspinnatus ENSPMGG00000008740
hippocampus_comes ENSHCOG00000018931
gadus_morhua ENSGMOG00000017486
esox_lucius ENSELUG00000017954
scleropages_formosus ENSSFOG00015020069
lepisosteus_oculatus ENSLOCG00000014310
xenopus_tropicalis ENSXETG00000007848
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033655
mus_spicilegus ENSMSIG00000026132
mus_musculus ENSMUSG00000032356
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032515
mus_pahari MGP_PahariEiJ_G0015382
rattus_norvegicus ENSRNOG00000014025
petromyzon_marinus ENSPMAG00000009861
eptatretus_burgeri ENSEBUG00000000553
eptatretus_burgeri ENSEBUG00000000697
