caenorhabditis_elegans WBGene00009783
mus_spretus MGP_SPRETEiJ_G0027876
mus_spicilegus ENSMSIG00000016715
mus_musculus ENSMUSG00000029048
mus_caroli MGP_CAROLIEiJ_G0026883
mus_pahari MGP_PahariEiJ_G0029231
rattus_norvegicus ENSRNOG00000014270
meriones_unguiculatus ENSMUGG00000002291
nannospalax_galili ENSNGAG00000008216
nannospalax_galili ENSNGAG00000004424
jaculus_jaculus ENSJJAG00000018634
cavia_porcellus ENSCPOG00000009015
cavia_aperea ENSCAPG00000003283
octodon_degus ENSODEG00000009663
chinchilla_lanigera ENSCLAG00000004419
heterocephalus_glaber ENSHGLG00100008632
heterocephalus_glaber ENSHGLG00000018692
fukomys_damarensis ENSFDAG00000021382
ictidomys_tridecemlineatus ENSSTOG00000007413
marmota_marmota ENSMMMG00000019040
spermophilus_dauricus ENSSDAG00000023324
urocitellus_parryii ENSUPAG00010004325
tupaia_belangeri ENSTBEG00000011593
eptatretus_burgeri ENSEBUG00000012339
ciona_savignyi ENSCSAVG00000006166
ciona_intestinalis ENSCING00000005442
saccharomyces_cerevisiae YCL001W
