caenorhabditis_elegans WBGene00016258
chinchilla_lanigera ENSCLAG00000003151
octodon_degus ENSODEG00000016167
cavia_porcellus ENSCPOG00000010904
cavia_aperea ENSCAPG00000006840
urocitellus_parryii ENSUPAG00010001017
spermophilus_dauricus ENSSDAG00000017360
marmota_marmota ENSMMMG00000015116
ictidomys_tridecemlineatus ENSSTOG00000016447
dipodomys_ordii ENSDORG00000013966
castor_canadensis ENSCCNG00000014733
mus_musculus ENSMUSG00000013160
mus_spicilegus ENSMSIG00000016254
mus_spretus MGP_SPRETEiJ_G0032603
mus_caroli MGP_CAROLIEiJ_G0031485
mus_pahari MGP_PahariEiJ_G0023085
rattus_norvegicus ENSRNOG00000017235
meriones_unguiculatus ENSMUGG00000016690
mesocricetus_auratus ENSMAUG00000021118
mesocricetus_auratus ENSMAUG00000013353
cricetulus_griseus ENSCGRG00001014538
cricetulus_griseus ENSCGRG00001002717
cricetulus_griseus ENSCGRG00000007913
cricetulus_griseus ENSCGRG00015007419
peromyscus_maniculatus ENSPEMG00000010243
microtus_ochrogaster ENSMOCG00000001313
microtus_ochrogaster ENSMOCG00000012824
nannospalax_galili ENSNGAG00000013880
jaculus_jaculus ENSJJAG00000019377
pan_troglodytes ENSPTRG00000008231
pan_paniscus ENSPPAG00000039877
homo_sapiens ENSG00000159720
gorilla_gorilla ENSGGOG00000012974
pongo_abelii ENSPPYG00000007458
nomascus_leucogenys ENSNLEG00000004667
macaca_fascicularis ENSMFAG00000000689
macaca_mulatta ENSMMUG00000029105
macaca_nemestrina ENSMNEG00000030202
cercocebus_atys ENSCATG00000033064
mandrillus_leucophaeus ENSMLEG00000043793
theropithecus_gelada ENSTGEG00000005910
papio_anubis ENSPANG00000017898
rhinopithecus_bieti ENSRBIG00000034525
rhinopithecus_roxellana ENSRROG00000009060
colobus_angolensis ENSCANG00000028559
piliocolobus_tephrosceles ENSPTEG00000017162
colobus_angolensis ENSCANG00000013761
chlorocebus_sabaeus ENSCSAG00000003900
saimiri_boliviensis ENSSBOG00000023987
cebus_capucinus ENSCCAG00000033213
callithrix_jacchus ENSCJAG00000016190
aotus_nancymaae ENSANAG00000024349
carlito_syrichta ENSTSYG00000025917
microcebus_murinus ENSMICG00000012079
propithecus_coquereli ENSPCOG00000012981
prolemur_simus ENSPSMG00000009814
otolemur_garnettii ENSOGAG00000000021
tupaia_belangeri ENSTBEG00000007097
carlito_syrichta ENSTSYG00000029774
vulpes_vulpes ENSVVUG00000015631
vicugna_pacos ENSVPAG00000004404
bos_taurus ENSBTAG00000014553
dasypus_novemcinctus ENSDNOG00000045091
panthera_pardus ENSPPRG00000002384
procavia_capensis ENSPCAG00000010661
loxodonta_africana ENSLAFG00000008957
sorex_araneus ENSSARG00000002987
vombatus_ursinus ENSVURG00010021547
phascolarctos_cinereus ENSPCIG00000031553
notamacropus_eugenii ENSMEUG00000014351
sarcophilus_harrisii ENSSHAG00000013154
monodelphis_domestica ENSMODG00000005918
sarcophilus_harrisii ENSSHAG00000015489
monodelphis_domestica ENSMODG00000010616
chelonoidis_abingdonii ENSCABG00000003760
chrysemys_picta ENSCPBG00000015627
gopherus_agassizii ENSGAGG00000018960
chrysemys_picta ENSCPBG00000014574
pelodiscus_sinensis ENSPSIG00000012242
sphenodon_punctatus ENSSPUG00000009156
meleagris_gallopavo ENSMGAG00000001760
coturnix_japonica ENSCJPG00005011251
gallus_gallus ENSGALG00000002237
numida_meleagris ENSNMEG00000013291
anser_brachyrhynchus ENSABRG00000003539
anas_platyrhynchos ENSAPLG00000007502
parus_major ENSPMJG00000014705
cyanistes_caeruleus ENSCCEG00000008599
ficedula_albicollis ENSFALG00000007272
junco_hyemalis ENSJHYG00000001285
zonotrichia_albicollis ENSZALG00000007795
serinus_canaria ENSSCAG00000005753
lonchura_striata ENSLSDG00000015622
taeniopygia_guttata ENSTGUG00000005881
lepidothrix_coronata ENSLCOG00000015398
manacus_vitellinus ENSMVIG00005011435
calidris_pygmaea ENSCPGG00000013507
calidris_pugnax ENSCPUG00000010588
melopsittacus_undulatus ENSMUNG00000000669
apteryx_owenii ENSAOWG00000005826
apteryx_rowi ENSARWG00000007943
apteryx_haastii ENSAHAG00000004750
dromaius_novaehollandiae ENSDNVG00000013528
nothoprocta_perdicaria ENSNPEG00000006339
latimeria_chalumnae ENSLACG00000002889
callorhinchus_milii ENSCMIG00000005408
erpetoichthys_calabaricus ENSECRG00000015814
xenopus_tropicalis ENSXETG00000002296
scleropages_formosus ENSSFOG00015004513
paramormyrops_kingsleyae ENSPKIG00000015966
hucho_hucho ENSHHUG00000037329
esox_lucius ENSELUG00000023428
betta_splendens ENSBSLG00000022539
cynoglossus_semilaevis ENSCSEG00000017153
cottoperca_gobio ENSCGOG00000010440
gasterosteus_aculeatus ENSGACG00000016010
mola_mola ENSMMOG00000018125
labrus_bergylta ENSLBEG00000008339
mastacembelus_armatus ENSMAMG00000002984
seriola_dumerili ENSSDUG00000010451
seriola_lalandi ENSSLDG00000015428
scophthalmus_maximus ENSSMAG00000008039
lates_calcarifer ENSLCAG00010023959
larimichthys_crocea ENSLCRG00005012993
anabas_testudineus ENSATEG00000020252
monopterus_albus ENSMALG00000006620
amphiprion_ocellaris ENSAOCG00000002959
amphiprion_ocellaris ENSAOCG00000010427
amphiprion_percula ENSAPEG00000004775
acanthochromis_polyacanthus ENSAPOG00000014860
stegastes_partitus ENSSPAG00000002191
parambassis_ranga ENSPRNG00000020736
kryptolebias_marmoratus ENSKMAG00000001838
astatotilapia_calliptera ENSACLG00000010085
maylandia_zebra ENSMZEG00005006578
haplochromis_burtoni ENSHBUG00000018221
pundamilia_nyererei ENSPNYG00000019770
oreochromis_niloticus ENSONIG00000010670
neolamprologus_brichardi ENSNBRG00000004274
amphilophus_citrinellus ENSACIG00000000289
periophthalmus_magnuspinnatus ENSPMGG00000009360
lepisosteus_oculatus ENSLOCG00000010328
erpetoichthys_calabaricus ENSECRG00000003704
fundulus_heteroclitus ENSFHEG00000022322
oryzias_melastigma ENSOMEG00000016957
haplochromis_burtoni ENSHBUG00000017514
apteryx_owenii ENSAOWG00000014876
apteryx_haastii ENSAHAG00000010351
apteryx_rowi ENSARWG00000005501
dromaius_novaehollandiae ENSDNVG00000005093
nothoprocta_perdicaria ENSNPEG00000013111
anser_brachyrhynchus ENSABRG00000013122
anas_platyrhynchos ENSAPLG00000003128
meleagris_gallopavo ENSMGAG00000011755
gallus_gallus ENSGALG00000034294
coturnix_japonica ENSCJPG00005000234
numida_meleagris ENSNMEG00000000232
calidris_pygmaea ENSCPGG00000017018
calidris_pugnax ENSCPUG00000016045
melopsittacus_undulatus ENSMUNG00000006321
zonotrichia_albicollis ENSZALG00000014049
junco_hyemalis ENSJHYG00000006696
serinus_canaria ENSSCAG00000002642
lonchura_striata ENSLSDG00000001993
taeniopygia_guttata ENSTGUG00000011739
ficedula_albicollis ENSFALG00000004925
parus_major ENSPMJG00000005534
cyanistes_caeruleus ENSCCEG00000009658
lepidothrix_coronata ENSLCOG00000010272
manacus_vitellinus ENSMVIG00005015683
crocodylus_porosus ENSCPRG00005001069
chelonoidis_abingdonii ENSCABG00000022685
gopherus_agassizii ENSGAGG00000012334
chrysemys_picta ENSCPBG00000009584
pelodiscus_sinensis ENSPSIG00000013771
pogona_vitticeps ENSPVIG00000009764
anolis_carolinensis ENSACAG00000009490
notechis_scutatus ENSNSUG00000014812
salvator_merianae ENSSMRG00000010776
sphenodon_punctatus ENSSPUG00000017915
vombatus_ursinus ENSVURG00010005160
notamacropus_eugenii ENSMEUG00000008033
phascolarctos_cinereus ENSPCIG00000002927
sarcophilus_harrisii ENSSHAG00000001125
monodelphis_domestica ENSMODG00000008153
urocitellus_parryii ENSUPAG00010015857
ictidomys_tridecemlineatus ENSSTOG00000014846
spermophilus_dauricus ENSSDAG00000010862
marmota_marmota ENSMMMG00000006485
chinchilla_lanigera ENSCLAG00000004533
cavia_porcellus ENSCPOG00000009640
heterocephalus_glaber ENSHGLG00100016615
heterocephalus_glaber ENSHGLG00000014042
fukomys_damarensis ENSFDAG00000010414
octodon_degus ENSODEG00000004115
castor_canadensis ENSCCNG00000021197
dipodomys_ordii ENSDORG00000016038
cricetulus_griseus ENSCGRG00001012671
cricetulus_griseus ENSCGRG00015013079
cricetulus_griseus ENSCGRG00000001630
mesocricetus_auratus ENSMAUG00000001919
peromyscus_maniculatus ENSPEMG00000030802
microtus_ochrogaster ENSMOCG00000009691
mus_musculus ENSMUSG00000028238
mus_spicilegus ENSMSIG00000026754
mus_spretus MGP_SPRETEiJ_G0026788
mus_caroli MGP_CAROLIEiJ_G0025839
mus_pahari MGP_PahariEiJ_G0023962
rattus_norvegicus ENSRNOG00000006926
meriones_unguiculatus ENSMUGG00000004625
nannospalax_galili ENSNGAG00000015877
jaculus_jaculus ENSJJAG00000014601
oryctolagus_cuniculus ENSOCUG00000010247
ochotona_princeps ENSOPRG00000004568
saimiri_boliviensis ENSSBOG00000028330
cebus_capucinus ENSCCAG00000026927
callithrix_jacchus ENSCJAG00000000343
aotus_nancymaae ENSANAG00000031371
cebus_capucinus ENSCCAG00000027473
saimiri_boliviensis ENSSBOG00000023804
aotus_nancymaae ENSANAG00000036128
pan_troglodytes ENSPTRG00000020393
pan_paniscus ENSPPAG00000032918
homo_sapiens ENSG00000147614
gorilla_gorilla ENSGGOG00000013754
pongo_abelii ENSPPYG00000018722
nomascus_leucogenys ENSNLEG00000001495
theropithecus_gelada ENSTGEG00000025252
chlorocebus_sabaeus ENSCSAG00000013099
macaca_mulatta ENSMMUG00000057050
macaca_nemestrina ENSMNEG00000044983
macaca_fascicularis ENSMFAG00000035571
mandrillus_leucophaeus ENSMLEG00000031783
papio_anubis ENSPANG00000022220
cercocebus_atys ENSCATG00000032520
rhinopithecus_bieti ENSRBIG00000041038
rhinopithecus_roxellana ENSRROG00000039258
piliocolobus_tephrosceles ENSPTEG00000034422
colobus_angolensis ENSCANG00000038797
carlito_syrichta ENSTSYG00000027755
prolemur_simus ENSPSMG00000015861
microcebus_murinus ENSMICG00000006227
propithecus_coquereli ENSPCOG00000015992
otolemur_garnettii ENSOGAG00000009230
tupaia_belangeri ENSTBEG00000001654
tursiops_truncatus ENSTTRG00000002863
sus_scrofa ENSSSCG00000006138
ovis_aries ENSOARG00000012834
capra_hircus ENSCHIG00000022236
bos_indicus ENSBIXG00005006548
bos_indicus ENSBIXG00000002273
bos_mutus ENSBMUG00000010807
bos_taurus ENSBTAG00000021092
bison_bison ENSBBBG00000014549
vicugna_pacos ENSVPAG00000004831
equus_asinus ENSEASG00005018707
equus_caballus ENSECAG00000015484
pteropus_vampyrus ENSPVAG00000013452
myotis_lucifugus ENSMLUG00000014748
erinaceus_europaeus ENSEEUG00000013985
sorex_araneus ENSSARG00000013303
ursus_maritimus ENSUMAG00000015163
ursus_americanus ENSUAMG00000005053
ailuropoda_melanoleuca ENSAMEG00000002620
mustela_putorius ENSMPUG00000010801
neovison_vison ENSNVIG00000016257
canis_lupus ENSCAFG00000008749
canis_lupus ENSCAFG00020020225
vulpes_vulpes ENSVVUG00000001651
panthera_pardus ENSPPRG00000007347
panthera_tigris ENSPTIG00000011128
felis_catus ENSFCAG00000007936
loxodonta_africana ENSLAFG00000008764
procavia_capensis ENSPCAG00000001333
echinops_telfairi ENSETEG00000006482
choloepus_hoffmanni ENSCHOG00000011093
dasypus_novemcinctus ENSDNOG00000008447
ornithorhynchus_anatinus ENSOANG00000005792
xenopus_tropicalis ENSXETG00000017761
latimeria_chalumnae ENSLACG00000000225
felis_catus ENSFCAG00000050701
felis_catus ENSFCAG00000051485
castor_canadensis ENSCCNG00000010539
ciona_intestinalis ENSCING00000005663
ciona_savignyi ENSCSAVG00000001895
piliocolobus_tephrosceles ENSPTEG00000011642
saccharomyces_cerevisiae YLR447C
