mus_musculus ENSMUSG00000055723
fundulus_heteroclitus ENSFHEG00000020569
kryptolebias_marmoratus ENSKMAG00000004205
oryzias_latipes_asm223469v1 ENSORLG00015009854
oryzias_latipes ENSORLG00000026261
oryzias_latipes ENSORLG00020011620
oryzias_melastigma ENSOMEG00000021709
maylandia_zebra ENSMZEG00005000111
astatotilapia_calliptera ENSACLG00000027042
haplochromis_burtoni ENSHBUG00000016534
pundamilia_nyererei ENSPNYG00000007953
neolamprologus_brichardi ENSNBRG00000012974
oreochromis_niloticus ENSONIG00000006123
amphilophus_citrinellus ENSACIG00000000403
amphiprion_ocellaris ENSAOCG00000002921
amphiprion_percula ENSAPEG00000008980
acanthochromis_polyacanthus ENSAPOG00000004154
stegastes_partitus ENSSPAG00000015015
mastacembelus_armatus ENSMAMG00000021869
monopterus_albus ENSMALG00000019758
anabas_testudineus ENSATEG00000007298
takifugu_rubripes ENSTRUG00000017384
tetraodon_nigroviridis ENSTNIG00000009379
gasterosteus_aculeatus ENSGACG00000015645
labrus_bergylta ENSLBEG00000000119
seriola_dumerili ENSSDUG00000023163
seriola_lalandi_dorsalis ENSSLDG00000015122
hippocampus_comes ENSHCOG00000002043
periophthalmus_magnuspinnatus ENSPMGG00000019661
gadus_morhua ENSGMOG00000001308
esox_lucius ENSELUG00000008604
pygocentrus_nattereri ENSPNAG00000016021
astyanax_mexicanus ENSAMXG00000034061
ictalurus_punctatus ENSIPUG00000003813
danio_rerio ENSDARG00000036252
paramormyrops_kingsleyae ENSPKIG00000023509
xenopus_tropicalis ENSXETG00000019685
petromyzon_marinus ENSPMAG00000000650
scleropages_formosus ENSSFOG00015012679
eptatretus_burgeri ENSEBUG00000011510
paramormyrops_kingsleyae ENSPKIG00000016148
scleropages_formosus ENSSFOG00015014423
lepisosteus_oculatus ENSLOCG00000003220
ciona_intestinalis ENSCING00000023365
ciona_savignyi ENSCSAVG00000007531
