lepisosteus_oculatus ENSLOCG00000012198
felis_catus ENSFCAG00000009949
neovison_vison ENSNVIG00000004075
bos_mutus ENSBMUG00000017819
macaca_nemestrina ENSMNEG00000013566
papio_anubis ENSPANG00000029352
tursiops_truncatus ENSTTRG00000004206
ovis_aries ENSOARG00000015905
vicugna_pacos ENSVPAG00000006072
ailuropoda_melanoleuca ENSAMEG00000013873
canis_lupus_familiaris ENSCAFG00000010307
mustela_putorius_furo ENSMPUG00000002041
dasypus_novemcinctus ENSDNOG00000013712
myotis_lucifugus ENSMLUG00000005035
myotis_lucifugus ENSMLUG00000029353
capra_hircus ENSCHIG00000015439
cricetulus_griseus_crigri-picr ENSCGRG00015015257
cricetulus_griseus_crigri ENSCGRG00000014054
cricetulus_griseus_chok1gshd ENSCGRG00001024329
mesocricetus_auratus ENSMAUG00000007913
mus_pahari MGP_PahariEiJ_G0027133
mus_musculus ENSMUSG00000028156
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025684
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026639
rattus_norvegicus ENSRNOG00000052343
meriones_unguiculatus ENSMUGG00000013500
peromyscus_maniculatus_bairdii ENSPEMG00000023956
peromyscus_maniculatus_bairdii ENSPEMG00000021846
meriones_unguiculatus ENSMUGG00000013547
mus_spicilegus ENSMSIG00000010474
cricetulus_griseus_crigri ENSCGRG00000000305
cricetulus_griseus_chok1gshd ENSCGRG00001012870
cricetulus_griseus_crigri ENSCGRG00000001975
cricetulus_griseus_chok1gshd ENSCGRG00001023344
cricetulus_griseus_chok1gshd ENSCGRG00001012785
cricetulus_griseus_crigri ENSCGRG00000011293
cricetulus_griseus_crigri-picr ENSCGRG00015017014
microtus_ochrogaster ENSMOCG00000016783
oryctolagus_cuniculus ENSOCUG00000001456
heterocephalus_glaber_female ENSHGLG00000002642
heterocephalus_glaber_male ENSHGLG00100000636
chinchilla_lanigera ENSCLAG00000002421
marmota_marmota_marmota ENSMMMG00000018797
spermophilus_dauricus ENSSDAG00000024908
cricetulus_griseus_crigri-picr ENSCGRG00015009154
cricetulus_griseus_crigri-picr ENSCGRG00015021946
meriones_unguiculatus ENSMUGG00000023067
nannospalax_galili ENSNGAG00000011338
mandrillus_leucophaeus ENSMLEG00000042711
panthera_pardus ENSPPRG00000005033
panthera_tigris_altaica ENSPTIG00000008243
felis_catus ENSFCAG00000022496
panthera_pardus ENSPPRG00000010794
panthera_tigris_altaica ENSPTIG00000005370
felis_catus ENSFCAG00000034315
neovison_vison ENSNVIG00000006714
mesocricetus_auratus ENSMAUG00000014784
choloepus_hoffmanni ENSCHOG00000009450
loxodonta_africana ENSLAFG00000002450
bison_bison_bison ENSBBBG00000002361
ornithorhynchus_anatinus ENSOANG00000009633
xenopus_tropicalis ENSXETG00000009316
latimeria_chalumnae ENSLACG00000008977
eptatretus_burgeri ENSEBUG00000002799
petromyzon_marinus ENSPMAG00000001359
ornithorhynchus_anatinus ENSOANG00000013092
ciona_savignyi ENSCSAVG00000011078
