poecilia_latipinna ENSPLAG00000003968
peromyscus_maniculatus_bairdii ENSPEMG00000007113
microtus_ochrogaster ENSMOCG00000020881
cricetulus_griseus_crigri ENSCGRG00000002235
cricetulus_griseus_chok1gshd ENSCGRG00001022524
cricetulus_griseus_crigri-picr ENSCGRG00015014971
mesocricetus_auratus ENSMAUG00000020089
nannospalax_galili ENSNGAG00000014363
jaculus_jaculus ENSJJAG00000020817
chinchilla_lanigera ENSCLAG00000006267
octodon_degus ENSODEG00000000139
cavia_aperea ENSCAPG00000010151
cavia_porcellus ENSCPOG00000004730
heterocephalus_glaber_female ENSHGLG00000010468
fukomys_damarensis ENSFDAG00000015013
spermophilus_dauricus ENSSDAG00000019359
urocitellus_parryii ENSUPAG00010012318
ictidomys_tridecemlineatus ENSSTOG00000020220
marmota_marmota_marmota ENSMMMG00000013558
oryctolagus_cuniculus ENSOCUG00000016865
ochotona_princeps ENSOPRG00000002574
pan_troglodytes ENSPTRG00000013683
pan_paniscus ENSPPAG00000034101
homo_sapiens ENSG00000124203
gorilla_gorilla ENSGGOG00000016623
pongo_abelii ENSPPYG00000011183
nomascus_leucogenys ENSNLEG00000009590
cercocebus_atys ENSCATG00000038335
mandrillus_leucophaeus ENSMLEG00000030734
macaca_mulatta ENSMMUG00000020745
macaca_fascicularis ENSMFAG00000040583
macaca_nemestrina ENSMNEG00000038486
papio_anubis ENSPANG00000000370
theropithecus_gelada ENSTGEG00000011272
chlorocebus_sabaeus ENSCSAG00000015605
piliocolobus_tephrosceles ENSPTEG00000006627
colobus_angolensis_palliatus ENSCANG00000034795
rhinopithecus_roxellana ENSRROG00000033836
rhinopithecus_bieti ENSRBIG00000005096
cebus_capucinus ENSCCAG00000018807
saimiri_boliviensis_boliviensis ENSSBOG00000031251
callithrix_jacchus ENSCJAG00000047641
aotus_nancymaae ENSANAG00000018960
carlito_syrichta ENSTSYG00000031687
propithecus_coquereli ENSPCOG00000021955
microcebus_murinus ENSMICG00000028622
prolemur_simus ENSPSMG00000023870
otolemur_garnettii ENSOGAG00000026401
ursus_maritimus ENSUMAG00000001040
ursus_americanus ENSUAMG00000022004
ailuropoda_melanoleuca ENSAMEG00000012465
neovison_vison ENSNVIG00000021814
mustela_putorius_furo ENSMPUG00000007096
canis_lupus_dingo ENSCAFG00020022068
canis_lupus_familiaris ENSCAFG00000012242
vulpes_vulpes ENSVVUG00000016165
erinaceus_europaeus ENSEEUG00000015286
equus_caballus ENSECAG00000004219
equus_asinus_asinus ENSEASG00005023229
pteropus_vampyrus ENSPVAG00000005227
myotis_lucifugus ENSMLUG00000002710
capra_hircus ENSCHIG00000026441
ovis_aries ENSOARG00000016025
bos_taurus ENSBTAG00000011940
tursiops_truncatus ENSTTRG00000009388
sus_scrofa ENSSSCG00000007526
loxodonta_africana ENSLAFG00000027534
procavia_capensis ENSPCAG00000009889
dasypus_novemcinctus ENSDNOG00000039522
notamacropus_eugenii ENSMEUG00000011902
apteryx_owenii ENSAOWG00000000576
apteryx_owenii ENSAOWG00000000580
apteryx_rowi ENSARWG00000009612
nothoprocta_perdicaria ENSNPEG00000009752
dromaius_novaehollandiae ENSDNVG00000002555
junco_hyemalis ENSJHYG00000010029
zonotrichia_albicollis ENSZALG00000009024
serinus_canaria ENSSCAG00000015284
lonchura_striata_domestica ENSLSDG00000004827
taeniopygia_guttata ENSTGUG00000008011
ficedula_albicollis ENSFALG00000010699
parus_major ENSPMJG00000008779
cyanistes_caeruleus ENSCCEG00000021422
manacus_vitellinus ENSMVIG00005004130
calidris_pygmaea ENSCPGG00000006238
calidris_pugnax ENSCPUG00000008525
melopsittacus_undulatus ENSMUNG00000011227
anser_brachyrhynchus ENSABRG00000000135
anas_platyrhynchos_platyrhynchos ENSAPLG00000017059
gallus_gallus ENSGALG00000049068
meleagris_gallopavo ENSMGAG00000015550
coturnix_japonica ENSCJPG00005006676
numida_meleagris ENSNMEG00000016517
crocodylus_porosus ENSCPRG00005005201
gopherus_agassizii ENSGAGG00000019406
chelonoidis_abingdonii ENSCABG00000013196
chrysemys_picta_bellii ENSCPBG00000027016
pelodiscus_sinensis ENSPSIG00000005947
anolis_carolinensis ENSACAG00000001074
notechis_scutatus ENSNSUG00000014158
salvator_merianae ENSSMRG00000012553
