geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00940000164774,9,100.0,0.0,0.034,0.0,0.0,0,0,0,0,0,1,0,6,6,7,6,0,0,0,0
ENSGT00940000156549,8,87.5,0.212,0.571,0.678,0.678,1,1,1,1,0,0,0,4,5,5,5,1,0,0,0
ENSGT00860000135092,17,88.24,0.138,0.137,0.865,0.138,1,1,1,1,0,0,1,0,2,2,0,0,0,0,0
ENSGT00910000147247,13,100.0,0.04,0.213,0.896,0.04,0,1,1,0,0,0,1,11,11,11,11,0,0,0,0
ENSGT00940000168794,4,75.0,0.085,0.084,0.084,0.084,1,1,1,1,1,0,0,2,2,1,2,0,0,1,0
ENSGT00940000161095,3,66.67,0.461,0.491,0.461,0.461,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
ENSGT00940000160160,5,100.0,0.32,0.714,0.32,0.32,1,1,1,1,0,1,0,4,4,4,4,0,0,0,0
ENSGT00940000156022,3,100.0,0.497,0.468,0.497,0.497,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
ENSGT00910000147324,7,100.0,0.173,0.862,0.173,0.173,1,1,1,1,0,1,0,5,5,5,5,0,0,0,0
ENSGT00900000142807,6,100.0,0.131,0.931,0.131,0.131,1,1,1,1,0,1,0,4,4,4,4,0,0,0,0
ENSGT00910000146929,10,100.0,0.298,0.702,0.298,0.298,1,1,1,1,0,1,0,8,8,8,8,0,0,0,0
ENSGT00940000155070,10,80.0,0.018,0.964,0.052,0.085,0,1,1,1,0,1,0,0,1,4,1,1,0,0,0
ENSGT00940000169631,8,87.5,0.429,0.027,0.034,0.199,1,0,0,1,1,0,0,4,4,5,4,0,0,0,0
ENSGT00940000179666,3,100.0,0.493,0.424,0.493,0.493,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
ENSGT00910000148089,6,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0
ENSGT00390000007235,18,94.44,0.526,0.121,0.794,0.526,1,1,1,1,0,0,1,15,15,15,15,0,0,0,0
ENSGT00940000156489,7,57.14,0.941,0.044,8E-11,0.119,1,0,0,1,1,0,0,2,2,3,2,0,0,0,0
ENSGT00940000154634,7,85.71,0.953,0.107,0.953,0.953,1,1,1,1,0,0,0,6,6,6,6,0,0,0,0
ENSGT00860000134468,9,66.67,0.617,0.5,0.18,0.511,1,1,1,1,1,0,0,8,8,8,8,0,0,0,0
ENSGT00940000156816,5,100.0,0.511,0.528,0.511,0.511,1,1,1,1,0,1,0,2,2,1,2,0,0,1,0
ENSGT00390000013823,5,80.0,0.453,0.622,0.453,0.453,1,1,1,1,0,1,0,4,4,4,4,0,0,0,0
ENSGT00390000006939,3,66.67,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
ENSGT00940000169832,8,62.5,0.777,0.079,0.324,0.041,1,1,1,0,1,0,0,2,2,1,1,0,0,0,0
ENSGT00390000013249,4,25.0,0.0003,0.244,0.0003,0.0003,0,1,0,0,0,1,0,3,3,3,3,0,0,0,0
ENSGT00940000162525,4,75.0,0.739,0.072,0.739,0.739,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
ENSGT00940000169756,3,100.0,0.493,0.48,0.471,0.493,1,1,1,1,0,0,0,2,2,2,2,0,0,0,0
ENSGT00910000147974,7,100.0,0.488,0.52,0.488,0.488,1,1,1,1,0,1,0,5,5,5,5,0,0,0,0
ENSGT00940000178784,3,100.0,0.497,0.485,0.497,0.497,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
ENSGT00940000154635,5,80.0,0.69,0.003,0.69,0.69,1,0,1,1,0,0,0,2,2,2,2,0,0,0,0
ENSGT00910000146924,14,100.0,0.051,0.971,0.051,0.051,1,1,1,1,0,1,0,12,12,12,12,0,0,0,0
ENSGT00900000143602,7,100.0,0.507,0.484,0.507,0.507,1,1,1,1,0,0,0,5,5,5,5,0,0,0,0
ENSGT00730000112044,3,100.0,0.579,0.305,0.579,0.579,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0
ENSGT00910000144335,11,100.0,0.213,0.907,0.213,0.213,1,1,1,1,0,1,0,7,7,7,7,0,0,0,0
ENSGT00530000065031,15,93.33,0.029,0.971,1E-50,0.029,0,1,0,0,0,1,0,13,12,13,13,0,1,0,0
ENSGT00910000147034,10,100.0,0.503,0.529,0.503,0.503,1,1,1,1,0,1,0,7,7,7,7,0,0,0,0
ENSGT00910000146973,5,100.0,0.471,0.475,0.471,0.471,1,1,1,1,0,1,0,4,4,4,4,0,0,0,0
ENSGT00940000178120,5,100.0,0.507,0.456,0.507,0.507,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
ENSGT00390000010017,13,76.92,0.038,0.21,0.007,0.908,0,1,0,1,0,0,0,1,4,2,2,1,0,0,0
ENSGT00940000159007,6,100.0,0.834,0.18,0.834,0.834,1,1,1,1,0,0,0,2,2,2,2,0,0,0,0
ENSGT00390000009155,7,85.71,0.629,0.735,0.629,0.629,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
ENSGT00510000048991,3,66.67,0.482,0.53,0.482,0.482,1,1,1,1,0,1,0,2,2,2,2,0,0,0,0
ENSGT00940000163297,4,100.0,0.52,0.591,0.52,0.52,1,1,1,1,0,1,0,2,2,2,2,0,0,0,0
ENSGT00940000157113,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
ENSGT00940000168468,5,100.0,0.896,0.104,0.896,0.896,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
ENSGT00390000017410,10,100.0,0.624,0.442,0.624,0.624,1,1,1,1,0,0,0,2,2,1,2,0,0,1,0
ENSGT00420000029792,3,66.67,0.49,0.484,0.49,0.49,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0
ENSGT00390000007612,4,100.0,0.018,0.441,0.663,0.018,0,1,1,0,0,0,1,3,3,3,3,0,0,0,0
ENSGT00530000063255,4,75.0,0.659,0.609,0.082,0.659,1,1,1,1,0,0,0,3,3,3,3,0,0,0,0
ENSGT00910000147088,11,100.0,0.479,0.555,0.479,0.479,1,1,1,1,0,1,0,9,9,9,9,0,0,0,0
ENSGT00940000161512,6,100.0,0.772,0.205,0.772,0.772,1,1,1,1,0,0,0,2,2,2,2,0,0,0,0
ENSGT00390000003282,3,66.67,0.497,0.492,0.497,0.497,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
ENSGT00940000158806,5,100.0,0.634,0.463,0.634,0.634,1,1,1,1,0,0,0,4,4,4,4,0,0,0,0
ENSGT00940000166937,10,80.0,0.108,0.898,0.108,0.108,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
ENSGT00940000168987,4,100.0,0.664,0.597,0.664,0.664,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
ENSGT00960000186833,12,100.0,0.97,0.049,0.97,0.061,1,0,1,1,0,0,0,2,2,6,3,0,0,0,0
ENSGT00390000008744,16,20.0,0.337,0.664,;0,00005;,0.337,1,1,0,1,0,1,0,1,2,3,1,0,0,0,0
ENSGT00940000177112,5,100.0,0.965,0.009,0.965,0.965,1,0,1,1,0,0,0,3,3,1,3,0,0,1,0
ENSGT00940000159421,7,71.43,;0,000004;,0.312,0.777,;0,000004;,0,1,1,0,0,0,1,4,4,4,4,0,0,0,0
ENSGT00940000158111,3,33.33,0.491,0.502,0.491,0.491,1,1,1,1,0,1,0,2,2,2,2,0,0,0,0
ENSGT00730000111138,6,66.67,0.478,0.521,0.478,0.478,1,1,1,1,0,1,0,3,3,3,3,0,0,0,0
ENSGT00960000190051,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
ENSGT00390000015663,7,100.0,0.168,0.093,0.932,0.168,1,1,1,1,0,0,1,3,3,2,3,0,0,1,0
ENSGT00940000171555,8,62.5,0.999,0.001,6E-10,0.999,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0
ENSGT00390000006227,8,87.5,0.616,0.474,0.616,0.616,1,1,1,1,0,0,0,5,5,5,5,0,0,0,0
ENSGT00940000153472,9,100.0,0.933,0.101,0.933,0.933,1,1,1,1,0,0,0,4,4,2,4,0,0,1,0
ENSGT00940000177329,13,100.0,0.255,0.797,0.255,0.255,1,1,1,1,0,1,0,0,0,4,0,0,0,0,0
ENSGT00390000016274,4,100.0,0.888,0.029,0.029,0.888,1,0,0,1,0,0,0,3,3,3,3,0,0,0,0
ENSGT00940000168587,4,50.0,0.498,0.526,0.526,0.498,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
ENSGT00510000049510,10,100.0,0.409,0.523,0.411,0.409,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0
ENSGT00390000015102,8,100.0,1.0,;0,000004;,1.0,1.0,1,0,1,1,0,0,0,5,5,5,5,0,0,0,0
ENSGT00950000183248,6,100.0,0.435,0.118,0.435,0.435,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
ENSGT00960000189571,4,100.0,0.5,0.48,0.467,0.5,1,1,1,1,0,0,0,3,3,3,3,0,0,0,0
ENSGT00940000157805,7,57.14,1.0,4E-14,1.0,4E-14,1,0,1,0,0,0,0,5,5,5,5,0,0,0,0
ENSGT00940000164582,4,75.0,0.48,0.477,0.48,0.48,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
ENSGT00910000147031,6,100.0,0.239,0.763,0.239,0.239,1,1,1,1,0,1,0,4,4,4,4,0,0,0,0
ENSGT00940000155543,4,75.0,0.088,0.96,0.088,0.088,1,1,1,1,0,1,0,3,3,3,3,0,0,0,0
ENSGT00390000007890,6,50.0,0.499,0.479,0.499,0.499,1,1,1,1,0,0,0,3,3,3,3,0,0,0,0
ENSGT00910000147964,6,100.0,0.587,0.413,1E-73,0.587,1,1,0,1,0,0,0,5,5,5,5,0,0,0,0
ENSGT00730000111482,3,100.0,0.503,0.497,0.503,0.503,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
ENSGT00940000155650,4,50.0,0.308,0.97,0.97,0.308,1,1,1,1,0,0,0,3,3,3,3,0,0,0,0
ENSGT00940000157494,3,33.33,0.453,0.522,0.47,0.453,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
ENSGT00910000147036,10,100.0,0.624,0.603,0.624,0.624,1,1,1,1,0,0,0,8,8,8,8,0,0,0,0
ENSGT00940000165964,10,80.0,0.13,0.816,0.438,0.077,1,1,1,1,0,1,0,6,5,6,6,0,1,0,0
ENSGT00940000162075,15,100.0,0.981,0.022,0.052,0.981,1,0,1,1,0,0,0,2,3,4,2,0,0,0,0
ENSGT00940000167950,5,80.0,0.341,0.565,0.341,0.341,1,1,1,1,0,1,0,3,3,3,3,0,0,0,0
ENSGT00940000179508,3,100.0,0.491,0.467,0.491,0.491,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
ENSGT00940000160970,4,50.0,0.479,0.496,;0,000004;,0.479,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0
ENSGT00910000147086,6,100.0,0.391,0.639,0.391,0.391,1,1,1,1,0,1,0,4,4,4,4,0,0,0,0
ENSGT00940000156292,9,88.89,0.051,0.949,0.051,0.051,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0
ENSGT00940000174692,11,0.0,0.49,0.549,0.49,0.354,1,1,1,1,0,1,0,2,2,3,2,0,0,0,0
ENSGT00940000171677,5,80.0,0.378,0.541,0.378,0.537,1,1,1,1,0,1,0,2,2,1,2,0,0,1,0
ENSGT00390000012174,3,33.33,0.468,0.498,0.49,0.468,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0
ENSGT00940000166658,16,50.0,0.149,0.851,;0,000000007;,0.149,1,1,0,1,0,1,0,4,5,4,4,0,0,0,0
ENSGT00910000146899,10,90.0,0.596,0.451,0.003,0.003,1,1,0,0,1,0,0,8,8,7,7,0,0,0,0
ENSGT00910000147249,10,100.0,0.932,0.048,0.932,0.932,1,0,1,1,0,0,0,7,7,8,7,0,0,0,0
ENSGT00940000180406,3,100.0,0.49,0.486,0.49,0.49,1,1,1,1,0,0,0,2,2,2,2,0,0,0,0
ENSGT00730000112793,3,100.0,0.516,0.484,0.516,0.516,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
ENSGT00960000189656,3,100.0,0.495,0.505,0.495,0.495,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
ENSGT00900000143765,8,100.0,0.051,0.977,0.051,0.051,1,1,1,1,0,1,0,6,6,6,6,0,0,0,0
ENSGT00940000161017,4,100.0,0.556,0.579,0.556,0.556,1,1,1,1,0,1,0,3,3,3,3,0,0,0,0
ENSGT00390000004348,3,66.67,0.388,0.455,0.5,0.388,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0
ENSGT00910000147035,9,100.0,0.545,0.154,0.545,0.545,1,1,1,1,0,0,0,7,7,7,7,0,0,0,0
ENSGT00440000034918,3,66.67,0.452,0.548,0.452,0.452,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
ENSGT00940000168718,3,100.0,0.501,0.496,0.501,0.501,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
ENSGT00940000159129,8,87.5,;0,000002;,;0,00007;,0.001,;0,000002;,0,0,0,0,0,0,1,5,3,4,5,0,1,0,0
ENSGT00910000147038,7,100.0,0.665,0.525,0.665,0.665,1,1,1,1,0,0,0,5,5,5,5,0,0,0,0
ENSGT00940000161436,8,62.5,0.97,0.032,6E-42,0.016,1,0,0,0,1,0,0,7,7,7,7,0,0,0,0
ENSGT00550000075099,3,100.0,0.456,0.524,0.456,0.456,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
ENSGT00390000016166,6,83.33,0.822,0.053,0.004,0.053,1,1,0,1,1,0,0,3,3,3,3,0,0,0,0
ENSGT00390000004396,7,85.71,0.22,0.81,0.22,0.22,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
ENSGT00530000063787,10,90.0,0.593,0.58,0.593,0.593,1,1,1,1,0,0,0,8,8,8,8,0,0,0,0
ENSGT00940000155347,7,57.14,0.955,0.05,0.001,0.955,1,1,0,1,0,0,0,3,3,3,3,0,0,0,0
ENSGT00660000097220,4,100.0,0.51,0.472,0.472,0.51,1,1,1,1,0,0,0,3,3,3,3,0,0,0,0
ENSGT00550000074618,18,83.33,0.924,0.125,0.012,0.924,1,1,0,1,0,0,0,2,2,4,2,0,0,0,0
ENSGT00910000148466,5,100.0,;0,000007;,0.343,;0,000007;,;0,000007;,0,1,0,0,0,1,0,3,3,3,3,0,0,0,0
ENSGT00720000108834,11,72.73,0.448,0.725,0.008,0.448,1,1,0,1,0,1,0,4,4,4,4,0,0,0,0
ENSGT00910000147430,6,100.0,0.543,0.457,0.543,0.543,1,1,1,1,0,0,0,5,5,5,5,0,0,0,0
ENSGT00690000103118,14,100.0,0.737,0.263,0.737,0.737,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0
ENSGT00940000178990,4,100.0,0.479,0.483,0.479,0.479,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
ENSGT00940000154956,19,84.21,0.378,;0,00006;,0.043,0.4,1,0,0,1,0,0,0,15,16,16,15,0,0,0,0
ENSGT00940000164868,4,100.0,;0,000005;,1.0,;0,000005;,;0,000005;,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
ENSGT00910000147635,5,100.0,0.578,0.352,0.578,0.578,1,1,1,1,0,0,0,4,4,4,4,0,0,0,0
ENSGT00950000182721,14,71.43,0.742,0.234,0.0002,0.388,1,1,0,1,1,0,0,2,2,2,2,0,0,0,0
ENSGT00940000166690,5,100.0,0.563,0.668,0.563,0.563,1,1,1,1,0,1,0,3,3,3,3,0,0,0,0
ENSGT00390000003337,10,80.0,0.846,0.206,0.008,0.846,1,1,0,1,0,0,0,6,6,4,6,0,0,1,0
ENSGT00940000161450,15,73.33,0.464,0.427,0.566,0.464,1,1,1,1,0,0,1,0,1,3,0,0,0,0,0
ENSGT00940000168688,7,100.0,0.138,0.869,0.138,0.138,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
ENSGT00940000160474,17,100.0,0.388,0.612,0.388,0.388,1,1,1,1,0,1,0,3,3,6,3,0,0,0,0
ENSGT00940000178042,9,33.33,0.514,0.487,;0,00003;,0.514,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0
ENSGT00940000165381,5,80.0,0.485,0.568,0.485,0.485,1,1,1,1,0,1,0,4,4,4,4,0,0,0,0
ENSGT00940000162246,4,100.0,0.404,0.415,0.404,0.404,1,1,1,1,0,1,0,3,3,3,3,0,0,0,0
ENSGT00470000042571,5,100.0,0.038,0.962,0.038,0.038,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0
ENSGT00910000147908,5,100.0,0.012,;0,00008;,0.012,0.012,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0
ENSGT00530000063770,9,77.78,0.53,0.47,0.0001,0.53,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
ENSGT00940000157965,3,66.67,0.477,0.487,0.477,0.477,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
ENSGT00910000147033,10,100.0,0.109,0.749,0.676,0.109,1,1,1,1,0,1,0,7,7,7,7,0,0,0,0
ENSGT00910000147240,5,100.0,0.519,0.517,0.519,0.519,1,1,1,1,0,0,0,3,3,3,3,0,0,0,0
ENSGT00940000169936,3,100.0,0.452,0.513,0.452,0.452,1,1,1,1,0,1,0,2,2,2,2,0,0,0,0
ENSGT00940000177296,3,100.0,0.52,0.408,0.52,0.52,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
ENSGT00940000177143,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
ENSGT00910000146517,7,100.0,0.04,0.96,0.04,0.04,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0
ENSGT00390000009061,4,75.0,0.352,0.553,0.352,0.352,1,1,1,1,0,1,0,3,3,3,3,0,0,0,0
ENSGT00550000076464,9,100.0,4E-51,;0,000000001;,4E-51,4E-51,0,0,0,0,0,1,0,7,7,7,7,0,0,0,0
ENSGT00390000016470,11,72.73,0.594,0.406,6E-16,0.594,1,1,0,1,0,0,0,9,9,9,9,0,0,0,0
ENSGT00910000146988,10,100.0,0.033,0.033,0.967,0.033,0,0,1,0,0,0,1,8,8,8,8,0,0,0,0
ENSGT00940000167593,8,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,1,0,5,0,0,1,0
ENSGT00940000167230,5,40.0,0.576,0.492,5E-65,0.576,1,1,0,1,0,0,0,3,2,2,3,0,0,0,0
ENSGT00940000178526,13,100.0,0.016,0.624,0.611,0.016,0,1,1,0,0,1,0,7,8,8,7,0,0,0,0
ENSGT00940000162652,4,100.0,0.244,0.819,0.244,0.244,1,1,1,1,0,1,0,3,3,3,3,0,0,0,0
ENSGT00860000136093,6,100.0,0.3,0.813,0.3,0.3,1,1,1,1,0,1,0,2,2,2,2,0,0,0,0
ENSGT00390000013322,25,100.0,0.791,0.072,0.791,0.365,1,1,1,1,0,0,0,20,20,20,20,0,0,0,0
ENSGT00530000067688,6,100.0,0.496,0.509,0.496,0.496,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
ENSGT00510000048187,4,25.0,0.827,;0,00002;,;0,00003;,0.827,1,0,0,1,0,0,0,3,3,3,3,0,0,0,0
ENSGT00910000148608,5,100.0,0.091,0.651,0.091,0.091,1,1,1,1,0,1,0,3,3,3,3,0,0,0,0
ENSGT00390000011138,14,100.0,0.877,0.03,0.877,0.877,1,0,1,1,0,0,0,11,11,10,11,0,0,1,0
ENSGT00940000178658,3,100.0,0.718,0.487,0.718,0.718,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
ENSGT00940000168285,3,66.67,0.474,0.506,0.475,0.474,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
ENSGT00920000150796,4,100.0,0.938,0.062,0.938,0.938,1,1,1,1,0,0,0,2,2,2,2,0,0,0,0
ENSGT00640000091497,4,50.0,0.512,0.462,0.512,0.512,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0
ENSGT00910000146962,9,100.0,0.236,0.786,0.236,0.236,1,1,1,1,0,1,0,6,6,6,6,0,0,0,0
ENSGT00390000005708,6,83.33,0.71,0.072,0.725,0.71,1,1,1,1,0,0,1,4,4,4,4,0,0,0,0
ENSGT00510000046760,5,40.0,0.638,0.268,0.649,0.638,1,1,1,1,0,0,1,2,2,1,2,0,0,1,0
ENSGT00940000166426,7,42.86,0.849,0.17,0.001,0.17,1,1,0,1,1,0,0,2,4,3,3,1,0,0,0
ENSGT00910000146928,15,100.0,0.369,0.717,0.313,0.313,1,1,1,1,0,1,0,13,13,13,13,0,0,0,0
ENSGT00950000183306,8,12.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,6,5,6,6,0,1,0,0
ENSGT00940000161809,8,100.0,0.937,0.195,0.937,0.937,1,1,1,1,0,0,0,7,7,7,7,0,0,0,0
ENSGT00390000012605,10,60.0,0.529,0.521,0.529,0.529,1,1,1,1,0,0,0,7,7,7,7,0,0,0,0
