geneTreeID ,  nbLeaves  ,  NbSharedLeaves , AU_TreeBest  , AU_Ensembl , AU_ReconstructEnsembl , TreeBestPassTest   , EnsemblTreePassTest , ReconstructEnsemblTreePassTest , TreeBestBetter   , EnsemblBetter , ReconstructEnsemblBetter , REC_TreeBest  ,  REC_Ensembl , REC_ReconstructEnsembl  , Treebest_REC_is_best     , Ensembl_REC_is_best ,Ensembl_REC_reconstruct_is_best 
ENSGT00940000166658,16,54.55,0.915,0.085,"0,00004",1,1,0,1,0,0,3,4,4,1,0,0
ENSGT00910000146899,10,50.0,0.179,0.039,0.913,1,0,1,0,0,1,7,7,7,0,0,0
ENSGT00940000178224,4,-10.0,0.492,0.506,0.492,1,1,1,0,1,0,1,1,2,0,0,0
ENSGT00950000183312,11,-10.0,0.728,0.274,0.728,1,1,1,0,0,0,8,8,9,0,0,0
ENSGT00940000176078,13,-10.0,0.78,0.243,0.305,1,1,1,1,0,0,3,3,2,0,0,1
ENSGT00940000157459,19,80.0,0.93,0.07,0.93,1,1,1,0,0,0,16,16,16,0,0,0
ENSGT00390000010512,10,100.0,0.104,0.889,0.24,1,1,1,0,1,0,6,6,5,0,0,1
ENSGT00940000159129,8,100.0,0.0004,0.0001,0.0004,0,0,0,0,0,0,5,5,4,0,0,1
ENSGT00940000169756,3,0.0,0.49,0.451,0.493,1,1,1,0,0,1,2,2,2,0,0,0
ENSGT00390000003308,6,0.0,0.707,0.322,0.319,1,1,1,1,0,0,4,4,4,0,0,0
ENSGT00530000063787,10,100.0,0.548,0.5,0.548,1,1,1,0,0,0,8,8,8,0,0,0
ENSGT00940000155347,7,16.67,0.62,0.222,"0,00002",1,1,0,1,0,0,4,4,3,0,0,1
ENSGT00940000167924,8,-10.0,0.638,0.644,0.638,1,1,1,0,1,0,0,0,2,0,0,0
ENSGT00720000108834,11,60.0,0.558,0.475,0.003,1,1,0,1,0,0,4,4,4,0,0,0
ENSGT00940000164532,14,60.0,0.004,0.996,"0,00006",0,1,0,0,1,0,10,10,10,0,0,0
ENSGT00690000103118,14,-10.0,0.758,0.242,0.758,1,1,1,0,0,0,0,0,2,0,0,0
ENSGT00940000154956,19,63.64,0.017,0.008,0.448,0,0,1,0,0,1,15,14,16,0,1,0
ENSGT00940000163213,12,100.0,0.533,0.467,0.533,1,1,1,0,0,0,10,10,10,0,0,0
ENSGT00940000178277,4,-10.0,0.482,0.542,0.482,1,1,1,0,1,0,2,2,2,0,0,0
ENSGT00390000003337,10,0.0,0.899,0.138,0.004,1,1,0,1,0,0,6,6,4,0,0,1
ENSGT00940000161450,15,40.0,0.519,0.481,0.519,1,1,1,0,0,0,0,0,3,0,0,0
ENSGT00940000168688,7,-10.0,0.121,0.885,0.121,1,1,1,0,1,0,1,1,1,0,0,0
ENSGT00940000160474,17,0.0,0.224,0.776,0.224,1,1,1,0,1,0,3,3,6,0,0,0
ENSGT00940000178375,3,-10.0,0.452,0.47,0.52,1,1,1,0,0,1,2,2,2,0,0,0
ENSGT00940000178042,9,83.33,0.307,0.335,0.307,1,1,1,0,1,0,0,0,2,0,0,0
ENSGT00960000186606,7,-10.0,0.197,0.908,0.043,1,1,0,0,1,0,0,1,1,1,0,0
ENSGT00940000163885,13,20.0,0.688,0.313,"0,000000001",1,1,0,1,0,0,11,10,10,0,0,0
ENSGT00940000166522,9,16.67,0.607,0.609,"0,000006",1,1,0,0,1,0,1,2,2,1,0,0
ENSGT00940000177785,5,-10.0,0.174,0.459,0.174,1,1,1,0,1,0,0,0,1,0,0,0
ENSGT00940000177296,3,-10.0,0.502,0.734,0.502,1,1,1,0,1,0,1,1,1,0,0,0
ENSGT00910000146517,7,-10.0,0.036,0.964,0.036,0,1,0,0,1,0,5,5,5,0,0,0
ENSGT00940000178325,6,-10.0,0.084,0.086,0.084,1,1,1,0,1,0,0,0,1,0,0,0
ENSGT00390000008931,10,66.67,0.483,0.58,0.48,1,1,1,0,1,0,8,8,8,0,0,0
ENSGT00390000016470,11,50.0,0.608,0.395,"0,00002",1,1,0,1,0,0,9,8,9,0,1,0
ENSGT00940000167593,8,-10.0,0.0,0.0,0.0,0,0,0,0,0,0,5,1,0,0,0,1
ENSGT00940000167230,5,0.0,0.496,0.504,2E-75,1,1,0,0,1,0,3,2,2,0,0,0
ENSGT00940000178526,13,-10.0,0.012,0.592,0.542,0,1,1,0,1,0,7,8,8,1,0,0
ENSGT00940000159656,7,100.0,0.522,0.498,0.522,1,1,1,0,0,0,4,4,5,0,0,0
ENSGT00940000155474,14,50.0,0.418,0.6,0.0003,1,1,0,0,1,0,4,4,4,0,0,0
ENSGT00940000178658,3,-10.0,0.735,0.48,0.735,1,1,1,0,0,0,0,0,1,0,0,0
ENSGT00940000168285,3,0.0,0.487,0.492,0.478,1,1,1,0,1,0,1,1,0,0,0,1
ENSGT00640000091497,4,33.33,0.494,0.462,0.494,1,1,1,0,0,0,1,1,0,0,0,1
ENSGT00390000003246,4,0.0,0.476,0.487,0.476,1,1,1,0,1,0,1,1,0,0,0,1
ENSGT00940000163053,9,100.0,0.146,0.205,"0,000003",1,1,0,0,1,0,5,5,4,0,0,1
ENSGT00390000012605,10,33.33,0.543,0.512,0.543,1,1,1,0,0,0,7,7,7,0,0,0
ENSGT00950000183132,25,75.0,0.309,0.007,0.738,1,0,1,0,0,1,7,6,9,0,1,0
,,,,,,89,85,69,,,,,,,9,5,20
,,,,,,"89,898989899","85,8585858586","69,696969697",,,,,,,"26,4705882353","14,7058823529","58,8235294118"
