GOPHERUSAGASSIZII	gopherus_agassizii
VULPESVULPES	vulpes_vulpes
PANTHERATIGRIS	panthera_tigris
PANTHERAPARDUS	panthera_pardus
FELISCATUS	felis_catus
OVISARIES	ovis_aries
CAPRAHIRCUS	capra_hircus
BOSINDICUS	bos_indicus
BOSINDICUS	bos_indicus
BOSTAURUS	bos_taurus
BOSMUTUS	bos_mutus
BISONBISON	bison_bison
TURSIOPSTRUNCATUS	tursiops_truncatus
SUSSCROFA	sus_scrofa
VICUGNAPACOS	vicugna_pacos
CHOLOEPUSHOFFMANNI	choloepus_hoffmanni
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
LOXODONTAAFRICANA	loxodonta_africana
PROCAVIACAPENSIS	procavia_capensis
ECHINOPSTELFAIRI	echinops_telfairi
VOMBATUSURSINUS	vombatus_ursinus
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
NOTAMACROPUSEUGENII	notamacropus_eugenii
SARCOPHILUSHARRISII	sarcophilus_harrisii
MONODELPHISDOMESTICA	monodelphis_domestica
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
XENOPUSTROPICALIS	xenopus_tropicalis
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
SCLEROPAGESFORMOSUS	scleropages_formosus
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
BETTASPLENDENS	betta_splendens
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
LEPISOSTEUSOCULATUS	lepisosteus_oculatus
ERPETOICHTHYSCALABARICUS	erpetoichthys_calabaricus
CALLORHINCHUSMILII	callorhinchus_milii
