APTERYXOWENII	apteryx_owenii
ASTYANAXMEXICANUS	astyanax_mexicanus
ASTYANAXMEXICANUS	astyanax_mexicanus
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
ICTALURUSPUNCTATUS	ictalurus_punctatus
DANIORERIO	danio_rerio
DENTICEPSCLUPEOIDES	denticeps_clupeoides
CLUPEAHARENGUS	clupea_harengus
ESOXLUCIUS	esox_lucius
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
LEPISOSTEUSOCULATUS	lepisosteus_oculatus
SCLEROPAGESFORMOSUS	scleropages_formosus
ERPETOICHTHYSCALABARICUS	erpetoichthys_calabaricus
CYPRINODONVARIEGATUS	cyprinodon_variegatus
GOUANIAWILLDENOWI	gouania_willdenowi
LATESCALCARIFER	lates_calcarifer
SCOPHTHALMUSMAXIMUS	scophthalmus_maximus
SERIOLALALANDI	seriola_lalandi
PARAMBASSISRANGA	parambassis_ranga
GASTEROSTEUSACULEATUS	gasterosteus_aculeatus
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
ICTALURUSPUNCTATUS	ictalurus_punctatus
PETROMYZONMARINUS	petromyzon_marinus
